mode,D,eta,mu_full,mu_mode,width_full,width_mode,c_uv22_full,c_uv22_mode,c_match22_full,c_match22_mode,c_low22_full,c_low22_mode,delta_log_mu,delta_log_amp_ratio,delta_log_uv_ratio,delta_log_fin_ratio,delta_log_rge_ratio,delta_log_width_term,identity_residual,delta_log_uv_g_only,delta_log_uv_p_only,delta_log_uv_m2_only,dominant_component,abs_width_component,abs_uv_component,abs_fin_component,abs_rge_component
bandcombo,7.2,2.1950000000000003,3.5313977004728456,2.130419076759302,2.1797272133800223,3.0027763921362087,0.00012096538426732654,0.0001227083514616187,0.00012096538426732654,0.0001227083514616187,0.00012157852602852017,0.00012328312440458095,-0.5053750316995649,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203375872413473,-2.220446049250313e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203375872413473,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.29,3.5313978537005966,2.1304192301563223,2.1797269121997385,3.002775891313714,0.0001209653785345788,0.00012270834564626887,0.0001209653785345788,0.00012270834564626887,0.00012157852026671463,0.00012328311856199168,-0.5053750030864671,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033755862824986,1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033755862824986,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.3850000000000002,3.5313980069215507,2.1304193835508594,2.1797266110115707,3.0027753904781154,0.00012096537280149485,0.000122708339830578,0.00012096537280149485,0.000122708339830578,0.0001215785145045712,0.0001232831127190598,-0.5053749744726139,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.32033753001439624,-3.885780586188048e-15,0.10079415835884298,0.0,-0.1930367633952752,width,0.32033753001439624,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,2.4800000000000004,3.5313981601567637,2.130419536952767,2.179726309829647,3.002774889652891,0.0001209653670688274,0.00012270833401530965,0.0001209653670688274,0.00012270833401530965,0.00012157850874284636,0.00012328310687655239,-0.505374945859342,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.3203375014011244,-3.774758283725532e-15,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203375014011244,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,2.575,3.5313983133686473,2.130419690340536,2.1797260086481263,3.0027743888283474,0.00012096536133577057,0.00012270832819964627,0.00012096536133577057,0.00012270832819964627,0.00012157850298073017,0.0001232831010336481,-0.5053749172461033,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203374727878857,-2.220446049250313e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203374727878857,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.6700000000000004,3.5313984666106313,2.1304198437468784,2.179725707464729,3.002773888000672,0.0001209653556031762,0.00012270832238445205,0.0001209653556031762,0.00012270832238445205,0.00012157849721907877,0.00012328309519121517,-0.5053748886326739,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203374441744562,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.1930367633952752,width,0.3203374441744562,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.765,3.5313986198516423,2.1304199971536573,2.17972540627641,3.0027733871648126,0.00012096534987042761,0.0001227083165691014,0.00012096534987042761,0.0001227083165691014,0.00012157849145727239,0.00012328308934862512,-0.5053748600187672,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203374155605502,3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203374155605502,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.8600000000000003,3.5313987730771106,2.130420150549969,2.179725105093573,3.0027728863380734,0.00012096534413756391,0.00012270831075363394,0.00012096534413756391,0.00012270831075363394,0.0001215784856953503,0.00012328308350591767,-0.5053748314053755,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.32033738694715796,-3.774758283725532e-15,0.10079415835884298,0.0,-0.1930367633952752,width,0.32033738694715796,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,2.955,3.531398926288344,2.130420303936752,2.179724803915496,3.002772385519257,0.00012096533840458753,0.0001227083049380522,0.00012096533840458753,0.0001227083049380522,0.00012157847993331498,0.0001232830776630954,-0.505374802792429,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033735833421184,2.220446049250313e-16,0.10079415835884298,0.0,-0.1930367633952752,width,0.32033735833421184,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.0500000000000003,3.5313990795205457,2.130420457337518,2.1797245027309917,3.0027718846897438,0.0001209653326717909,0.00012270829912265283,0.0001209653326717909,0.00012270829912265283,0.00012157847417146031,0.00012328307182045637,-0.5053747741788601,-0.09251872222910684,-0.09224260503643222,0.0,-0.00027611719267467763,-0.3203373297206432,-3.1086244689504383e-15,0.10079415835884298,0.0,-0.1930367633952752,width,0.3203373297206432,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,3.145,3.531399232739034,2.1304206107296406,2.1797242015484217,3.0027713838634518,0.0001209653269388121,0.0001227082933070686,0.0001209653269388121,0.0001227082933070686,0.00012157846840942254,0.0001232830659776316,-0.5053747455654684,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203373011072511,1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203373011072511,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.24,3.5313993859636663,2.1304207641249397,2.1797239003685958,3.002770883041721,0.00012096532120601364,0.00012270828749166732,0.00012096532120601364,0.00012270828749166732,0.00012157846264756604,0.00012328306013499065,-0.5053747169523284,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203372724941105,-5.551115123125783e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203372724941105,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.3350000000000004,3.5313995391885693,2.1304209175213176,2.17972359918439,3.002770382212708,0.00012096531547309733,0.00012270828167614654,0.00012096531547309733,0.00012270828167614654,0.00012157845688559108,0.00012328305429222964,-0.5053746883387624,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203372438805453,2.220446049250313e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203372438805453,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.43,3.5313996924189386,2.130421070920483,2.1797232980028314,3.002769881388093,0.00012096530974034708,0.00012270827586079416,0.00012096530974034708,0.00012270827586079416,0.00012157845112378302,0.00012328304844963782,-0.5053746597254389,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203372152672218,2.220446049250313e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203372152672218,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.5250000000000004,3.5313998456370013,2.1304212243119798,2.1797229968225857,3.0027693805656677,0.00012096530400742147,0.00012270827004526392,0.00012096530400742147,0.00012270827004526392,0.00012157844536179872,0.0001232830426068673,-0.5053746311122336,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203371866540161,-1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203371866540161,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.62,3.531399998872642,2.1304213777151717,2.179722695637105,3.0027688797345298,0.0001209652982746507,0.00012270826422989075,0.0001209652982746507,0.00012270826422989075,0.00012157843959997004,0.00012328303676425458,-0.5053746024985195,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.32033715804030194,-3.774758283725532e-15,0.10079415835884298,0.0,-0.1930367633952752,width,0.32033715804030194,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,3.7150000000000003,3.5314001520848746,2.1304215311024572,2.1797223944605317,3.0027683789182125,0.00012096529254172514,0.00012270825841436054,0.00012096529254172514,0.00012270825841436054,0.0001215784338379858,0.0001232830309214841,-0.5053745738856464,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203371294274284,-6.661338147750939e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203371294274284,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.81,3.5314003053138925,2.1304216845009893,2.1797220932785835,3.002767878092952,0.00012096528680893696,0.00012270825259896973,0.00012096528680893696,0.00012270825259896973,0.0001215784280761396,0.00012328302507885367,-0.5053745452722509,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033710081403366,1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033710081403366,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,3.9050000000000002,3.53140045854299,2.130421837900351,2.1797217920929004,3.002767377261479,0.00012096528107604549,0.00012270824678347413,0.00012096528107604549,0.00012270824678347413,0.00012157842231418962,0.00012328301923611795,-0.5053745166584919,-0.09251872222910684,-0.09224260503643222,0.0,-0.00027611719267467763,-0.3203370722002745,-3.552713678800501e-15,0.10079415835884475,0.0,-0.1930367633952752,width,0.3203370722002745,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,4.0,3.5314006117660255,2.130421991294626,2.179721490914391,3.0027668764419375,0.00012096527534324826,0.00012270824096807407,0.00012096527534324826,0.00012270824096807407,0.00012157841655233434,0.00012328301339347824,-0.5053744880454069,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033704358718906,-4.440892098500626e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033704358718906,0.184485210072868,0.0,0.0005522343853493553
bandcombo,8.0,0.2,2.3245432700992796,2.0106425531828944,1.6695137800602917,1.6607027964310888,8.591083119440962e-05,8.86838337804379e-05,8.591083119440962e-05,8.86838337804379e-05,8.632693210171619e-05,8.906826818330946e-05,-0.1450692275885801,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291550255754451,1.0269562977782698e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291550255754451,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,0.29500000000000004,2.324543268592794,2.0106425517401303,1.6695137627539376,1.660702779331466,8.591083072129082e-05,8.868383329204794e-05,8.591083072129082e-05,8.868383329204794e-05,8.63269316263059e-05,8.90682676928024e-05,-0.14506922765806574,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291550186268368,-2.0816681711721685e-15,0.11277800535846438,0.0,-0.18755889597649755,uv,0.005291550186268368,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,0.39,2.324543267316734,2.0106425504971486,1.6695137455045945,1.660702762288162,8.591083025389693e-05,8.868383280956768e-05,8.591083025389693e-05,8.868383280956768e-05,8.632693115664823e-05,8.906826720823063e-05,-0.145069227727316,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291550117017874,-1.8596235662471372e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291550117017874,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,0.48500000000000004,2.324543266337915,2.0106425495120126,1.669513728345283,1.6607027453338006,8.591082979431225e-05,8.868383233514866e-05,8.591082979431225e-05,8.868383233514866e-05,8.632693069483759e-05,8.906826673175506e-05,-0.1450692277961968,-0.07518038892216516,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291550048137084,-1.8596235662471372e-15,0.11277800535846438,0.0,-0.18755889597649578,uv,0.005291550048137084,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,0.5800000000000001,2.3245432647736526,2.010642548020767,1.6695137112245724,1.6607027284176072,8.591082932490227e-05,8.868383185058721e-05,8.591082932490227e-05,8.868383185058721e-05,8.632693022315407e-05,8.906826624509309e-05,-0.1450692278649397,-0.07518038892216516,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549979394294,-1.970645868709653e-15,0.11277800535846438,0.0,-0.18755889597649578,uv,0.005291549979394294,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,0.675,2.324543263359667,2.0106425466593625,1.669513694085039,1.6607027114828088,8.591082885778497e-05,8.868383136839245e-05,8.591082885778497e-05,8.868383136839245e-05,8.632692975377434e-05,8.906826576080808e-05,-0.14506922793375365,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291549910580118,1.8041124150158794e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549910580118,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,0.77,2.3245432617595627,2.0106425451375864,1.6695136770229004,1.6607026946244892,8.591082838921968e-05,8.868383088470296e-05,8.591082838921968e-05,8.868383088470296e-05,8.63269292829396e-05,8.906826527502185e-05,-0.14506922800226196,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291549842071586,2.0261570199409107e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549842071586,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,0.865,2.324543260271522,2.010642543712464,1.6695136599258595,1.660702677731679,8.59108279218272e-05,8.868383040222412e-05,8.59108279218272e-05,8.868383040222412e-05,8.632692881328334e-05,8.906826479045151e-05,-0.14506922807090816,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291549773426163,1.2490009027033011e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549773426163,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,0.96,2.3245432590616897,2.010642542526724,1.669513642670632,1.6607026606825586,8.591082745550573e-05,8.86838299208509e-05,8.591082745550573e-05,8.86838299208509e-05,8.632692834470329e-05,8.90682643069916e-05,-0.14506922814017997,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291549704153353,2.248201624865942e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549704153353,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,1.055,2.3245432573939375,2.010642540946007,1.669513625555994,1.6607026437723695,8.591082698433959e-05,8.86838294344766e-05,8.591082698433959e-05,8.86838294344766e-05,8.63269278712551e-05,8.906826381850892e-05,-0.14506922820890134,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549635432324,-1.6375789613221059e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549635432324,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.15,2.3245432559226176,2.0106425395355223,1.6695136084804965,1.6607026269008447,8.591082651781039e-05,8.868382895288891e-05,8.591082651781039e-05,8.868382895288891e-05,8.63269274024663e-05,8.906826333483359e-05,-0.1450692282774606,-0.07518038892216516,-0.07478089061803495,0.0,-0.0003994983041328455,0.005291549566873721,1.2490009027033011e-15,0.11277800535846261,0.0,-0.18755889597649755,uv,0.005291549566873721,0.1495617812360699,0.0,0.000798996608265691
bandcombo,8.0,1.2449999999999999,2.3245432544108398,2.0106425380892694,1.6695135913090207,1.6607026099344897,8.591082604806412e-05,8.868382846798034e-05,8.591082604806412e-05,8.868382846798034e-05,8.632692693044486e-05,8.9068262847823e-05,-0.14506922834640468,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.00529154949792876,-1.4155343563970746e-15,0.11277800535846438,0.0,-0.18755889597649755,uv,0.00529154949792876,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.34,2.324543253192365,2.0106425368963095,1.6695135740856797,1.6607025929168746,8.591082558240335e-05,8.868382798728911e-05,8.591082558240335e-05,8.868382798728911e-05,8.632692646252871e-05,8.906826236504803e-05,-0.14506922841554926,-0.07518038892216516,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549428784292,-1.5265566588595902e-15,0.11277800535846438,0.0,-0.18755889597649578,uv,0.005291549428784292,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.435,2.3245432515012596,2.010642535296018,1.6695135570487991,1.6607025760835161,8.59108251128063e-05,8.868382750253454e-05,8.59108251128063e-05,8.868382750253454e-05,8.632692599065721e-05,8.906826187819211e-05,-0.14506922848395964,-0.07518038892216516,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549360374237,-1.8596235662471372e-15,0.11277800535846438,0.0,-0.18755889597649578,uv,0.005291549360374237,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.53,2.3245432500134338,2.010642533870725,1.66951353990716,1.6607025591466402,8.59108246442703e-05,8.868382701887532e-05,8.59108246442703e-05,8.868382701887532e-05,8.63269255198519e-05,8.906826139243627e-05,-0.14506922855278326,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549291549735,-9.71445146547012e-16,0.11277800535846438,0.0,-0.18755889597649755,uv,0.005291549291549735,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.625,2.3245432487610094,2.010642532648665,1.6695135227172047,1.6607025421620139,8.591082417884116e-05,8.868382653842316e-05,8.591082417884116e-05,8.868382653842316e-05,8.63269250521685e-05,8.906826090990141e-05,-0.14506922862179605,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.005291549222538161,-2.192690473634684e-15,0.11277800535846438,0.0,-0.18755889597649755,uv,0.005291549222538161,0.14956178123606634,0.0,0.000798996608265691
bandcombo,8.0,1.72,2.324543247229296,2.0106425311856406,1.6695135056045198,1.6607025252537486,8.591082371023913e-05,8.868382605469576e-05,8.591082371023913e-05,8.868382605469576e-05,8.632692458129685e-05,8.90682604240771e-05,-0.14506922869050531,-0.07518038892216694,-0.07478089061803317,0.0,-0.0003994983041328455,0.0052915491538286785,-1.970645868709653e-15,0.11277800535846438,0.0,-0.18755889597649755,uv,0.0052915491538286785,0.14956178123606634,0.0,0.000798996608265691
