mode,D,eta,mu_full,mu_mode,width_full,width_mode,c_uv22_full,c_uv22_mode,c_match22_full,c_match22_mode,c_low22_full,c_low22_mode,delta_log_mu,delta_log_amp_ratio,delta_log_uv_ratio,delta_log_fin_ratio,delta_log_rge_ratio,delta_log_width_term,identity_residual,delta_log_uv_g_only,delta_log_uv_p_only,delta_log_uv_m2_only,dominant_component,abs_width_component,abs_uv_component,abs_fin_component,abs_rge_component
bandcombo,7.2,0.2,3.531394482587155,2.130415855331177,2.179733538336576,3.0027869096922624,0.00012096550465777007,0.0001227084735867452,0.00012096550465777007,0.0001227084735867452,0.00012157864702919125,0.00012328324710174853,-0.5053756325888047,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033818813058734,0.0,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033818813058734,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.29500000000000004,3.5313946358143125,2.1304160087404846,2.179733237091112,3.002786408761395,0.00012096549892322449,0.00012270846776957163,0.00012096549892322449,0.00012270846776957163,0.00012157864126557874,0.000123283241257327,-0.5053756039697023,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203381595114848,-1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203381595114848,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.39,3.531394789085767,2.130416162164663,2.179732935904431,3.0027859079282475,0.00012096549319106766,0.00012270846195482126,0.00012096549319106766,0.00012270846195482126,0.00012157863550436713,0.00012328323541534,-0.5053755753561667,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033813089794905,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033813089794905,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.48500000000000004,3.531394942377274,2.130416315599273,2.1797326347261508,3.0027854071090596,0.00012096548745948642,0.00012270845614065475,0.00012096548745948642,0.00012270845614065475,0.000121578629743734,0.0001232832295739396,-0.5053755467434162,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203381022851992,3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203381022851992,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.5800000000000001,3.531395095616055,2.1304164690087815,2.1797323335147434,3.002784906234815,0.00012096548172608188,0.00012270845032463868,0.00012096548172608188,0.00012270845032463868,0.00012157862398126834,0.00012328322373068097,-0.5053755181275208,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203380736693031,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203380736693031,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.675,3.531395248813314,2.130416622382662,2.1797320323557345,3.002784405447704,0.00012096547599341918,0.00012270844450937515,0.00012096547599341918,0.00012270844450937515,0.00012157861821954827,0.0001232832178881784,-0.505375489516594,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.32033804505837704,-3.1086244689504383e-15,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033804505837704,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,0.77,3.531395402074084,2.130416775804202,2.17973173115072,3.002783904584078,0.00012096547026056667,0.00012270843869391905,0.00012096547026056667,0.00012270843869391905,0.00012157861245763744,0.00012328321204548237,-0.5053754609012845,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033801644306714,0.0,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033801644306714,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.865,3.5313955553265775,2.130416929220777,2.179731429945685,3.0027834037204215,0.00012096546452757083,0.00012270843287831755,0.00012096546452757083,0.00012270843287831755,0.00012157860669558256,0.00012328320620264027,-0.505375432285965,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033798782774736,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033798782774736,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,0.96,3.5313957085046703,2.1304170825808986,2.179731128797886,3.0027829029519584,0.00012096545879488791,0.00012270842706303353,0.00012096545879488791,0.00012270842706303353,0.00012157860093384218,0.00012328320036011713,-0.5053754036760795,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033795921786257,4.440892098500626e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033795921786257,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.055,3.531395861771458,2.1304172360058335,2.1797308275944207,3.0027824020909066,0.00012096545306217848,0.00012270842124772254,0.00012096545306217848,0.00012270842124772254,0.00012157859517207514,0.0001232831945175669,-0.5053753750608901,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.320337930602673,2.220446049250313e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.320337930602673,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.15,3.5313960149942156,2.13041738940084,2.1797305264076687,3.0027819012576598,0.00012096544732917766,0.000122708415432116,0.00012096544732917766,0.000122708415432116,0.00012157858941001525,0.00012328318867471972,-0.5053753464472843,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033790198906653,-4.440892098500626e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033790198906653,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.2449999999999999,3.5313961682325217,2.130417542804668,2.1797302252238366,3.002781400429261,0.0001209654415965232,0.00012270840961686082,0.0001209654415965232,0.00012270840961686082,0.00012157858364830347,0.00012328318283222556,-0.505375317833944,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203378733757267,1.1102230246251565e-16,0.1007941583588412,0.0,-0.19303676339527698,width,0.3203378733757267,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.34,3.5313963214557793,2.130417696202255,2.1797299240260655,3.002780899577695,0.0001209654358632232,0.0001227084038009508,0.0001209654358632232,0.0001227084038009508,0.00012157857788594288,0.00012328317698907348,-0.505375289219275,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203378447610573,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203378447610573,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.435,3.5313964746621878,2.1304178495850845,2.1797296228511174,3.002780398764081,0.00012096543013026695,0.00012270839798538948,0.00012096543013026695,0.00012270839798538948,0.00012157857212392778,0.00012328317114627173,-0.5053752606067651,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033781614854784,1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033781614854784,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.53,3.5313966278829136,2.130418002976496,2.1797293216765894,3.0027798979511595,0.00012096542439756656,0.0001227083921700877,0.00012096542439756656,0.0001227083921700877,0.00012157856636216983,0.00012328316530373076,-0.5053752319942844,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033778753606756,5.551115123125783e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033778753606756,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.625,3.531396781093299,2.1304181563642697,2.1797290204893156,3.002779397117049,0.00012096541866433438,0.00012270838635424647,0.00012096541866433438,0.00012270838635424647,0.00012157856059987741,0.00012328315946064778,-0.5053752033805866,-0.09251872222910862,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033775892236926,0.0,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033775892236926,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.72,3.531396934350802,2.1304183097808176,2.1797287193005044,3.002778896280365,0.00012096541293186556,0.00012270838053917959,0.00012096541293186556,0.00012270838053917959,0.0001215785548383522,0.00012328315361834278,-0.5053751747667283,-0.09251872222910862,-0.09224260503643222,0.0,-0.00027611719267467763,-0.32033773030851076,-3.774758283725532e-15,0.10079415835884298,0.0,-0.1930367633952752,width,0.32033773030851076,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,1.815,3.531397087548895,2.130418463159086,2.179728418123799,3.002778395463833,0.00012096540719871411,0.00012270837472342028,0.00012096540719871411,0.00012270837472342028,0.00012157854907614093,0.00012328314777534214,-0.5053751461540178,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.32033770169580056,1.1102230246251565e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.32033770169580056,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,1.91,3.531397240781186,2.130418616560098,2.179728116936808,3.0027778946301877,0.000120965401465862,0.00012270836890796455,0.000120965401465862,0.00012270836890796455,0.00012157854331423049,0.00012328314193264648,-0.5053751175403192,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203376730821015,-3.3306690738754696e-16,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203376730821015,0.184485210072868,0.0,0.0005522343853493553
bandcombo,7.2,2.005,3.531397394013123,2.130418769961302,2.179727815747955,3.002777393793445,0.00012096539573295117,0.00012270836309244933,0.00012096539573295117,0.00012270836309244933,0.00012157853755226104,0.00012328313608989106,-0.505375088926433,-0.09251872222910684,-0.09224260503643222,0.0,-0.00027611719267467763,-0.3203376444682161,-3.1086244689504383e-15,0.10079415835884475,0.0,-0.1930367633952752,width,0.3203376444682161,0.18448521007286445,0.0,0.0005522343853493553
bandcombo,7.2,2.1,3.5313975472529227,2.1304189233670585,2.1797275145601795,3.002776892958488,0.00012096539000020388,0.00012270835727709996,0.00012096539000020388,0.00012270835727709996,0.00012157853179045596,0.00012328313024730225,-0.5053750603126401,-0.09251872222910684,-0.092242605036434,0.0,-0.00027611719267467763,-0.3203376158544228,0.0,0.10079415835884298,0.0,-0.19303676339527698,width,0.3203376158544228,0.184485210072868,0.0,0.0005522343853493553
