mode,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu
base_mode,31.28593012120719,31.28639526077564,0.0,10.272608773798765,1.3721439395038004,25.89060277919198,31.28639526077564,7.462495924022775
refamp2_mode,30.77378012396524,30.774238086396657,0.0,10.134118047485487,13.530685355617592,15.90793748665655,30.774238086396657,7.460563748475845
