beta_peak,sigma_D,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
0.0,0.2,4.0,0.9001093324589916,0.9244091557313139,0.8
0.0,0.2,4.8,0.1165108635790503,0.11676194005428542,0.0
0.0,0.2,5.6,22.49927093748902,22.50167041015027,0.0
0.0,0.2,6.4,0.4171118025931492,0.4171423626231956,0.0
0.0,0.2,7.2,0.7570348879764488,0.7570349676046133,0.0
0.0,0.2,8.0,0.32265909959466804,0.3226590997374812,1.0
0.0,0.3,4.0,0.9001093324589916,0.9244091557313139,0.8
0.0,0.3,4.8,0.1165108635790503,0.11676194005428542,0.0
0.0,0.3,5.6,22.49927093748902,22.50167041015027,0.0
0.0,0.3,6.4,0.4171118025931492,0.4171423626231956,0.0
0.0,0.3,7.2,0.7570348879764488,0.7570349676046133,0.0
0.0,0.3,8.0,0.32265909959466804,0.3226590997374812,1.0
0.0,0.4,4.0,0.9001093324589916,0.9244091557313139,0.8
0.0,0.4,4.8,0.1165108635790503,0.11676194005428542,0.0
0.0,0.4,5.6,22.49927093748902,22.50167041015027,0.0
0.0,0.4,6.4,0.4171118025931492,0.4171423626231956,0.0
0.0,0.4,7.2,0.7570348879764488,0.7570349676046133,0.0
0.0,0.4,8.0,0.32265909959466804,0.3226590997374812,1.0
0.0,0.6,4.0,0.9001093324589916,0.9244091557313139,0.8
0.0,0.6,4.8,0.1165108635790503,0.11676194005428542,0.0
0.0,0.6,5.6,22.49927093748902,22.50167041015027,0.0
0.0,0.6,6.4,0.4171118025931492,0.4171423626231956,0.0
0.0,0.6,7.2,0.7570348879764488,0.7570349676046133,0.0
0.0,0.6,8.0,0.32265909959466804,0.3226590997374812,1.0
0.0,0.8,4.0,0.9001093324589916,0.9244091557313139,0.8
0.0,0.8,4.8,0.1165108635790503,0.11676194005428542,0.0
0.0,0.8,5.6,22.49927093748902,22.50167041015027,0.0
0.0,0.8,6.4,0.4171118025931492,0.4171423626231956,0.0
0.0,0.8,7.2,0.7570348879764488,0.7570349676046133,0.0
0.0,0.8,8.0,0.32265909959466804,0.3226590997374812,1.0
0.25,0.2,4.0,0.9001093324589916,0.9244091557313139,0.8
0.25,0.2,4.8,0.1162637176222578,0.11651433601142891,0.0
0.25,0.2,5.6,20.55733949745543,20.5595253209189,0.0
0.25,0.2,6.4,0.4181883330187105,0.41821889932110423,0.0
0.25,0.2,7.2,0.7570348879764488,0.7570349676046133,0.0
0.25,0.2,8.0,0.32265909959466804,0.3226590997374812,1.0
0.25,0.3,4.0,0.9001092545150398,0.9244090756816474,0.8
0.25,0.3,4.8,0.09544993586594899,0.09566197582364744,0.0
0.25,0.3,5.6,20.55733949745543,20.5595253209189,0.0
0.25,0.3,6.4,0.5088500198321967,0.5088811143703609,0.0
0.25,0.3,7.2,0.757034789662846,0.7570348692909903,0.0
0.25,0.3,8.0,0.32265909959466804,0.3226590997374812,1.0
0.25,0.4,4.0,0.9000700622642449,0.924368824622634,0.8
0.25,0.4,4.8,0.016446023954088673,0.016511629830873176,0.0
0.25,0.4,5.6,20.55733949745543,20.5595253209189,0.0
0.25,0.4,6.4,0.852979116729341,0.8530122163184188,0.0
0.25,0.4,7.2,0.7569853550205142,0.7569854346385818,0.0
0.25,0.4,8.0,0.32265909797203085,0.32265909811484406,1.0
0.25,0.6,4.0,0.8967628616383965,0.9209722774772087,0.8
0.25,0.6,4.8,0.18970363295471238,0.19002012632857834,0.0
0.25,0.6,5.6,20.55733949745543,20.5595253209189,0.0
0.25,0.6,6.4,1.7509358576156586,1.7509741891046247,0.0
0.25,0.6,7.2,0.752813859973853,0.75281393874159,0.0
0.25,0.6,8.0,0.3226233583574717,0.32262335850026647,1.0
0.25,0.8,4.0,0.884209554892964,0.908079833680906,0.8
0.25,0.8,4.8,0.33762588439230506,0.33821655227742653,0.0
0.25,0.8,5.6,20.55733949745543,20.5595253209189,0.0
0.25,0.8,6.4,2.395262822778811,2.3953049084065086,0.0
0.25,0.8,7.2,0.7369799076884416,0.7369799832285362,0.0
0.25,0.8,8.0,0.32147517298428835,0.3214751731264909,1.0
0.5,0.2,4.0,0.9001093324589837,0.9244091557313059,0.8
0.5,0.2,4.8,0.11601656725297219,0.11626672754790057,0.0
0.5,0.2,5.6,18.509256946376343,18.51121744201155,0.0
0.5,0.2,6.4,0.41926488266443157,0.41929545523928624,0.0
0.5,0.2,7.2,0.7570348879764389,0.7570349676046035,0.0
0.5,0.2,8.0,0.32265909959466804,0.3226590997374812,1.0
0.5,0.3,4.0,0.9001091765710854,0.9244089956319783,0.8
0.5,0.3,4.8,0.07435696523029059,0.0745299092787608,0.0
0.5,0.3,5.6,18.509256946376343,18.51121744201155,0.0
0.5,0.3,6.4,0.6007278111982416,0.6007594410577468,0.0
0.5,0.3,7.2,0.7570346913492397,0.7570347709773642,0.0
0.5,0.3,8.0,0.3226590995946613,0.32265909973747453,1.0
0.5,0.4,4.0,0.9000307913683769,0.9243284927938915,0.8
0.5,0.4,4.8,0.08434215176014632,0.08446335718827491,0.0
0.5,0.4,5.6,18.509256946376343,18.51121744201155,0.0
0.5,0.4,6.4,1.2919971735203517,1.2920328310261056,0.0
0.5,0.4,7.2,0.7569358211802292,0.7569359007881995,0.0
0.5,0.4,8.0,0.32265909634939327,0.3226590964922065,1.0
0.5,0.6,4.0,0.8934112993656665,0.9175301702215486,0.8
0.5,0.6,4.8,0.5026918710057938,0.5035884893869724,0.0
0.5,0.6,5.6,18.509256946376343,18.51121744201155,0.0
0.5,0.6,6.4,3.114265306669455,3.1143115815290443,0.0
0.5,0.6,7.2,0.7485864099334605,0.7485864878394608,0.0
0.5,0.6,8.0,0.3225876164821588,0.32258761662493507,1.0
0.5,0.8,4.0,0.86819484302066,0.8916324722872409,0.8
0.5,0.8,4.8,0.8066614024357083,0.8081214296137844,0.0
0.5,0.8,5.6,18.509256946376343,18.51121744201155,0.0
0.5,0.8,6.4,4.438310633081524,4.438364622424764,0.0
0.5,0.8,7.2,0.7167799564889298,0.7167800279114034,0.0
0.5,0.8,8.0,0.3202905461924225,0.320290546334014,1.0
0.75,0.2,4.0,0.9001093324589837,0.9244091557313059,0.8
0.75,0.2,4.8,0.11576941247116786,0.11601911466367554,0.0
0.75,0.2,5.6,16.349220783636206,16.350943634427814,0.0
0.75,0.2,6.4,0.42034145153042746,0.4203720303778553,0.0
0.75,0.2,7.2,0.7570348879764389,0.7570349676046035,0.0
0.75,0.2,8.0,0.32265909959466804,0.3226590997374812,1.0
0.75,0.3,4.0,0.9001090986271284,0.9244089155823065,0.8
0.75,0.3,4.8,0.05323190292055813,0.0533656915777474,0.0
0.75,0.3,5.6,16.349220783636206,16.350943634427814,0.0
0.75,0.3,6.4,0.6927453890448916,0.6927775550401947,0.0
0.75,0.3,7.2,0.7570345930356306,0.7570346726637349,0.0
0.75,0.3,8.0,0.3226590995946613,0.32265909973747453,1.0
0.75,0.4,4.0,0.8999915197713824,0.924288160245081,0.8
0.75,0.4,4.8,0.185858892324379,0.18616825945541748,0.0
0.75,0.4,5.6,16.349220783636206,16.350943634427814,0.0
0.75,0.4,6.4,1.734188748657172,1.7342269825699503,0.0
0.75,0.4,7.2,0.7568862864555866,0.7568863660534597,0.0
0.75,0.4,8.0,0.3226590947267692,0.3226590948695822,1.0
0.75,0.6,4.0,0.8900546378944442,0.9140828260087024,0.8
0.75,0.6,4.8,0.82260369186078,0.8240932681389346,0.0
0.75,0.6,5.6,16.349220783636206,16.350943634427814,0.0
0.75,0.6,6.4,4.507752835746599,4.507807229691345,0.0
0.75,0.6,7.2,0.7443525280845293,0.744352605127482,0.0
0.75,0.6,8.0,0.32255187396872503,0.322551874111483,1.0
0.75,0.8,4.0,0.8520643660194577,0.875066218282397,0.8
0.75,0.8,4.8,1.2910844714098957,1.2934423787708855,0.0
0.75,0.8,5.6,16.349220783636206,16.350943634427814,0.0
0.75,0.8,6.4,6.548384289030612,6.5484505726121185,0.0
0.75,0.8,7.2,0.696433986430436,0.6964340537055236,0.0
0.75,0.8,8.0,0.31910521880499243,0.31910521894597244,1.0
1.0,0.2,4.0,0.9001093324589837,0.9244091557313059,0.8
1.0,0.2,4.8,0.11552225327666114,0.11577149735856906,0.0
1.0,0.2,5.6,14.071111328581804,14.072583544233837,0.0
1.0,0.2,6.4,0.4214180396175095,0.42144862473762856,0.0
1.0,0.2,7.2,0.7570348879764389,0.7570349676046035,0.0
1.0,0.2,8.0,0.32265909959466804,0.3226590997374812,1.0
1.0,0.3,4.0,0.900109020683177,0.9244088355326405,0.8
1.0,0.3,4.8,0.032074700111282085,0.03216927380464085,0.0
1.0,0.3,5.6,14.071111328581804,14.072583544233837,0.0
1.0,0.3,6.4,0.7849029660487489,0.7849356689955513,0.0
1.0,0.3,7.2,0.7570344947220277,0.7570345743501119,0.0
1.0,0.3,8.0,0.3226590995946613,0.32265909973747453,1.0
