combo_id,mode,omega,m,phase,center_D,width_D,eta_couple,D60_p95_base,D60_p95_cf,D21_p95_base,D21_p95_cf,D60_mean_abs_improvement,D21_mean_abs_improvement,D60_improved_fraction,D21_improved_fraction,D21_acceptance_flip_fraction,beats_mainline_both,joint_objective
585,partial_notch,1.2,14.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.646265131005073,2.102217055050133,2.1502851199988706,0.5433804001811154,-0.3311344055381896,0.8,0.0,0.0,0.0,29.030809650594975
1379,pointamp_notch,1.2,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.725326772237885,2.102217055050133,2.141113918764752,1.3048331681094436,-0.23247648270803797,0.8,0.0,0.0,0.0,29.03650168195484
515,partial_notch,1.2,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.725326772237892,2.102217055050133,2.1411139187647654,1.3048331681094407,-0.2324764827080364,0.8,0.0,0.0,0.0,29.036501681954952
97,partial_notch,1.0,12.0,0.5853981633974483,5.9,0.05,0.0,31.28593012120719,27.601373201107574,2.102217055050133,2.282470908774909,0.2802040077980881,-0.21487981233069198,0.8,0.0,0.0,0.0,29.043404030905783
961,pointamp_notch,1.0,12.0,0.5853981633974483,5.9,0.05,0.0,31.28593012120719,27.601373201107567,2.102217055050133,2.2824709087749135,0.2802040077980884,-0.21487981233069148,0.8,0.0,0.0,0.0,29.043404030905812
1451,pointamp_notch,1.2,14.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.662479577891876,2.102217055050133,2.1515105358794555,1.7944108764439386,-0.3315427498157672,0.8,0.0,0.0,0.0,29.056827424526457
587,partial_notch,1.2,14.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.662479577891876,2.102217055050133,2.1515105358794573,1.7944108764439375,-0.33154274981576826,0.8,0.0,0.0,0.0,29.05682742452647
1181,pointamp_notch,1.1,12.0,0.5853981633974483,5.9,0.1,0.0,31.28593012120719,27.299509643449596,2.102217055050133,2.3352090979906377,1.6258375361941773,-0.24580353913638645,0.8,0.0,0.0,0.0,29.163445986973635
317,partial_notch,1.1,12.0,0.5853981633974483,5.9,0.1,0.0,31.28593012120719,27.2995096434496,2.102217055050133,2.3352090979906515,1.625837536194178,-0.24580353913638706,0.8,0.0,0.0,0.0,29.16344598697375
1269,pointamp_notch,1.1,14.0,0.7853981633974483,5.9,0.07,0.0,31.28593012120719,24.480307099164648,2.102217055050133,2.6917272907849137,1.872751519784015,-0.5554316258923275,0.8,0.0,0.0,0.0,29.196388985042894
405,partial_notch,1.1,14.0,0.7853981633974483,5.9,0.07,0.0,31.28593012120719,24.480307099164648,2.102217055050133,2.691727290784935,1.872751519784014,-0.5554316258923295,0.8,0.0,0.0,0.0,29.196388985043065
1159,pointamp_notch,1.1,12.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.90153347550353,2.102217055050133,2.1400571120808634,-0.22757030582627005,-0.2169921208340917,0.8,0.0,0.0,0.0,29.204253931749374
295,partial_notch,1.1,12.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.90153347550353,2.102217055050133,2.1400571120808642,-0.227570305826274,-0.21699212083409222,0.8,0.0,0.0,0.0,29.20425393174938
1231,pointamp_notch,1.1,14.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.842941147478847,2.102217055050133,2.1477470772958434,0.11394589201493895,-0.31102597302147084,0.8,0.0,0.0,0.0,29.20718132544453
367,partial_notch,1.1,14.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.84294114747884,2.102217055050133,2.1477470772958496,0.11394589201494182,-0.31102597302147217,0.8,0.0,0.0,0.0,29.207181325444573
297,partial_notch,1.1,12.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.920927546158808,2.102217055050133,2.1404602458181534,0.2458319111807957,-0.21712650107103226,0.8,0.0,0.0,0.0,29.226873072302972
1161,pointamp_notch,1.1,12.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.920927546158808,2.102217055050133,2.1404602458181534,0.2458319111807949,-0.21712650107102996,0.8,0.0,0.0,0.0,29.226873072302972
963,pointamp_notch,1.0,12.0,0.5853981633974483,5.9,0.07,0.0,31.28593012120719,27.63108574111272,2.102217055050133,2.3019702370340562,0.6919279648509526,-0.22137971133628292,0.8,0.0,0.0,0.0,29.229111196984107
99,partial_notch,1.0,12.0,0.5853981633974483,5.9,0.07,0.0,31.28593012120719,27.63108574111273,2.102217055050133,2.3019702370340567,0.6919279648509511,-0.22137971133628195,0.8,0.0,0.0,0.0,29.22911119698412
369,partial_notch,1.1,14.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.862804164869566,2.102217055050133,2.149182722194861,0.629975444234284,-0.31150453010073365,0.8,0.0,0.0,0.0,29.23852950202739
1233,pointamp_notch,1.1,14.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.86280416486957,2.102217055050133,2.149182722194861,0.6299754442342811,-0.31150453010073204,0.8,0.0,0.0,0.0,29.238529502027394
1163,pointamp_notch,1.1,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.93548110763109,2.102217055050133,2.1407756828347417,1.3154323666642722,-0.21723154694095334,0.8,0.0,0.0,0.0,29.24395012990796
299,partial_notch,1.1,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.935481107631105,2.102217055050133,2.1407756828347417,1.3154323666642747,-0.2172315469409513,0.8,0.0,0.0,0.0,29.243950129907976
655,partial_notch,1.3,10.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.543969781784064,2.102217055050133,2.1906119244659243,-0.5521620103993694,-0.4580037210968682,0.8,0.0,0.0,0.0,29.251128737110395
1519,pointamp_notch,1.3,10.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.543969781784064,2.102217055050133,2.1906119244659257,-0.5521620103993667,-0.4580037210968689,0.8,0.0,0.0,0.0,29.251128737110406
371,partial_notch,1.1,14.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.87770971302596,2.102217055050133,2.1503060425301634,1.7906534462072539,-0.3118788463823291,0.8,0.0,0.0,0.0,29.262421612866206
1235,pointamp_notch,1.1,14.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.877709713025943,2.102217055050133,2.1503060425301674,1.790653446207255,-0.311878846382328,0.8,0.0,0.0,0.0,29.26242161286622
1267,pointamp_notch,1.1,14.0,0.7853981633974483,5.9,0.05,0.0,31.28593012120719,25.10746853884941,2.102217055050133,2.6263399931973055,1.3901683280770765,-0.5336354475630832,0.8,0.0,0.0,0.0,29.30045204402679
403,partial_notch,1.1,14.0,0.7853981633974483,5.9,0.05,0.0,31.28593012120719,25.107468538849425,2.102217055050133,2.6263399931973055,1.3901683280770765,-0.5336354475630817,0.8,0.0,0.0,0.0,29.300452044026805
1521,pointamp_notch,1.3,10.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.566219866214606,2.102217055050133,2.197800059069703,-0.10728717122107398,-0.4603998110224481,0.8,0.0,0.0,0.0,29.330883898371166
657,partial_notch,1.3,10.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,28.566219866214617,2.102217055050133,2.1978000590697038,-0.10728717122107356,-0.4603998110224494,0.8,0.0,0.0,0.0,29.330883898371184
1703,pointamp_notch,1.3,14.0,0.7853981633974483,5.9,0.1,0.0,31.28593012120719,23.355130458772383,2.102217055050133,2.852296326174075,3.134382280362336,-0.6493350173821896,0.8,0.0,0.0,0.0,29.355764627763918
839,partial_notch,1.3,14.0,0.7853981633974483,5.9,0.1,0.0,31.28593012120719,23.355130458772408,2.102217055050133,2.852296326174089,3.134382280362334,-0.6493350173821899,0.8,0.0,0.0,0.0,29.355764627764056
965,pointamp_notch,1.0,12.0,0.5853981633974483,5.9,0.1,0.0,31.28593012120719,27.653385192996677,2.102217055050133,2.3172232205188537,1.6307855027878713,-0.22646405412294354,0.8,0.0,0.0,0.0,29.373434516746443
101,partial_notch,1.0,12.0,0.5853981633974483,5.9,0.1,0.0,31.28593012120719,27.65338519299668,2.102217055050133,2.317223220518868,1.6307855027878726,-0.2264640541229452,0.8,0.0,0.0,0.0,29.37343451674656
1053,pointamp_notch,1.0,14.0,0.7853981633974483,5.9,0.07,0.0,31.28593012120719,25.073806781684215,2.102217055050133,2.6415234855240746,1.8946293795775722,-0.5162805519671949,1.0,0.0,0.0,0.0,29.38825822547575
189,partial_notch,1.0,14.0,0.7853981633974483,5.9,0.07,0.0,31.28593012120719,25.073806781684212,2.102217055050133,2.6415234855240826,1.8946293795775708,-0.5162805519671955,1.0,0.0,0.0,0.0,29.38825822547581
659,partial_notch,1.3,10.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.582917185794507,2.102217055050133,2.2034239149487136,0.898154769469557,-0.46227431764078764,0.8,0.0,0.0,0.0,29.392572064983153
1523,pointamp_notch,1.3,10.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,28.58291718579452,2.102217055050133,2.2034239149487136,0.898154769469555,-0.4622743176407906,0.8,0.0,0.0,0.0,29.392572064983167
943,pointamp_notch,1.0,12.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,29.115269642387183,2.102217055050133,2.1397841953259955,-0.07863853535814555,-0.20125770782082184,0.8,0.0,0.0,0.0,29.415806764594084
79,partial_notch,1.0,12.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,29.115269642387208,2.102217055050133,2.1397841953260155,-0.07863853535814817,-0.2012577078208231,0.8,0.0,0.0,0.0,29.41580676459427
1015,pointamp_notch,1.0,14.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,29.06185240588961,2.102217055050133,2.1467751481640924,0.258897832120717,-0.29038637240425946,0.8,0.0,0.0,0.0,29.418317150801286
151,partial_notch,1.0,14.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,29.061852405889617,2.102217055050133,2.1467751481640946,0.25889783212071465,-0.2903863724042585,0.8,0.0,0.0,0.0,29.41831715080131
439,partial_notch,1.2,10.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.75144515535021,2.102217055050133,2.186493921974211,-0.4359325031397606,-0.4369877052409717,0.8,0.0,0.0,0.0,29.425660090742838
1303,pointamp_notch,1.2,10.0,0.4353981633974483,5.9,0.05,0.0,31.28593012120719,28.75144515535019,2.102217055050133,2.186493921974222,-0.43593250313976156,-0.4369877052409704,0.8,0.0,0.0,0.0,29.425660090742902
945,pointamp_notch,1.0,12.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,29.132949933065298,2.102217055050133,2.1401506823903533,0.35642149649898147,-0.2013798722820374,0.8,0.0,0.0,0.0,29.43641895178706
81,partial_notch,1.0,12.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,29.132949933065312,2.102217055050133,2.1401506823903547,0.35642149649898136,-0.20137987228203955,0.8,0.0,0.0,0.0,29.436418951787086
1017,pointamp_notch,1.0,14.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,29.07996146709808,2.102217055050133,2.148080303338754,0.7322596230822602,-0.2908214320966522,0.8,0.0,0.0,0.0,29.446867453407048
153,partial_notch,1.0,14.0,0.4353981633974483,5.9,0.07,0.0,31.28593012120719,29.079961467098094,2.102217055050133,2.1480803033387543,0.7322596230822589,-0.2908214320966532,0.8,0.0,0.0,0.0,29.446867453407066
947,pointamp_notch,1.0,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,29.146217182898205,2.102217055050133,2.140437444923234,1.3426325779806259,-0.2014753659357019,0.8,0.0,0.0,0.0,29.451980301883015
83,partial_notch,1.0,12.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,29.146217182898226,2.102217055050133,2.140437444923242,1.3426325779806247,-0.20147536593570078,0.8,0.0,0.0,0.0,29.4519803018831
1019,pointamp_notch,1.0,14.0,0.4353981633974483,5.9,0.1,0.0,31.28593012120719,29.093550534140462,2.102217055050133,2.149101524048315,1.8007161680550026,-0.2911617199188513,0.8,0.0,0.0,0.0,29.468626286125918
