case,case_label,target_D,eval_D,eta,abs_delta_mu_mumu,acceptance_mismatch
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.2,0.6356531767109583,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.39,0.6397184108542815,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.5800000000000001,0.6436795571785108,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.77,0.647534352137539,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.96,0.6512805873696821,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.15,0.6549161117212117,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.34,0.6584388331980044,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.53,0.6618467208424677,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.72,0.6651378065326199,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.91,0.6683101867007575,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.1,0.6713620239691118,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.29,0.6742915487001291,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.4800000000000004,0.6770970604592246,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.6700000000000004,0.6797769293880149,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.8600000000000003,0.6823295974861976,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.0500000000000003,0.6847535798005806,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.24,0.6870474655197971,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.43,0.6892099189735448,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.62,0.6912396805353671,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.81,0.6931355674281825,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,4.0,0.6948964744320509,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.2,2.198184787616139,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.39,2.196365078288993,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.5800000000000001,2.1945391691263936,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.77,2.1927070595837606,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.96,2.1908687491390353,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.15,2.189024237292484,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.34,2.1871735235669103,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.53,2.185316607507339,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.72,2.183453488681616,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.91,2.181584166679656,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.1,2.179708641114191,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.29,2.1778269116201834,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.4800000000000004,2.175938977855184,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.6700000000000004,2.174044839499219,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.8600000000000003,2.1721444962547363,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.0500000000000003,2.1702379478467364,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.24,2.1683251940227084,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.43,2.166406234552623,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.62,2.1644810692288985,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.81,2.162549697866572,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,4.0,2.160612120303105,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.2,2.9151988186585527,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.39,2.9154191932064393,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.5800000000000001,2.915639566651272,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.77,2.9158599382664008,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.96,2.916080308053658,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.15,2.9163006763305503,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.34,2.9165210431513984,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.53,2.916741408203066,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.72,2.9169617716919376,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.91,2.9171821334583328,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.1,2.9174024937216174,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.29,2.9176228522861862,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.4800000000000004,2.917843209312551,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.6700000000000004,2.9180635646575652,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.8600000000000003,2.9182839183644447,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.0500000000000003,2.918504270486494,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.24,2.91872462101675,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.43,2.9189449698389396,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.62,2.919165317140383,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.81,2.9193856627398347,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,4.0,2.919606006749362,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.2,0.020766289847213848,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.39,0.02076513271794367,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.5800000000000001,0.020763975668504298,0.0
