best_width_power_base,best_trigger_lo,best_trigger_hi,best_turnoff_lo,best_turnoff_hi,best_tail_reboost_max,best_objective_width_focus,best_d4p0_mismatch,best_d4p8_max_abs_delta_mu,best_d6p4_max_abs_delta_mu,best_d7p2_max_abs_delta_mu
0.8,2.5,5.0,30.0,60.0,0.0,12.58390842241157,0.3902439024390244,12.58390842241157,41.61379577039803,0.3602270741826179
