d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,runtime_direct_b_release_profile_blend_override,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,10.0,9.600000000000001,True,1.0,,full_direct_map_full_release_D21E41,full_direct_map_cell_direct_runtime_release_tuned_profile_anchored_D21E41,cell_direct_runtime_release_tuned,0.0,0,0.13350024007537442,0.13341057989605504,0.08367793134769386,0.08366288546093585,0.013120984885455655,0.013120829928482892,59.278667001872236,59.25452734186183,0.0952380952380952,0.0952380952380952,0.0,0.2108887153962173,0.213655785028544,0.002767069632326674
