family,beta,D,eta,base_mu,cur_mu,mu_cf,delta_mu_cf,delta_log_mu_cf,cur_delta_log_partial,cur_delta_log_width,acceptance_mismatch_cf,partial_ratio_cf,amp_cf,amp_ref_cf
partial_blend,0.0,4.8,0.2,13.739247292265361,13.624865549132435,13.62486554913244,-0.11438174313292038,-0.008360030524248382,-0.09942671221994287,-0.09106668169569405,0.0,1168.6980935648119,,
partial_blend,0.25,4.8,0.2,13.739247292265361,13.624865549132435,13.967778629972903,0.2285313377075422,0.016496647530736788,-0.09942671221994287,-0.09106668169569405,0.0,1198.1120985978525,,
partial_blend,0.5,4.8,0.2,13.739247292265361,13.624865549132435,14.319322209263984,0.5800749169986226,0.04135332558572291,-0.09942671221994287,-0.09106668169569405,0.0,1228.2664006304767,,
partial_blend,0.75,4.8,0.2,13.739247292265361,13.624865549132435,14.679713500951909,0.9404662086865478,0.06621000364070913,-0.09942671221994287,-0.09106668169569405,0.0,1259.1796315914867,,
partial_blend,1.0,4.8,0.2,13.739247292265361,13.624865549132435,15.049175185862795,1.3099278935974343,0.09106668169569448,-0.09942671221994287,-0.09106668169569405,0.0,1290.8708923414388,,
point_amp_blend,0.0,4.8,0.6,13.765096208939836,13.650464923447986,13.650464923447997,-0.11463128549183921,-0.008362546582373568,-0.09942671221994323,-0.09106416563756885,0.0,1168.973642539851,0.0016665255420346813,4.874270363819415e-05
point_amp_blend,0.25,4.8,0.6,13.765096208939836,13.650464923447986,13.268719002990087,-0.49637720594974866,-0.036726817583647854,-0.09942671221994323,-0.09106416563756885,0.0,1136.282380984659,0.0016430574581045194,4.874270363819415e-05
point_amp_blend,0.5,4.8,0.6,13.765096208939836,13.650464923447986,12.897648905561123,-0.8674473033787127,-0.06509108858492595,-0.09942671221994323,-0.09106416563756885,0.0,1104.5053561095542,0.0016199198527355658,4.874270363819415e-05
point_amp_blend,0.75,4.8,0.6,13.765096208939836,13.650464923447986,12.536956073426204,-1.228140135513632,-0.09345535958620285,-0.09942671221994323,-0.09106416563756885,0.0,1073.6170005712383,0.001597108072114597,4.874270363819415e-05
point_amp_blend,1.0,4.8,0.6,13.765096208939836,13.650464923447986,12.186350298250778,-1.578745910689058,-0.12181963058747698,-0.09942671221994323,-0.09106416563756885,0.0,1043.592462037147,0.0015746175279635825,4.874270363819415e-05
ref_amp_blend,0.0,4.8,0.6,13.765096208939836,13.650464923447986,13.650464923448002,-0.11463128549183388,-0.008362546582373233,-0.09942671221994323,-0.09106416563756885,0.0,1168.9736425398514,0.0016665255420346807,4.874270363819411e-05
ref_amp_blend,0.25,4.8,0.6,13.765096208939836,13.650464923447986,14.396635456577867,0.631539247638031,0.04485840247388776,-0.09942671221994323,-0.09106416563756885,0.0,1232.8728350552956,0.0016665255420346807,4.7462742875544534e-05
ref_amp_blend,0.5,4.8,0.6,13.765096208939836,13.650464923447986,15.183593645486027,1.4184974365461915,0.09807935153014863,-0.09942671221994323,-0.09106416563756885,0.0,1300.2649265169077,0.0016665255420346807,4.621639328814045e-05
ref_amp_blend,0.75,4.8,0.6,13.765096208939836,13.650464923447986,16.013569051365298,2.2484728424254623,0.15130030058640936,-0.09942671221994323,-0.09106416563756885,0.0,1371.3408480236246,0.0016665255420346807,4.50027722621281e-05
ref_amp_blend,1.0,4.8,0.6,13.765096208939836,13.650464923447986,16.88891310912292,3.123816900183085,0.20452124964266996,-0.09942671221994323,-0.09106416563756885,0.0,1446.3019674734724,0.0016665255420346807,4.382102036068366e-05
partial_blend,0.0,4.8,0.6,13.765096208939836,13.650464923447986,13.650464923447984,-0.11463128549185164,-0.008362546582374576,-0.09942671221994323,-0.09106416563756885,0.0,1168.9736425398498,,
partial_blend,0.25,4.8,0.6,13.765096208939836,13.650464923447986,13.994022293972085,0.2289260850322492,0.016494131472611515,-0.09942671221994323,-0.09106416563756885,0.0,1198.3945826393413,,
partial_blend,0.5,4.8,0.6,13.765096208939836,13.650464923447986,14.346226378546088,0.5811301696062525,0.04135080952759663,-0.09942671221994323,-0.09106416563756885,0.0,1228.5559942814211,,
partial_blend,0.75,4.8,0.6,13.765096208939836,13.650464923447986,14.707294799233397,0.942198590293561,0.06620748758258305,-0.09942671221994323,-0.09106416563756885,0.0,1259.4765137878248,,
partial_blend,1.0,4.8,0.6,13.765096208939836,13.650464923447986,15.077450655248821,1.3123544463089853,0.09106416563756908,-0.09942671221994323,-0.09106416563756885,0.0,1291.1752465226004,,
point_amp_blend,0.0,4.8,1.0,13.790954693731495,13.676073627145422,13.676073627145417,-0.11488106658607755,-0.008365064843333643,-0.09942671221994274,-0.09106164737660952,0.0,1169.2471265440652,0.0016667204743273795,4.874270363819415e-05
point_amp_blend,0.25,4.8,1.0,13.790954693731495,13.676073627145422,13.29361153927346,-0.4973431544580347,-0.0367293358446082,-0.09942671221994274,-0.09106164737660952,0.0,1136.5482167949465,0.001643249645352338,4.874270363819415e-05
point_amp_blend,0.5,4.8,1.0,13.790954693731495,13.676073627145422,12.921845302611953,-0.869109391119542,-0.06509360684588437,-0.09942671221994274,-0.09106164737660952,0.0,1104.7637576136383,0.0016201093335943457,4.874270363819415e-05
point_amp_blend,0.75,4.8,1.0,13.790954693731495,13.676073627145422,12.560475799322173,-1.2304788944093215,-0.09345787784716228,-0.09942671221994274,-0.09106164737660952,0.0,1073.8681756752992,0.0015972948846958216,4.874270363819415e-05
point_amp_blend,1.0,4.8,1.0,13.790954693731495,13.676073627145422,12.209212276629605,-1.5817424171018892,-0.12182214884843734,-0.09942671221994274,-0.09106164737660952,0.0,1043.8366128331095,0.0015748017098420515,4.874270363819415e-05
ref_amp_blend,0.0,4.8,1.0,13.790954693731495,13.676073627145422,13.676073627145447,-0.11488106658604735,-0.008365064843331403,-0.09942671221994274,-0.09106164737660952,0.0,1169.2471265440677,0.00166672047432738,4.874270363819411e-05
ref_amp_blend,0.25,4.8,1.0,13.790954693731495,13.676073627145422,14.423643999782454,0.6326893060509597,0.04485588421292968,-0.09942671221994274,-0.09106164737660952,0.0,1233.1612684188467,0.00166672047432738,4.7462742875544534e-05
ref_amp_blend,0.5,4.8,1.0,13.790954693731495,13.676073627145422,15.212078547129316,1.4211238533978214,0.09807683326918999,-0.09942671221994274,-0.09106164737660952,0.0,1300.5691264113318,0.00166672047432738,4.621639328814045e-05
ref_amp_blend,0.75,4.8,1.0,13.790954693731495,13.676073627145422,16.043611013106137,2.2526563193746423,0.1512977823254507,-0.09942671221994274,-0.09106164737660952,0.0,1371.6616762892193,0.00166672047432738,4.50027722621281e-05
ref_amp_blend,1.0,4.8,1.0,13.790954693731495,13.676073627145422,16.920597243986375,3.1296425502548804,0.20451873138171156,-0.09942671221994274,-0.09106164737660952,0.0,1446.6403330610067,0.00166672047432738,4.382102036068366e-05
partial_blend,0.0,4.8,1.0,13.790954693731495,13.676073627145422,13.676073627145417,-0.11488106658607755,-0.008365064843333643,-0.09942671221994274,-0.09106164737660952,0.0,1169.2471265440652,,
partial_blend,0.25,4.8,1.0,13.790954693731495,13.676073627145422,14.020275522156721,0.2293208284252266,0.016491613211652583,-0.09942671221994274,-0.09106164737660952,0.0,1198.6749497384474,,
partial_blend,0.5,4.8,1.0,13.790954693731495,13.676073627145422,14.373140352726812,0.5821856589953178,0.04134829126663793,-0.09942671221994274,-0.09106164737660952,0.0,1228.8434177103952,,
partial_blend,0.75,4.8,1.0,13.790954693731495,13.676073627145422,14.734886149184947,0.9439314554534519,0.0662049693216231,-0.09942671221994274,-0.09106164737660952,0.0,1259.771171141652,,
partial_blend,1.0,4.8,1.0,13.790954693731495,13.676073627145422,15.10573642928715,1.3147817355556555,0.09106164737660916,-0.09942671221994274,-0.09106164737660952,0.0,1291.4773198660116,,
point_amp_blend,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405895,-0.11550655767813112,-0.008371370080860129,-0.09942671221994237,-0.09105534213908272,0.0,1169.9218223557134,0.0016672012824993448,4.874270363819415e-05
point_amp_blend,0.25,4.8,2.0,13.855641930084026,13.7401353724059,13.355881747758612,-0.49976018232541364,-0.0367356410821349,-0.09942671221994237,-0.09105534213908272,0.0,1137.2040442108957,0.0016437236827630702,4.874270363819415e-05
point_amp_blend,0.5,4.8,2.0,13.855641930084026,13.7401353724059,12.982374076047929,-0.8732678540360972,-0.06509991208341093,-0.09942671221994237,-0.09105534213908272,0.0,1105.4012443033218,0.001620576695589994,4.874270363819415e-05
point_amp_blend,0.75,4.8,2.0,13.855641930084026,13.7401353724059,12.619311838301181,-1.236330091782845,-0.09346418308468919,-0.09942671221994237,-0.09105534213908272,0.0,1074.4878345514612,0.0015977556652798663,4.874270363819415e-05
point_amp_blend,1.0,4.8,2.0,13.855641930084026,13.7401353724059,12.266402919793743,-1.5892390102902834,-0.12182845408596378,-0.09942671221994237,-0.09105534213908272,0.0,1044.4389424644896,0.0015752560016942126,4.874270363819415e-05
ref_amp_blend,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,-0.09942671221994237,-0.09105534213908272,0.0,1169.9218223557152,0.001667201282499345,4.874270363819411e-05
ref_amp_blend,0.25,4.8,2.0,13.855641930084026,13.7401353724059,14.49120752955226,0.6355655994682348,0.044849578975402156,-0.09942671221994237,-0.09105534213908272,0.0,1233.8728448888671,0.001667201282499345,4.7462742875544534e-05
ref_amp_blend,0.5,4.8,2.0,13.855641930084026,13.7401353724059,15.2833352782158,1.4276933481317737,0.09807052803166295,-0.09942671221994237,-0.09105534213908272,0.0,1301.3195995341023,0.001667201282499345,4.621639328814045e-05
ref_amp_blend,0.75,4.8,2.0,13.855641930084026,13.7401353724059,16.118762825665826,2.2631208955817996,0.1512914770879239,-0.09942671221994237,-0.09105534213908272,0.0,1372.4531722587033,0.001667201282499345,4.50027722621281e-05
ref_amp_blend,1.0,4.8,2.0,13.855641930084026,13.7401353724059,16.999857053479335,3.144215123395309,0.2045124261441844,-0.09942671221994237,-0.09105534213908272,0.0,1447.475094294555,0.001667201282499345,4.382102036068366e-05
partial_blend,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405904,-0.11550655767812223,-0.008371370080859458,-0.09942671221994237,-0.09105534213908272,0.0,1169.921822355714,,
partial_blend,0.25,4.8,2.0,13.855641930084026,13.7401353724059,14.085949585010498,0.23030765492647198,0.016485307974125743,-0.09942671221994237,-0.09105534213908272,0.0,1199.3666264163332,,
partial_blend,0.5,4.8,2.0,13.855641930084026,13.7401353724059,14.440467312274759,0.5848253821907328,0.04134198602911189,-0.09942671221994237,-0.09105534213908272,0.0,1229.5525026320336,,
partial_blend,0.75,4.8,2.0,13.855641930084026,13.7401353724059,14.803907605830043,0.9482656757460166,0.06619866408409619,-0.09942671221994237,-0.09105534213908272,0.0,1260.4981024408687,,
partial_blend,1.0,4.8,2.0,13.855641930084026,13.7401353724059,15.176495030438877,1.3208531003548512,0.09105534213908226,-0.09942671221994237,-0.09105534213908272,0.0,1292.2225467036667,,
point_amp_blend,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374243,-0.11676194005429608,-0.008384021209075271,-0.09942671221994274,-0.0910426910108671,0.0,1171.2327455295813,0.0016681350888666337,4.874270363819415e-05
point_amp_blend,0.25,4.8,4.0,13.985185434428539,13.868423494374237,13.4805821921292,-0.5046032422993392,-0.03674829221035153,-0.09942671221994274,-0.0910426910108671,0.0,1138.478306393619,0.0016446443392291715,4.874270363819415e-05
point_amp_blend,0.5,4.8,4.0,13.985185434428539,13.868423494374237,13.10358717502883,-0.8815982593997091,-0.06511256321162805,-0.09942671221994274,-0.0910426910108671,0.0,1106.6398707481721,0.0016214843873323796,4.874270363819415e-05
point_amp_blend,0.75,4.8,4.0,13.985185434428539,13.868423494374237,12.737135118231897,-1.2480503161966414,-0.09347683421290254,-0.09942671221994274,-0.0910426910108671,0.0,1075.6918218397047,0.001598650574868333,4.874270363819415e-05
point_amp_blend,1.0,4.8,4.0,13.985185434428539,13.868423494374237,12.380931179613343,-1.6042542548151957,-0.12184110521417912,-0.09942671221994274,-0.0910426910108671,0.0,1045.609259307208,0.001576138309127594,4.874270363819415e-05
ref_amp_blend,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,-0.09942671221994274,-0.0910426910108671,0.0,1171.2327455295822,0.0016681350888666333,4.874270363819411e-05
ref_amp_blend,0.25,4.8,4.0,13.985185434428539,13.868423494374237,14.626508219729827,0.6413227853012877,0.044836927847186375,-0.09942671221994274,-0.0910426910108671,0.0,1235.2554265922438,0.0016681350888666333,4.7462742875544534e-05
ref_amp_blend,0.5,4.8,4.0,13.985185434428539,13.868423494374237,15.426031862136824,1.4408464277082853,0.09805787690344701,-0.09942671221994274,-0.0910426910108671,0.0,1302.7777568118267,0.0016681350888666333,4.621639328814045e-05
ref_amp_blend,0.75,4.8,4.0,13.985185434428539,13.868423494374237,16.26925958245256,2.28407414802402,0.15127882595970812,-0.09942671221994274,-0.0910426910108671,0.0,1373.9910362716496,0.0016681350888666333,4.50027722621281e-05
ref_amp_blend,1.0,4.8,4.0,13.985185434428539,13.868423494374237,17.158580361220608,3.173394926792069,0.20449977501596878,-0.09942671221994274,-0.0910426910108671,0.0,1449.0970220237818,0.0016681350888666333,4.382102036068366e-05
partial_blend,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374237,-0.1167619400543014,-0.008384021209075719,-0.09942671221994274,-0.0910426910108671,0.0,1171.2327455295808,,
partial_blend,0.25,4.8,4.0,13.985185434428539,13.868423494374237,14.217466485639495,0.23228105121095588,0.016472656845909622,-0.09942671221994274,-0.0910426910108671,0.0,1200.7105431417824,,
partial_blend,0.5,4.8,4.0,13.985185434428539,13.868423494374237,14.575294254049824,0.5901088196212854,0.04132933490089583,-0.09942671221994274,-0.0910426910108671,0.0,1230.9302432967395,,
partial_blend,0.75,4.8,4.0,13.985185434428539,13.868423494374237,14.94212789646553,0.9569424620369915,0.06618601295588104,-0.09942671221994274,-0.0910426910108671,0.0,1261.9105183318545,,
partial_blend,1.0,4.8,4.0,13.985185434428539,13.868423494374237,15.318194074352743,1.3330086399242038,0.09104269101086718,-0.09942671221994274,-0.0910426910108671,0.0,1293.670510533299,,
point_amp_blend,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766416,-22.47887285270952,-0.4906276566570109,-0.21450140783823948,0.27612624881877146,0.0,719.0456579781763,0.0013070369004485503,4.874270363819415e-05
point_amp_blend,0.25,5.6,0.2,57.97139610037368,35.49252324766416,35.50687942975609,-22.46451667061759,-0.4902232537537129,-0.21450140783823948,0.27612624881877146,0.0,719.3365009347708,0.0013073012119283617,4.874270363819415e-05
point_amp_blend,0.5,5.6,0.2,57.97139610037368,35.49252324766416,35.521241418703816,-22.450154681669865,-0.4898188508504149,-0.21450140783823948,0.27612624881877146,0.0,719.627461532887,0.0013075655768577416,4.874270363819415e-05
point_amp_blend,0.75,5.6,0.2,57.97139610037368,35.49252324766416,35.53560921685617,-22.43578688351751,-0.4894144479471156,-0.21450140783823948,0.27612624881877146,0.0,719.9185398201103,0.0013078299952474998,4.874270363819415e-05
point_amp_blend,1.0,5.6,0.2,57.97139610037368,35.49252324766416,35.5499828265628,-22.421413273810884,-0.4890100450438174,-0.21450140783823948,0.27612624881877146,0.0,720.2097358440418,0.001308094467108445,4.874270363819415e-05
ref_amp_blend,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,-0.21450140783823948,0.27612624881877146,0.0,719.0456579781774,0.0013070369004485503,4.874270363819411e-05
ref_amp_blend,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,-0.21450140783823948,0.27612624881877146,0.0,758.3505963057114,0.0013070369004485503,4.7462742875544534e-05
ref_amp_blend,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,-0.21450140783823948,0.27612624881877146,0.0,799.8040465667923,0.0013070369004485503,4.621639328814045e-05
ref_amp_blend,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,-0.21450140783823948,0.27612624881877146,0.0,843.5234521088724,0.0013070369004485503,4.50027722621281e-05
ref_amp_blend,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,-0.21450140783823948,0.27612624881877146,0.0,889.6326760435423,0.0013070369004485503,4.382102036068366e-05
partial_blend,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.492523247664145,-22.478872852709536,-0.49062765665701125,-0.21450140783823948,0.27612624881877146,0.0,719.0456579781761,,
partial_blend,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.44777941392944,-20.523616686444242,-0.43700230469745177,-0.21450140783823948,0.27612624881877146,0.0,758.6573375079104,,
partial_blend,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.51074915832055,-18.46064694205313,-0.38337695273789135,-0.21450140783823948,0.27612624881877146,0.0,800.4511943969778,,
partial_blend,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.687366340099864,-16.284029760273818,-0.3297516007783317,-0.21450140783823948,0.27612624881877146,0.0,844.5474431397919,,
partial_blend,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.98389171033277,-13.987504390040911,-0.2761262488187713,-0.21450140783823948,0.27612624881877146,0.0,891.0729207560212,,
point_amp_blend,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.496432778280706,-22.481273105585736,-0.49062634902679003,-0.21450140783823976,0.2761249411885514,0.0,719.0344276807223,0.0013070266935372602,4.874270363819415e-05
point_amp_blend,0.25,5.6,0.6,57.97770588386644,35.49643277828066,35.510790541717896,-22.466915342148546,-0.49022194612349196,-0.21450140783823976,0.2761249411885514,0.0,719.3252660948334,0.0013072910029530106,4.874270363819415e-05
point_amp_blend,0.5,5.6,0.6,57.97770588386644,35.49643277828066,35.52515411265057,-22.452551771215873,-0.4898175432201926,-0.21450140783823976,0.2761249411885514,0.0,719.6162221486301,0.0013075553658179132,4.874270363819415e-05
point_amp_blend,0.75,5.6,0.6,57.97770588386644,35.49643277828066,35.539523493427595,-22.438182390438847,-0.4894131403168961,-0.21450140783823976,0.2761249411885514,0.0,719.9072958896921,0.0013078197821427733,4.874270363819415e-05
point_amp_blend,1.0,5.6,0.6,57.97770588386644,35.49643277828066,35.55389868639919,-22.423807197467255,-0.48900873741359674,-0.21450140783823976,0.2761249411885514,0.0,720.198487365627,0.001308084251938406,4.874270363819415e-05
ref_amp_blend,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,-0.21450140783823976,0.2761249411885514,0.0,719.0344276807226,0.0013070266935372595,4.874270363819411e-05
ref_amp_blend,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,-0.21450140783823976,0.2761249411885514,0.0,758.3387521304812,0.0013070266935372595,4.7462742875544534e-05
ref_amp_blend,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,-0.21450140783823976,0.2761249411885514,0.0,799.7915549576032,0.0013070266935372595,4.621639328814045e-05
ref_amp_blend,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,-0.21450140783823976,0.2761249411885514,0.0,843.5102776752713,0.0013070266935372595,4.50027722621281e-05
ref_amp_blend,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,-0.21450140783823976,0.2761249411885514,0.0,889.6187814605397,0.0013070266935372595,4.382102036068366e-05
partial_blend,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.496432778280656,-22.481273105585785,-0.49062634902679125,-0.21450140783823976,0.2761249411885514,0.0,719.0344276807214,,
partial_blend,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.45190431762021,-20.52580156624623,-0.43700099706723167,-0.21450140783823976,0.2761249411885514,0.0,758.6454885418927,,
partial_blend,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.51510129982477,-18.46260458404167,-0.3833756451076714,-0.21450140783823976,0.2761249411885514,0.0,800.4386926804159,,
partial_blend,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.69195823777624,-16.2857476460902,-0.3297502931481109,-0.21450140783823976,0.2761249411885514,0.0,844.5342527131544,,
partial_blend,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.988736572166765,-13.988969311699677,-0.27612494118855135,-0.21450140783823976,0.2761249411885514,0.0,891.0590036787911,,
point_amp_blend,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146724,-22.48367323869902,-0.49062504133696866,-0.21450140783824004,0.27612363349872904,0.0,719.0231919809441,0.0013070164816361785,4.874270363819415e-05
point_amp_blend,0.25,5.6,1.0,57.984015390166256,35.50034215146722,35.51470149618601,-22.46931389398025,-0.4902206384336709,-0.21450140783824004,0.27612363349872904,0.0,719.3140258503868,0.0013072807889868588,4.874270363819415e-05
point_amp_blend,0.5,5.6,1.0,57.984015390166256,35.50034215146722,35.529066649039805,-22.45494874112645,-0.489816235530373,-0.21450140783824004,0.27612363349872904,0.0,719.6049773576754,0.0013075451497862726,4.874270363819415e-05
point_amp_blend,0.75,5.6,1.0,57.984015390166256,35.50034215146722,35.543437612378,-22.440577777788256,-0.4894118326270734,-0.21450140783824004,0.27612363349872904,0.0,719.8960465503942,0.0013078095640452298,4.874270363819415e-05
point_amp_blend,1.0,5.6,1.0,57.984015390166256,35.50034215146722,35.55781438855072,-22.42620100161554,-0.48900742972377537,-0.21450140783824004,0.27612363349872904,0.0,720.1872334761426,0.0013080740317745385,4.874270363819415e-05
ref_amp_blend,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,-0.21450140783824004,0.27612363349872904,0.0,719.023191980945,0.0013070164816361782,4.874270363819411e-05
ref_amp_blend,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,-0.21450140783824004,0.27612363349872904,0.0,758.3269022576231,0.0013070164816361782,4.7462742875544534e-05
ref_amp_blend,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,-0.21450140783824004,0.27612363349872904,0.0,799.7790573393388,0.0013070164816361782,4.621639328814045e-05
ref_amp_blend,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,-0.21450140783824004,0.27612363349872904,0.0,843.4970969041226,0.0013070164816361782,4.50027722621281e-05
ref_amp_blend,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,-0.21450140783824004,0.27612363349872904,0.0,889.6048801935624,0.0013070164816361782,4.382102036068366e-05
partial_blend,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146722,-22.483673238699033,-0.49062504133696905,-0.21450140783824004,0.27612363349872904,0.0,719.0231919809439,,
partial_blend,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.45602905520834,-20.527986334957916,-0.4369996893774096,-0.21450140783824004,0.27612363349872904,0.0,758.6336338759427,,
partial_blend,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.519453266075885,-18.46456212409037,-0.38337433741784915,-0.21450140783824004,0.27612363349872904,0.0,800.4261849499165,,
partial_blend,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.69654995054487,-16.287465439621386,-0.32974898545828957,-0.21450140783824004,0.27612363349872904,0.0,844.5210559412747,,
partial_blend,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.993581238906664,-13.990434151259592,-0.2761236334987292,-0.21450140783824004,0.27612363349872904,0.0,891.0450799067659,,
point_amp_blend,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.5101148945896,-22.489673046844096,-0.4906217718519073,-0.21450140783823976,0.276120364013667,0.0,718.9950791056546,0.0013069909300608418,4.874270363819415e-05
point_amp_blend,0.25,5.6,2.0,57.999787941433695,35.51011489458962,35.5244781922333,-22.47530974920039,-0.49021736894860923,-0.21450140783823976,0.276120364013667,0.0,719.2859016038697,0.0013072552322444342,4.874270363819415e-05
point_amp_blend,0.5,5.6,2.0,57.999787941433695,35.51011489458962,35.53884729961093,-22.460940641822766,-0.4898129660453112,-0.21450140783823976,0.276120364013667,0.0,719.5768417353314,0.0013075195878757154,4.874270363819415e-05
point_amp_blend,0.75,5.6,2.0,57.999787941433695,35.51011489458962,35.55322221907249,-22.446565722361207,-0.4894085631420116,-0.21450140783823976,0.276120364013667,0.0,719.867899547622,0.0013077839969654944,4.874270363819415e-05
point_amp_blend,1.0,5.6,2.0,57.999787941433695,35.51011489458962,35.567602952968755,-22.43218498846494,-0.48900416023871385,-0.21450140783823976,0.276120364013667,0.0,720.1590750883386,0.0013080484595245797,4.874270363819415e-05
ref_amp_blend,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,-0.21450140783823976,0.276120364013667,0.0,718.995079105656,0.0013069909300608422,4.874270363819411e-05
