label,mean_alpha,p90_alpha,min_alpha,max_alpha,d21_frac_acceptance_mismatch,d21_n_acceptance_mismatch,d21_max_abs_delta_mu_mumu,d21_p99_abs_delta_mu_mumu,d60_frac_acceptance_mismatch,d60_n_acceptance_mismatch,d60_max_abs_delta_mu_mumu,d60_p99_abs_delta_mu_mumu,passes_release_gate
amin0p96_pow1p0,0.9637276693084226,0.9733869451670326,0.960028500280262,0.99,0.0,0,0.09248147357842207,0.0924814493654373,0.0,0,0.8372691708785638,0.8372419264456611,True
amin0p97_pow1p0,0.9724851128722813,0.9789246301113552,0.9700190001868414,0.99,0.0,0,0.08255269933307163,0.082552675789485,0.0,0,0.6998727537344394,0.6998502711804475,True
amin0p98_pow1p0,0.9812425564361408,0.9844623150556776,0.9800095000934208,0.99,0.0,0,0.07258988449956405,0.07258986162315333,0.0,0,0.618010665416584,0.6176622565436862,True
amin0p95_pow1p0,0.9549702257445634,0.9678492602227105,0.9500380003736828,0.99,0.0,0,0.10237637272196576,0.10237634783736187,0.016666666666666666,21,0.9752163821590756,0.9751843563809313,False
