sample_id,g_beta,g_center,g_half_width,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mismatch,score
16,0.24690065012834966,0.048892363606300206,0.02525250348681584,5.196994330172124,5.197163297874212,0.0,5.196994330172124
1,0.24687843405772,0.04879516100119799,0.024765297351498156,5.197068187706122,5.197237179927988,0.0,5.197068187706122
11,0.2466929514558986,0.048749464857485145,0.025386948842182757,5.1985149971403715,5.198683970806954,0.0,5.1985149971403715
13,0.24739488355536013,0.04868093857960775,0.024943774668872355,5.198943459081249,5.199112454971981,0.0,5.198943459081249
6,0.2467144847046584,0.04895916532855481,0.02462803236246109,5.20059045009728,5.200759453285158,0.0,5.20059045009728
7,0.24618194872010501,0.04872663283236325,0.02543086826885119,5.201098101047457,5.2012670831993475,0.0,5.201098101047457
10,0.2462027991887182,0.04896429565595463,0.025085538211185487,5.201716846472493,5.201885834120787,0.0,5.201716846472493
9,0.24709414016008377,0.048607117376383395,0.025553384526912123,5.2019406428966875,5.202109627926475,0.0,5.2019406428966875
4,0.24741778374128043,0.04903109924234449,0.025569543098285796,5.202360704991584,5.202529678203028,0.0,5.202360704991584
8,0.24702953935768457,0.049097903039120136,0.025065171311516317,5.203689294747882,5.203858284899113,0.0,5.203689294747882
3,0.24658095932453872,0.048547329038940365,0.024929718804359437,5.207096275580099,5.207265307329166,0.0,5.207096275580099
5,0.2472777007177472,0.04841898231171071,0.025337343083694577,5.20762314636255,5.207792166688222,0.0,5.20762314636255
12,0.2472124171352014,0.04927555991681292,0.024712716011703016,5.208890740737267,5.209059754448894,0.0,5.208890740737267
15,0.2463919507533312,0.04847876854361966,0.02485253227027133,5.211117937755397,5.211286991038222,0.0,5.211117937755397
2,0.24632598501648756,0.04922284401468932,0.025199003685358913,5.211292617644098,5.211461625729449,0.0,5.211292617644098
14,0.24651430947240444,0.04915061686253175,0.025687628204002978,5.211573740171538,5.211742740276307,0.0,5.211573740171538
