n_points,d_num,eta_num,frac_winner_mismatch,n_winner_mismatch,max_abs_delta_R3,p99_abs_delta_R3,mean_abs_delta_R3,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,mean_abs_delta_mu_mumu,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_R3_gt_0p90_baseline,f_R3_gt_0p90_direct,delta_f_R3_gt_0p90,f_chi2_mumu_le_4_baseline,f_chi2_mumu_le_4_direct,delta_f_chi2_mumu_le_4,best_chi2_mumu_baseline,best_chi2_mumu_direct,frac_underflow_fallback_baseline,frac_underflow_fallback_direct,max_abs_delta_mu_mumu_accept_band,bias_upper_bound_R3_abs,bias_upper_bound_mu_abs
861,21,41,0.0,0,1.7881963756627428e-05,1.4306953317233519e-05,4.5664170607034475e-07,0.10188334433244961,0.07187265858911179,0.0038718594132083534,30.470632332970126,28.386684683309777,1.0,1.0,0.0,0.16376306620209058,0.16376306620209058,0.0,6.719071996783248e-11,1.8843282603230534e-06,0.0,0.0,0.002680771905166912,1.7881963756627428e-05,0.10188334433244961
