D,eta,winner_baseline,winner_direct,winner_mismatch,R3_baseline,R3_direct,delta_R3,abs_delta_R3,mu_mumu_baseline,mu_mumu_direct,delta_mu_mumu,abs_delta_mu_mumu,chi2_mumu_baseline,chi2_mumu_direct,delta_chi2_mumu,abs_delta_chi2_mumu,underflow_fallback_baseline,underflow_fallback_direct
14.4,0.39,2,2,0,0.9423418454318492,0.9423418454318493,1.1102230246251565e-16,1.1102230246251565e-16,5.903345159392093e-05,5.9052526811419015e-05,1.9075217498083904e-08,1.9075217498083904e-08,12.24896693637803,12.248966602575802,-3.3380222852485986e-07,3.3380222852485986e-07,0,0
15.200000000000001,0.39,2,2,0,0.9434855149126594,0.9434855149126592,-2.220446049250313e-16,2.220446049250313e-16,1.6259800357627434e-05,1.6284559957794724e-05,2.475960016729001e-08,2.475960016729001e-08,12.24971545514612,12.249715021858155,-4.3328796550667903e-07,4.3328796550667903e-07,0,0
16.0,0.39,2,2,0,0.9395675602862831,0.939567560286283,-1.1102230246251565e-16,1.1102230246251565e-16,2.319121812307401e-06,2.380433552592363e-06,6.131174028496218e-08,6.131174028496218e-08,12.249959415401896,12.249958342448243,-1.0729536530362793e-06,1.0729536530362793e-06,0,0
16.8,0.39,2,2,0,0.9371167880776111,0.937116788077611,-1.1102230246251565e-16,1.1102230246251565e-16,4.57729546911638e-07,4.5772954390594154e-07,-3.005696466271444e-15,3.005696466271444e-15,12.249991989734236,12.249991989734289,5.3290705182007514e-14,5.3290705182007514e-14,0,0
17.6,0.39,2,2,0,0.9280847821906237,0.9280847821906235,-2.220446049250313e-16,2.220446049250313e-16,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
18.4,0.39,2,2,0,0.92266427015343,0.9226642701534302,2.220446049250313e-16,2.220446049250313e-16,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
19.200000000000003,0.39,2,2,0,0.9249701331244229,0.9249701331244229,0.0,0.0,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
20.0,0.39,2,2,0,0.9273399658726671,0.9273399658726671,0.0,0.0,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
4.0,0.48500000000000004,2,2,0,0.9018726563744672,0.9018726563744672,0.0,0.0,1.4227439791706447,1.422743975532891,-3.637753653862319e-09,3.637753653862319e-09,0.003233053678217013,0.003233052644004679,-1.0342123338280551e-09,1.0342123338280551e-09,0,0
4.8,0.48500000000000004,2,2,0,0.9288884947532636,0.9288862754287204,-2.2193245432511333e-06,2.2193245432511333e-06,8.730404455836405,8.729997233784971,-0.0004072220514341751,0.0004072220514341751,335.8426842884138,335.8053715455957,-0.03731274281813057,0.03731274281813057,0,0
5.6,0.48500000000000004,2,2,0,0.9424157257874171,0.9424157056090174,-2.0178399617876153e-08,2.0178399617876153e-08,41.12447927507837,41.124458962526525,-2.0312551846757287e-05,2.0312551846757287e-05,9862.714085475818,9862.703999159086,-0.010086316731758416,0.010086316731758416,0,0
6.4,0.48500000000000004,2,2,0,0.9477074684155664,0.9477074619747471,-6.44081932232865e-09,6.44081932232865e-09,48.74292590019976,48.74291921473739,-6.685462366817774e-06,6.685462366817774e-06,14008.453954948782,14008.449998582191,-0.003956366590500693,0.003956366590500693,0,0
7.2,0.48500000000000004,2,2,0,0.9497267208237715,0.949726719812243,-1.0115285276057762e-09,1.0115285276057762e-09,3.2422941568700745,3.242294104080973,-5.278910153450056e-08,5.278910153450056e-08,21.21279850273511,21.212797287071965,-1.215663147036139e-06,1.215663147036139e-06,0,0
8.0,0.48500000000000004,2,2,0,0.9510038711885711,0.9510038710906579,-9.791323307695166e-11,9.791323307695166e-11,2.327625159427412,2.327625148075573,-1.135183902434278e-08,1.135183902434278e-08,5.378052727517072,5.3780525958889305,-1.3162814127554157e-07,1.3162814127554157e-07,0,0
8.8,0.48500000000000004,2,2,0,0.949461328790498,0.9494613287847453,-5.752731624397711e-12,5.752731624397711e-12,1.8805599716023187,1.8805599596082772,-1.1994041537732869e-08,1.1994041537732869e-08,1.4433617894151336,1.4433617173669315,-7.204820207107332e-08,7.204820207107332e-08,0,0
9.600000000000001,0.48500000000000004,2,2,0,0.9496919994606595,0.9496919994598291,-8.304468224196171e-13,8.304468224196171e-13,1.2882421712642564,1.2882421641769481,-7.087308295794514e-09,7.087308295794514e-09,0.07806132677329855,0.0780613366740762,9.900777656057791e-09,9.900777656057791e-09,0,0
10.4,0.48500000000000004,2,2,0,0.9517678920458872,0.9517678920458028,-8.43769498715119e-14,8.43769498715119e-14,0.658228279367834,0.6582282618389879,-1.752884615235928e-08,1.752884615235928e-08,3.4389080345600247,3.438908197090056,1.625300312113609e-07,1.625300312113609e-07,0,0
11.2,0.48500000000000004,2,2,0,0.9535398475419112,0.9535398475419038,-7.438494264988549e-15,7.438494264988549e-15,0.20361254745084334,0.20361263647680056,8.902595721727025e-08,8.902595721727025e-08,8.945893353856624,8.945892022487449,-1.3313691749061718e-06,1.3313691749061718e-06,0,0
12.0,0.48500000000000004,2,2,0,0.9517582097067586,0.9517582097067572,-1.4432899320127035e-15,1.4432899320127035e-15,0.05080594899349085,0.050805991611287016,4.2617796167099264e-08,4.2617796167099264e-08,11.377028670445965,11.377027951700013,-7.187459516444505e-07,7.187459516444505e-07,0,0
12.8,0.48500000000000004,2,2,0,0.9457968345112652,0.9457968345112651,-1.1102230246251565e-16,1.1102230246251565e-16,0.003161854978090651,0.003161889210213367,3.4232122715898566e-08,3.4232122715898566e-08,12.19473002117655,12.194729423467372,-5.977091781517174e-07,5.977091781517174e-07,0,0
13.600000000000001,0.48500000000000004,2,2,0,0.9421222814089723,0.9421222814089723,0.0,0.0,0.0002389262368898737,0.0002389374155637924,1.117867391871568e-08,1.117867391871568e-08,12.245819147640344,12.245818952046935,-1.95593408136574e-07,1.95593408136574e-07,0,0
14.4,0.48500000000000004,2,2,0,0.9423418454318493,0.9423418454318491,-2.220446049250313e-16,2.220446049250313e-16,5.902217235417727e-05,5.905299258063558e-05,3.0820226458311826e-08,3.0820226458311826e-08,12.248967133756404,12.248966594425188,-5.393312161316999e-07,5.393312161316999e-07,0,0
15.200000000000001,0.48500000000000004,2,2,0,0.9434855149126593,0.9434855149126593,0.0,0.0,1.6320072874610297e-05,1.6297896698638963e-05,-2.2176175971334237e-08,2.2176175971334237e-08,12.249714400389346,12.249714788467903,3.880785577337065e-07,3.880785577337065e-07,0,0
16.0,0.48500000000000004,2,2,0,0.9395675602862832,0.939567560286283,-2.220446049250313e-16,2.220446049250313e-16,2.359239760985211e-06,2.349880942710551e-06,-9.358818274660359e-09,9.358818274660359e-09,12.24995871333897,12.249958877118013,1.6377904366038365e-07,1.6377904366038365e-07,0,0
16.8,0.48500000000000004,2,2,0,0.9371167880776111,0.937116788077611,-1.1102230246251565e-16,1.1102230246251565e-16,4.5772954691163785e-07,4.5772954390594143e-07,-3.0056964133318848e-15,3.0056964133318848e-15,12.249991989734236,12.249991989734289,5.3290705182007514e-14,5.3290705182007514e-14,0,0
17.6,0.48500000000000004,2,2,0,0.9280847821906237,0.9280847821906235,-2.220446049250313e-16,2.220446049250313e-16,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
18.4,0.48500000000000004,2,2,0,0.9226642701534302,0.92266427015343,-2.220446049250313e-16,2.220446049250313e-16,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
19.200000000000003,0.48500000000000004,2,2,0,0.9249701331244227,0.9249701331244229,2.220446049250313e-16,2.220446049250313e-16,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
20.0,0.48500000000000004,2,2,0,0.927339965872667,0.927339965872667,0.0,0.0,7.407618517495128e-08,7.407618468852753e-08,-4.864237577351549e-16,4.864237577351549e-16,12.24999870366679,12.2499987036668,8.881784197001252e-15,8.881784197001252e-15,0,0
4.0,0.5800000000000001,2,2,0,0.9023514097084295,0.9023514097084295,0.0,0.0,1.4334108638302216,1.4334108601651776,-3.66504404603063e-09,3.66504404603063e-09,0.00697678638676012,0.006976784856106609,-1.530653511057356e-09,1.530653511057356e-09,0,0
4.8,0.5800000000000001,2,2,0,0.9289102755015646,0.9289076231318137,-2.652369750832939e-06,2.652369750832939e-06,8.734402376584136,8.733915347612255,-0.0004870289718805765,0.0004870289718805765,336.2091138852687,336.1644645371411,-0.04464934812762067,0.04464934812762067,0,0
5.6,0.5800000000000001,2,2,0,0.9424168326137113,0.9424168084839807,-2.4129730658017934e-08,2.4129730658017934e-08,41.125587477018875,41.12556320734492,-2.426967395763313e-05,2.426967395763313e-05,9863.264377464244,9863.252325879726,-0.012051584517394076,0.012051584517394076,0,0
6.4,0.5800000000000001,2,2,0,0.9477075429749084,0.9477075352725165,-7.702391946473597e-09,7.702391946473597e-09,48.74300153936987,48.74299357425571,-7.965114157570952e-06,7.965114157570952e-06,14008.49871722986,14008.49400357511,-0.004713654750958085,0.004713654750958085,0,0
7.2,0.5800000000000001,2,2,0,0.9497267271892635,0.9497267259796012,-1.209662370271758e-09,1.209662370271758e-09,3.2422944128677935,3.2422943521470047,-6.072078884145071e-08,6.072078884145071e-08,21.212804398024296,21.212802999704696,-1.3983196005540321e-06,1.3983196005540321e-06,0,0
8.0,0.5800000000000001,2,2,0,0.9510038717504771,0.9510038716333848,-1.1709222480504877e-10,1.1709222480504877e-10,2.327625165736027,2.3276251544323796,-1.1303647351468271e-08,1.1303647351468271e-08,5.378052800667446,5.378052669598102,-1.3106934471096565e-07,1.3106934471096565e-07,0,0
8.8,0.5800000000000001,2,2,0,0.949461328839988,0.9494613288331084,-6.879607994392245e-12,6.879607994392245e-12,1.8805599704726832,1.8805599604770533,-9.99562987935576e-09,9.99562987935576e-09,1.4433617826294136,1.4433617225856696,-6.004374397683421e-08,6.004374397683421e-08,0,0
9.600000000000001,0.5800000000000001,2,2,0,0.949691999465593,0.9496919994645998,-9.93205517829665e-13,9.93205517829665e-13,1.2882421664696233,1.2882421543884668,-1.2081156519627712e-08,1.2081156519627712e-08,0.07806133347127106,0.07806135034832046,1.687704939690171e-08,1.687704939690171e-08,0,0
10.4,0.5800000000000001,2,2,0,0.9517678920464195,0.9517678920463186,-1.0091927293842673e-13,1.0091927293842673e-13,0.6582282508487118,0.6582282132311674,-3.761754441278242e-08,3.761754441278242e-08,3.438908298993509,3.4389086477889137,3.4879540455889924e-07,3.4879540455889924e-07,0,0
