beta_d21_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v13,delta_max_vs_v13
0.55,7.0330872003235445,7.043476714032076,6.940050994060473,6.83709765951286,7.043476714032076,5.310888129416831,5.3156394674013185
0.575,5.55692411429238,5.566025759829037,5.475472873619626,5.385386054949784,5.566025759829037,3.834725043385667,3.838188513198279
