combo_id,mode,kappa,center_D,width_D,power,improved_fraction_D21_guard,improved_fraction_D60_hotspot,mean_abs_improvement_D21_guard,mean_abs_improvement_D60_hotspot,p95_abs_delta_base_D21_guard,p95_abs_delta_base_D60_hotspot,p95_abs_delta_cf_D21_guard,p95_abs_delta_cf_D60_hotspot,joint_objective
18,gamma_ref_enhance,0.1,6.25,0.3,0.5,0.0,1.0,-2.9700369156116504,5.9125007045537075,2.102217055050133,31.28593012120719,10.52025737907346,19.28799494102551,19.28799494102551
47,gamma_ref_enhance,0.2,6.55,0.2,0.5,0.0,1.0,-3.173775778794389,5.2129883959923635,2.102217055050133,31.28593012120719,10.75921992569701,19.518750966715963,19.518750966715963
43,gamma_ref_enhance,0.2,6.4,0.12,0.5,0.0,1.0,-4.592992240717532,6.032564426201582,2.102217055050133,31.28593012120719,15.016496709233545,19.61645086027177,19.61645086027177
36,gamma_ref_enhance,0.15,6.55,0.3,0.5,0.0,1.0,-2.7999024445251655,5.325639147875965,2.102217055050133,31.28593012120719,9.81412595800825,19.94784923712377,19.94784923712377
39,gamma_ref_enhance,0.2,6.1,0.3,0.5,0.0,1.0,-6.242778376614594,11.701160029260269,2.102217055050133,31.28593012120719,19.966368052738147,8.798445958721796,19.966368052738147
40,gamma_ref_enhance,0.2,6.25,0.12,0.5,0.0,1.0,-6.550576372797505,9.234220003025111,2.102217055050133,31.28593012120719,20.8893595540421,10.131927808424928,20.8893595540421
20,gamma_ref_enhance,0.1,6.4,0.2,0.5,0.0,1.0,-2.4526452289240237,4.409554482002345,2.102217055050133,31.28593012120719,8.96716580838429,21.050165923275205,21.050165923275205
35,gamma_ref_enhance,0.15,6.55,0.2,0.5,0.0,1.0,-2.4381143967793557,4.426088403161296,2.102217055050133,31.28593012120719,8.724859019082807,21.06954074643684,21.06954074643684
31,gamma_ref_enhance,0.15,6.4,0.12,0.5,0.0,1.0,-3.5590866655333553,5.2902034535296565,2.102217055050133,31.28593012120719,12.087447708617193,21.143997109016237,21.143997109016237
21,gamma_ref_enhance,0.1,6.4,0.3,0.5,0.0,1.0,-2.4520524411482336,4.746952811625508,2.102217055050133,31.28593012120719,8.96716580838429,21.342208347900335,21.342208347900335
38,gamma_ref_enhance,0.2,6.1,0.2,0.5,0.0,1.0,-6.8127249899573465,11.790261791229678,2.102217055050133,31.28593012120719,21.675846360133562,8.903401911788398,21.675846360133562
1,gamma_ref_enhance,0.05,6.1,0.12,0.5,0.0,1.0,-2.2126742005809463,4.063342005614205,2.102217055050133,31.28593012120719,8.476288743226293,22.419812600186667,22.419812600186667
19,gamma_ref_enhance,0.1,6.4,0.12,0.5,0.0,1.0,-2.452691891536535,4.055575321913119,2.102217055050133,31.28593012120719,8.96716580838429,22.69597410123202,22.69597410123202
2,gamma_ref_enhance,0.05,6.1,0.2,0.5,0.0,1.0,-1.980140785730411,3.8263175601931287,2.102217055050133,31.28593012120719,7.778688211696673,23.297769824356518,23.297769824356518
4,gamma_ref_enhance,0.05,6.25,0.12,0.5,0.0,1.0,-1.8914468045630275,3.111744409429425,2.102217055050133,31.28593012120719,7.512588393531802,23.436585847945857,23.436585847945857
24,gamma_ref_enhance,0.1,6.55,0.3,0.5,0.0,1.0,-1.9176180243140475,3.638383782759193,2.102217055050133,31.28593012120719,7.3652063543152915,23.53242756095706,23.53242756095706
37,gamma_ref_enhance,0.2,6.1,0.12,0.5,0.0,1.0,-7.481179946363289,11.509601687843722,2.102217055050133,31.28593012120719,23.681222908331126,9.742029761649178,23.681222908331126
46,gamma_ref_enhance,0.2,6.55,0.12,0.5,0.0,1.0,-2.340549591732068,3.543586214643285,2.102217055050133,31.28593012120719,8.259043413058578,23.85886838262295,23.85886838262295
3,gamma_ref_enhance,0.05,6.1,0.3,0.5,0.0,1.0,-1.7889639695516177,3.6739566067288076,2.102217055050133,31.28593012120719,7.20538956894317,24.099337823025287,24.099337823025287
23,gamma_ref_enhance,0.1,6.55,0.2,0.5,0.0,1.0,-1.6656323885692161,3.027891287083322,2.102217055050133,31.28593012120719,6.606243623401452,24.312856991200043,24.312856991200043
34,gamma_ref_enhance,0.15,6.55,0.12,0.5,0.0,1.0,-1.7913817751555072,3.3600190221504587,2.102217055050133,31.28593012120719,6.78423486935196,24.35907369830099,24.35907369830099
5,gamma_ref_enhance,0.05,6.25,0.2,0.5,0.0,1.0,-1.6734379557792378,3.071158260872362,2.102217055050133,31.28593012120719,6.8585857189574755,24.417334560572364,24.417334560572364
6,gamma_ref_enhance,0.05,6.25,0.3,0.5,0.0,1.0,-1.545993718067131,3.064867322585835,2.102217055050133,31.28593012120719,6.4768178238542475,25.03827760748479,25.03827760748479
7,gamma_ref_enhance,0.05,6.4,0.12,0.5,0.0,1.0,-1.2683176168326429,2.1080804302444713,2.102217055050133,31.28593012120719,5.643165720003269,25.68100190963424,25.68100190963424
22,gamma_ref_enhance,0.1,6.55,0.12,0.5,0.0,1.0,-1.219423030982262,2.393348028627561,2.102217055050133,31.28593012120719,5.267290895556055,25.776864916028337,25.776864916028337
8,gamma_ref_enhance,0.05,6.4,0.2,0.5,0.0,1.0,-1.2682906804048262,2.2794735988999393,2.102217055050133,31.28593012120719,5.643165720003269,25.98931157653174,25.98931157653174
9,gamma_ref_enhance,0.05,6.4,0.3,0.5,0.0,1.0,-1.2679460978294719,2.4470629881468855,2.102217055050133,31.28593012120719,5.643165720003269,26.14573396905277,26.14573396905277
12,gamma_ref_enhance,0.05,6.55,0.3,0.5,0.0,1.0,-0.9854672048431934,1.864930357432493,2.102217055050133,31.28593012120719,4.796499799575977,27.30838207646533,27.30838207646533
11,gamma_ref_enhance,0.05,6.55,0.2,0.5,0.0,1.0,-0.853840498297595,1.554276756885487,2.102217055050133,31.28593012120719,4.399884279676014,27.718302147480337,27.718302147480337
10,gamma_ref_enhance,0.05,6.55,0.12,0.5,0.0,1.0,-0.6229434919952461,1.234892101350593,2.102217055050133,31.28593012120719,3.707016949844553,28.481281969192736,28.481281969192736
58,gamma_ref_suppress,0.05,6.55,0.12,0.5,1.0,0.0,0.6515948810176633,-1.3181270270586802,2.102217055050133,31.28593012120719,0.8910235353974494,34.19452413683583,34.19452413683583
59,gamma_ref_suppress,0.05,6.55,0.2,0.5,1.0,0.0,0.7051282956145782,-1.6406011208003026,2.102217055050133,31.28593012120719,0.8910229060144116,35.02346479723787,35.02346479723787
60,gamma_ref_suppress,0.05,6.55,0.3,0.5,1.0,0.0,0.5599483376874371,-1.9620481913472891,2.102217055050133,31.28593012120719,0.890979411795824,35.475834523723606,35.475834523723606
57,gamma_ref_suppress,0.05,6.4,0.3,0.5,1.0,0.0,0.24494511836078658,-2.605071546601473,2.102217055050133,31.28593012120719,1.670059116862697,36.786393440539726,36.786393440539726
56,gamma_ref_suppress,0.05,6.4,0.2,0.5,1.0,0.0,0.2454090849418676,-2.441381287753146,2.102217055050133,31.28593012120719,1.670059116862697,36.965893818836314,36.965893818836314
70,gamma_ref_suppress,0.1,6.55,0.12,0.5,0.6666666666666666,0.0,0.28225223394612564,-2.7269709647553895,2.102217055050133,31.28593012120719,1.246437390858037,37.21091645744634,37.21091645744634
55,gamma_ref_suppress,0.05,6.4,0.12,0.5,1.0,0.0,0.24544495744107997,-2.2845766351353833,2.102217055050133,31.28593012120719,1.670059116862697,37.32194658704047,37.32194658704047
54,gamma_ref_suppress,0.05,6.25,0.3,0.5,0.6666666666666666,0.0,-0.07510628682894195,-3.300560375981281,2.102217055050133,31.28593012120719,2.6308889267215774,38.073972413440536,38.073972413440536
53,gamma_ref_suppress,0.05,6.25,0.2,0.5,0.6666666666666666,0.0,-0.22487056432645938,-3.334949829173714,2.102217055050133,31.28593012120719,3.0809838288291838,38.81333368240928,38.81333368240928
71,gamma_ref_suppress,0.1,6.55,0.2,0.5,0.3333333333333333,0.0,-0.22966758412032343,-3.373641856099529,2.102217055050133,31.28593012120719,2.782755965408694,38.93899790702542,38.93899790702542
51,gamma_ref_suppress,0.05,6.1,0.3,0.5,0.6666666666666666,0.0,-0.36316039868911326,-3.9982865138294126,2.102217055050133,31.28593012120719,3.4955123661855416,39.19696143322549,39.19696143322549
72,gamma_ref_suppress,0.1,6.55,0.3,0.5,0.3333333333333333,0.0,-0.529712772452008,-4.027243909106509,2.102217055050133,31.28593012120719,3.688381433304233,39.889432726624946,39.889432726624946
52,gamma_ref_suppress,0.05,6.25,0.12,0.5,0.6666666666666666,0.0,-0.48695049922467626,-3.4163838476437913,2.102217055050133,31.28593012120719,3.8672874667103208,40.00760027012209,40.00760027012209
50,gamma_ref_suppress,0.05,6.1,0.2,0.5,0.6666666666666666,0.0,-0.595481458517209,-4.206093598089187,2.102217055050133,31.28593012120719,4.192867696889817,40.179322517439374,40.179322517439374
82,gamma_ref_suppress,0.15,6.55,0.12,0.5,0.3333333333333333,0.0,-0.4343684870389922,-4.234769075267952,2.102217055050133,31.28593012120719,2.9928184878885618,40.339102303579764,40.339102303579764
49,gamma_ref_suppress,0.05,6.1,0.12,0.5,0.6666666666666666,0.0,-0.8853145670558247,-4.515338237604687,2.102217055050133,31.28593012120719,5.062402409840003,41.28126208926892,41.28126208926892
69,gamma_ref_suppress,0.1,6.4,0.3,0.5,0.3333333333333333,0.0,-1.1971774931845447,-5.3798580833752885,2.102217055050133,31.28593012120719,5.688546516961794,42.672374409309185,42.672374409309185
83,gamma_ref_suppress,0.15,6.55,0.2,0.5,0.3333333333333333,0.0,-1.2290978780169592,-5.205729558557211,2.102217055050133,31.28593012120719,5.377967336635655,43.04100654714988,43.04100654714988
68,gamma_ref_suppress,0.1,6.4,0.2,0.5,0.3333333333333333,0.0,-1.198339397950767,-5.058345037779365,2.102217055050133,31.28593012120719,5.688546516961794,43.05694744753626,43.05694744753626
94,gamma_ref_suppress,0.2,6.55,0.12,0.5,0.3333333333333333,0.0,-1.1880527962852099,-5.850593672998532,2.102217055050133,31.28593012120719,4.78909387047714,43.5832249666321,43.5832249666321
67,gamma_ref_suppress,0.1,6.4,0.12,0.5,0.3333333333333333,0.0,-1.198423782585323,-4.763274461506019,2.102217055050133,31.28593012120719,5.688546516961794,43.82220732197428,43.82220732197428
84,gamma_ref_suppress,0.15,6.55,0.3,0.5,0.3333333333333333,0.0,-1.6992108005175413,-6.202034476003553,2.102217055050133,31.28593012120719,6.79776542686406,44.538667464523634,44.538667464523634
66,gamma_ref_suppress,0.1,6.25,0.3,0.5,0.3333333333333333,0.0,-1.8853073911277707,-6.8569468493301695,2.102217055050133,31.28593012120719,7.751646610951843,45.44914541801204,45.44914541801204
65,gamma_ref_suppress,0.1,6.25,0.2,0.5,0.3333333333333333,0.0,-2.2118763117304954,-6.959072884331272,2.102217055050133,31.28593012120719,8.729084633809453,47.06273545210104,47.06273545210104
95,gamma_ref_suppress,0.2,6.55,0.2,0.5,0.3333333333333333,0.0,-2.2847525691889503,-7.144006164349789,2.102217055050133,31.28593012120719,8.080661213741013,47.33837153216173,47.33837153216173
63,gamma_ref_suppress,0.1,6.1,0.3,0.5,0.3333333333333333,0.0,-2.51348275384764,-8.3519560549406,2.102217055050133,31.28593012120719,9.63548908472628,47.90545828723054,47.90545828723054
81,gamma_ref_suppress,0.15,6.4,0.3,0.5,0.3333333333333333,0.0,-2.757708898851055,-8.337011572320177,2.102217055050133,31.28593012120719,9.969394498065798,48.970893270974805,48.970893270974805
96,gamma_ref_suppress,0.2,6.55,0.3,0.5,0.3333333333333333,0.0,-2.9394490649677905,-8.493315930160389,2.102217055050133,31.28593012120719,10.05924246082386,49.43611907982351,49.43611907982351
80,gamma_ref_suppress,0.15,6.4,0.2,0.5,0.3333333333333333,0.0,-2.75970592038563,-7.865840312944518,2.102217055050133,31.28593012120719,9.969394498065798,49.588843826237564,49.588843826237564
64,gamma_ref_suppress,0.1,6.25,0.12,0.5,0.3333333333333333,0.0,-2.786701422303772,-7.171082020223689,2.102217055050133,31.28593012120719,10.45346878825827,49.69854100839443,49.69854100839443
62,gamma_ref_suppress,0.1,6.1,0.2,0.5,0.3333333333333333,0.0,-3.0267650764133864,-8.832444598925346,2.102217055050133,31.28593012120719,11.173740161706593,50.08052947550986,50.08052947550986
79,gamma_ref_suppress,0.15,6.4,0.12,0.5,0.3333333333333333,0.0,-2.7598515376406803,-7.4556280538921715,2.102217055050133,31.28593012120719,9.969394498065798,50.822418448185836,50.822418448185836
61,gamma_ref_suppress,0.1,6.1,0.12,0.5,0.3333333333333333,0.0,-3.673985713806534,-9.535466037680695,2.102217055050133,31.28593012120719,13.115371821174392,52.5496285320653,52.5496285320653
78,gamma_ref_suppress,0.15,6.25,0.3,0.5,0.3333333333333333,0.0,-3.8659569355682337,-10.691125597972253,2.102217055050133,31.28593012120719,13.291887506699792,53.46223291889498,53.46223291889498
93,gamma_ref_suppress,0.2,6.4,0.3,0.5,0.3333333333333333,0.0,-4.431597111963796,-11.490210657561175,2.102217055050133,31.28593012120719,14.529732160657534,55.710864069598,55.710864069598
77,gamma_ref_suppress,0.15,6.25,0.2,0.5,0.3333333333333333,0.0,-4.3979076200383584,-10.900366088127585,2.102217055050133,31.28593012120719,14.883867079387436,56.10338658824467,56.10338658824467
92,gamma_ref_suppress,0.2,6.4,0.2,0.5,0.3333333333333333,0.0,-4.434650031358769,-10.880216747770426,2.102217055050133,31.28593012120719,14.529732160657534,56.593489147542655,56.593489147542655
75,gamma_ref_suppress,0.15,6.1,0.3,0.5,0.3333333333333333,0.0,-4.892508012039138,-13.095173330991551,2.102217055050133,31.28593012120719,16.370324409119625,57.491808595439274,57.491808595439274
91,gamma_ref_suppress,0.2,6.4,0.12,0.5,0.3333333333333333,0.0,-4.434873430620648,-10.383299997461174,2.102217055050133,31.28593012120719,14.529732160657534,58.36103232996192,58.36103232996192
76,gamma_ref_suppress,0.15,6.25,0.12,0.5,0.3333333333333333,0.0,-5.343377512077918,-11.301713727931427,2.102217055050133,31.28593012120719,17.720117675300607,60.46647086462627,60.46647086462627
74,gamma_ref_suppress,0.15,6.1,0.2,0.5,0.3333333333333333,0.0,-5.741691886371534,-13.92402976702573,2.102217055050133,31.28593012120719,18.915196319481833,61.10375827941122,61.10375827941122
90,gamma_ref_suppress,0.2,6.25,0.3,0.5,0.3333333333333333,0.0,-6.018174053495039,-14.827070837154267,2.102217055050133,31.28593012120719,19.28597492025641,62.16841123593328,62.16841123593328
73,gamma_ref_suppress,0.15,6.1,0.12,0.5,0.3333333333333333,0.0,-6.825619451422157,-15.119558956693988,2.102217055050133,31.28593012120719,22.166927269380484,65.25316681322181,65.25316681322181
89,gamma_ref_suppress,0.2,6.25,0.2,0.5,0.3333333333333333,0.0,-6.788405407505266,-15.189723643001125,2.102217055050133,31.28593012120719,21.590784724871472,66.0111805407399,66.0111805407399
87,gamma_ref_suppress,0.2,6.1,0.3,0.5,0.3333333333333333,0.0,-7.509370823416374,-18.265536964886547,2.102217055050133,31.28593012120719,23.75764995218397,68.04450371290149,68.04450371290149
88,gamma_ref_suppress,0.2,6.25,0.12,0.5,0.3333333333333333,0.0,-8.170738845583289,-15.850317865273885,2.102217055050133,31.28593012120719,25.73753831247542,72.43107951513792,72.43107951513792
86,gamma_ref_suppress,0.2,6.1,0.2,0.5,0.3333333333333333,0.0,-8.758192818433931,-19.53083604279084,2.102217055050133,31.28593012120719,27.50010368525894,73.37615837949352,73.37615837949352
85,gamma_ref_suppress,0.2,6.1,0.12,0.5,0.3333333333333333,0.0,-10.371816492410394,-21.333966643963187,2.102217055050133,31.28593012120719,32.340895633973254,79.57466458133672,79.57466458133672
