mode,layer,D,eta,B,W,amp,amp_ref,partial_ratio,width_ratio,mu,chi2,log_B_ratio,log_B_sum_ratio,share_l1,delta_log_partial,delta_log_width,delta_log_mu,delta_mu,acceptance_mismatch
release_fullwidthrefamp_pointamp,2,4.0,0.6,1.9537573358242133,4.624999076556912,0.0014889075549256333,4.8742703638194025e-05,933.0743214643717,529.0386268281587,1.7637168141362407,0.8268120055338546,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753556,0.13020177169026043,-0.343085567937796,-0.7218705027105878,1.0
release_fullwidthrefamp_pointamp,3,4.0,0.6,1.0000000000125084,1.0596034101992902,0.00034111391084756137,2.7402666416071107e-06,15495.771846136866,529.0386268281587,29.29043563234972,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582082,0.13020177169026043,0.6152075596679477,13.458114780394961,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.0,0.6,1.9331165831019377,0.5175730715179406,0.00016662024005912124,1.0744940970675026e-05,240.46254749784936,529.0386268281587,0.45452739233718736,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.05343465404627869,0.13020177169026043,-0.07676711764398185,-0.036267005594319834,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.0,0.6,1.9537573358242133,4.624999076556912,0.0014889075549256333,4.8742703638194025e-05,933.0743214643717,529.0386268281587,1.7637168141362407,0.8268120055338546,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753556,0.13020177169026043,-0.343085567937796,-0.7218705027105878,1.0
release_fullwidthrefamp_pointamp_widthboost,3,4.0,0.6,1.0000000000125084,1.0596034101992902,0.00034111391084756137,2.7402666416071107e-06,15495.771846136866,529.0386268281587,29.29043563234972,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582082,0.13020177169026043,0.6152075596679477,13.458114780394961,0.0
release_fullsumanchor,1,4.0,1.0,1.9331165831019377,0.8610522506190896,0.00016996596172585754,1.0744940970675008e-05,250.2164418927419,957.8210435784478,0.2612350642850003,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046282476,0.743979144434254,-0.6905444903879717,-0.2598770044872898,0.0
release_fullsumanchor,2,4.0,1.0,1.9537573358242133,7.584034319283134,0.001497037706959208,4.874270363819415e-05,943.2922127921606,957.8210435784478,0.9848313723281679,1.0772811837682017,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624754078,0.743979144434254,-0.9568629406817948,-1.579193123095558,1.0
release_fullsumanchor,3,4.0,1.0,1.0000000000125084,1.710695474270482,0.0003376798577500963,2.740266641607103e-06,15185.345048342084,957.8210435784478,15.854052435107487,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582134,0.743979144434254,0.0014301869239593983,0.022658051997483497,0.0
release_fullwidthrefamp,1,4.0,1.0,1.9331165831019377,0.8610522506190896,0.00016996596172585754,1.0744940970675026e-05,250.216441892741,518.4678063103846,0.4826074808258144,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.1301961217177015,-0.07676146767142268,-0.03850458794647571,0.0
release_fullwidthrefamp,2,4.0,1.0,1.9537573358242133,7.584034319283134,0.001497037706959208,4.8742703638194025e-05,943.2922127921655,518.4678063103846,1.8193843500235705,1.0992702065293296,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753556,0.1301961217177015,-0.3430799179652372,-0.7446401454001554,1.0
release_fullwidthrefamp,3,4.0,1.0,1.0000000000125084,1.710695474270482,0.0003376798577500963,2.7402666416071107e-06,15185.345048342,518.4678063103846,29.28888710835631,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.745409331358208,0.1301961217177015,0.6152132096405063,13.457492725246306,0.0
release_fullwidthrefamp_pointamp,1,4.0,1.0,1.9331165831019377,0.8610522506190896,0.00016996596172585754,1.0744940970675026e-05,250.216441892741,518.4678063103846,0.4826074808258144,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.1301961217177015,-0.07676146767142268,-0.03850458794647571,0.0
release_fullwidthrefamp_pointamp,2,4.0,1.0,1.9537573358242133,7.584034319283134,0.001497037706959208,4.8742703638194025e-05,943.2922127921655,518.4678063103846,1.8193843500235705,1.0992702065293296,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753556,0.1301961217177015,-0.3430799179652372,-0.7446401454001554,1.0
release_fullwidthrefamp_pointamp,3,4.0,1.0,1.0000000000125084,1.710695474270482,0.0003376798577500963,2.7402666416071107e-06,15185.345048342,518.4678063103846,29.28888710835631,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.745409331358208,0.1301961217177015,0.6152132096405063,13.457492725246306,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.0,1.0,1.9331165831019377,0.8610522506190896,0.00016996596172585754,1.0744940970675026e-05,250.216441892741,518.4678063103846,0.4826074808258144,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.1301961217177015,-0.07676146767142268,-0.03850458794647571,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.0,1.0,1.9537573358242133,7.584034319283134,0.001497037706959208,4.8742703638194025e-05,943.2922127921655,518.4678063103846,1.8193843500235705,1.0992702065293296,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753556,0.1301961217177015,-0.3430799179652372,-0.7446401454001554,1.0
release_fullwidthrefamp_pointamp_widthboost,3,4.0,1.0,1.0000000000125084,1.710695474270482,0.0003376798577500963,2.7402666416071107e-06,15185.345048342,518.4678063103846,29.28888710835631,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.745409331358208,0.1301961217177015,0.6152132096405063,13.457492725246306,0.0
release_fullsumanchor,1,4.0,2.0,1.9331165831019377,1.7142901018148342,0.00017838446515368704,1.0744940970675008e-05,275.6169949159236,910.9499990217773,0.30255995961567006,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.05343465404628205,0.743896249605233,-0.6904615955589507,-0.3009370388580265,0.0
release_fullsumanchor,2,4.0,2.0,1.9537573358242133,14.569714010877686,0.0015160856604848573,4.874270363819415e-05,967.449380078424,910.9499990217773,1.0620224832508025,0.7139300114247126,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624754036,0.743896249605233,-0.9567800458527732,-1.702741130810941,1.0
release_fullsumanchor,3,4.0,2.0,1.0000000000125084,3.1646296503910842,0.0003293029382814979,2.740266641607103e-06,14441.27585373135,910.9499990217773,15.852984103671,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582141,0.743896249605233,0.0015130817529811784,0.0239687230859289,0.0
release_fullwidthrefamp,1,4.0,2.0,1.9331165831019377,1.7142901018148342,0.00017838446515368704,1.0744940970675026e-05,275.61699491592265,493.1302685167466,0.5589131564463331,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.05343465404627869,0.13018161514808932,-0.07674696110181076,-0.04458384202736343,0.0
release_fullwidthrefamp,2,4.0,2.0,1.9537573358242133,14.569714010877686,0.0015160856604848573,4.8742703638194025e-05,967.4493800784289,493.1302685167466,1.9618535746920482,1.972996496213957,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753528,0.13018161514808932,-0.3430654113956246,-0.8029100393696953,1.0
release_fullwidthrefamp,3,4.0,2.0,1.0000000000125084,3.1646296503910842,0.0003293029382814979,2.7402666416071107e-06,14441.27585373127,493.1302685167466,29.2849106528549,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582086,0.13018161514808932,0.6152277162101194,13.45589527226983,0.0
release_fullwidthrefamp_pointamp,1,4.0,2.0,1.9331165831019377,1.7142901018148342,0.00017838446515368704,1.0744940970675026e-05,275.61699491592265,493.1302685167466,0.5589131564463331,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.05343465404627869,0.13018161514808932,-0.07674696110181076,-0.04458384202736343,0.0
release_fullwidthrefamp_pointamp,2,4.0,2.0,1.9537573358242133,14.569714010877686,0.0015160856604848573,4.8742703638194025e-05,967.4493800784289,493.1302685167466,1.9618535746920482,1.972996496213957,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753528,0.13018161514808932,-0.3430654113956246,-0.8029100393696953,1.0
release_fullwidthrefamp_pointamp,3,4.0,2.0,1.0000000000125084,3.1646296503910842,0.0003293029382814979,2.7402666416071107e-06,14441.27585373127,493.1302685167466,29.2849106528549,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582086,0.13018161514808932,0.6152277162101194,13.45589527226983,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.0,2.0,1.9331165831019377,1.7142901018148342,0.00017838446515368704,1.0744940970675026e-05,275.61699491592265,493.1302685167466,0.5589131564463331,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.05343465404627869,0.13018161514808932,-0.07674696110181076,-0.04458384202736343,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.0,2.0,1.9537573358242133,14.569714010877686,0.0015160856604848573,4.8742703638194025e-05,967.4493800784289,493.1302685167466,1.9618535746920482,1.972996496213957,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624753528,0.13018161514808932,-0.3430654113956246,-0.8029100393696953,1.0
release_fullwidthrefamp_pointamp_widthboost,3,4.0,2.0,1.0000000000125084,3.1646296503910842,0.0003293029382814979,2.7402666416071107e-06,14441.27585373127,493.1302685167466,29.2849106528549,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582086,0.13018161514808932,0.6152277162101194,13.45589527226983,0.0
release_fullsumanchor,1,4.0,4.0,1.9331165831019377,3.3976056377325086,0.00019541905509883156,1.0744940970675008e-05,330.7697234421523,825.7305493006588,0.40057828031467796,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046282476,0.7437220753455821,-0.6902874212992995,-0.3982904383190646,0.0
release_fullsumanchor,2,4.0,4.0,1.9537573358242133,26.931117563702617,0.0015489889375644643,4.874270363819415e-05,1009.8977457646995,825.7305493006588,1.2230354643170445,0.19572779305927507,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.21288379624754064,0.7437220753455821,-0.9566058715931225,-1.960338806498766,1.0
release_fullsumanchor,3,4.0,4.0,1.0000000000125084,5.450580931239162,0.00031349941367336674,2.740266641607103e-06,13088.437938853047,825.7305493006588,15.850737204694825,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582139,0.7437220753455821,0.0016872560126319778,0.026721702137619374,0.0
release_fullwidthrefamp,1,4.0,4.0,1.9331165831019377,3.3976056377325086,0.00019541905509883156,1.0744940970675026e-05,330.76972344215113,447.0621254932153,0.7398741798519252,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.13015113470615847,-0.07671648065987963,-0.058994538781817374,0.0
release_fullwidthrefamp,2,4.0,4.0,1.9537573358242133,26.931117563702617,0.0015489889375644643,4.8742703638194025e-05,1009.8977457647044,447.0621254932153,2.2589651150845045,4.6113816808258505,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.2128837962475357,0.13015113470615847,-0.34303493095369425,-0.9244091557313059,0.0
release_fullwidthrefamp,3,4.0,4.0,1.0000000000125084,5.450580931239162,0.00031349941367336674,2.7402666416071107e-06,13088.437938852974,447.0621254932153,29.276552837960338,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582082,0.13015113470615847,0.6152581966520498,13.452537335403132,0.0
release_fullwidthrefamp_pointamp,1,4.0,4.0,1.9331165831019377,3.3976056377325086,0.00019541905509883156,1.0744940970675026e-05,330.76972344215113,447.0621254932153,0.7398741798519252,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.13015113470615847,-0.07671648065987963,-0.058994538781817374,0.0
release_fullwidthrefamp_pointamp,2,4.0,4.0,1.9537573358242133,26.931117563702617,0.0015489889375644643,4.8742703638194025e-05,1009.8977457647044,447.0621254932153,2.2589651150845045,4.6113816808258505,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.2128837962475357,0.13015113470615847,-0.34303493095369425,-0.9244091557313059,0.0
release_fullwidthrefamp_pointamp,3,4.0,4.0,1.0000000000125084,5.450580931239162,0.00031349941367336674,2.7402666416071107e-06,13088.437938852974,447.0621254932153,29.276552837960338,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582082,0.13015113470615847,0.6152581966520498,13.452537335403132,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.0,4.0,1.9331165831019377,3.3976056377325086,0.00019541905509883156,1.0744940970675026e-05,330.76972344215113,447.0621254932153,0.7398741798519252,,-1.2833623053236848e-11,0.0,1.015335038268006e-11,0.053434654046278895,0.13015113470615847,-0.07671648065987963,-0.058994538781817374,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.0,4.0,1.9537573358242133,26.931117563702617,0.0015489889375644643,4.8742703638194025e-05,1009.8977457647044,447.0621254932153,2.2589651150845045,4.6113816808258505,6.296074772629443e-12,0.0,1.015335038268006e-11,-0.2128837962475357,0.13015113470615847,-0.34303493095369425,-0.9244091557313059,0.0
release_fullwidthrefamp_pointamp_widthboost,3,4.0,4.0,1.0000000000125084,5.450580931239162,0.00031349941367336674,2.7402666416071107e-06,13088.437938852974,447.0621254932153,29.276552837960338,,1.2508438729163559e-11,0.0,1.015335038268006e-11,0.7454093313582082,0.13015113470615847,0.6152581966520498,13.452537335403132,0.0
release_fullsumanchor,1,4.8,0.2,1.0420580602912748,0.01899843144997034,7.82698228269612e-05,1.0744940970675008e-05,53.061635697507754,55.7454497109934,0.9518559088248529,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.7862979808379083,-0.5220200893667376,-1.2642778914711708,-2.4182234056792264,0.0
release_fullsumanchor,2,4.8,0.2,5.205782802107047,0.4044680097337006,0.0016663291148217285,4.874270363819415e-05,1168.6980935648114,55.7454497109934,20.964905649228907,2392.4095816451827,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09942671221994287,-0.5220200893667376,0.4225933771467947,7.225658356963546,0.0
release_fullsumanchor,3,4.8,0.2,0.6723030735668614,0.019572644833109484,8.063546969004688e-05,2.740266641607103e-06,865.8977122238248,55.7454497109934,15.533065330228444,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.5305913237780668,-0.5220200893667376,-0.008571234411329263,-0.13370975430242282,0.0
release_fullwidthrefamp,1,4.8,0.2,1.0420580602912748,0.01899843144997034,7.82698228269612e-05,1.0745037274410187e-05,53.060684558729506,85.77685330914905,0.6185897769820614,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.7863159061673957,-0.09106668169569405,-1.6952492244717015,-2.751489537522018,0.0
release_fullwidthrefamp,2,4.8,0.2,5.205782802107047,0.4044680097337006,0.0016663291148217285,4.8740963199956254e-05,1168.781558602547,85.77685330914905,13.625838597624139,934.1945588447257,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222154,-0.09106668169569405,-0.008288615966527605,-0.1134086946412225,0.0
release_fullwidthrefamp,3,4.8,0.2,0.6723030735668614,0.019572644833109484,8.063546969004688e-05,2.740609274417118e-06,865.6812155322187,85.77685330914905,10.092247292077854,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.5308413807512303,-0.09106668169569405,-0.43977469905553623,-5.574527792453013,0.0
release_fullwidthrefamp_pointamp,1,4.8,0.2,1.0420580602912748,0.01899843144997034,7.82698228269612e-05,1.0745037274410187e-05,53.060684558729506,85.77685330914905,0.6185897769820614,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.7863159061673957,-0.09106668169569405,-1.6952492244717015,-2.751489537522018,0.0
release_fullwidthrefamp_pointamp,2,4.8,0.2,5.205782802107047,0.4044680097337006,0.0016663291148217285,4.8740963199956254e-05,1168.781558602547,85.77685330914905,13.625838597624139,934.1945588447257,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222154,-0.09106668169569405,-0.008288615966527605,-0.1134086946412225,0.0
release_fullwidthrefamp_pointamp,3,4.8,0.2,0.6723030735668614,0.019572644833109484,8.063546969004688e-05,2.740609274417118e-06,865.6812155322187,85.77685330914905,10.092247292077854,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.5308413807512303,-0.09106668169569405,-0.43977469905553623,-5.574527792453013,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.8,0.2,1.0420580602912748,0.01899843144997034,7.82698228269612e-05,1.0745037274410187e-05,53.060684558729506,85.77685935313312,0.6185897333951688,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.7863159061673957,-0.09106661123398298,-1.6952492949334128,-2.7514895811089106,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.8,0.2,5.205782802107047,0.4044680097337006,0.0016663291148217285,4.8740963199956254e-05,1168.781558602547,85.77685935313312,13.62583763752427,934.1944121194063,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222154,-0.09106661123398298,-0.008288686428238561,-0.11340965474109055,0.0
release_fullwidthrefamp_pointamp_widthboost,3,4.8,0.2,0.6723030735668614,0.019572644833109484,8.063546969004688e-05,2.740609274417118e-06,865.6812155322187,85.77685935313312,10.092246580960865,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.5308413807512303,-0.09106661123398298,-0.4397747695172474,-5.5745285035700025,0.0
release_fullsumanchor,1,4.8,0.6,1.0420580602912748,0.05697232945552114,7.83836083190659e-05,1.0744940970675008e-05,53.21602554413443,55.654688940176115,0.9561822473096017,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.786297980837909,-0.5220056666068101,-1.2642923142310987,-2.4292634478415343,0.0
release_fullsumanchor,2,4.8,0.6,5.205782802107047,1.2112971610130168,0.0016665255420346807,4.874270363819415e-05,1168.97364253985,55.654688940176115,21.004045926775255,2401.9913543694597,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09942671221994323,-0.5220056666068101,0.422578954386867,7.238949717835419,0.0
release_fullsumanchor,3,4.8,0.6,0.6723030735668614,0.05856026337425395,8.056831783528262e-05,2.740266641607103e-06,864.4561028212256,55.654688940176115,15.532493654765364,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.5305913237780666,-0.5220056666068101,-0.008585657171256424,-0.13393078472770625,0.0
release_fullwidthrefamp,1,4.8,0.6,1.0420580602912748,0.05697232945552114,7.83836083190659e-05,1.0745037274410187e-05,53.215071637892116,85.6361778954396,0.6214087660809298,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.786315906167396,-0.09106416563756885,-1.6952517405298273,-2.7640369290702065,0.0
release_fullwidthrefamp,2,4.8,0.6,5.205782802107047,1.2112971610130168,0.0016665255420346807,4.8740963199956254e-05,1169.0571272564966,85.6361778954396,13.651439800172968,938.111107357889,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222179,-0.09106416563756885,-0.008291132024652944,-0.11365640876686811,0.0
release_fullwidthrefamp,3,4.8,0.6,0.6723030735668614,0.05856026337425395,8.056831783528262e-05,2.740609274417118e-06,864.2399665690363,85.6361778954396,10.091996020937078,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.53084138075123,-0.09106416563756885,-0.43977721511366125,-5.574428418555993,0.0
release_fullwidthrefamp_pointamp,1,4.8,0.6,1.0420580602912748,0.05697232945552114,7.83836083190659e-05,1.0745037274410187e-05,53.215071637892116,85.6361778954396,0.6214087660809298,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.786315906167396,-0.09106416563756885,-1.6952517405298273,-2.7640369290702065,0.0
release_fullwidthrefamp_pointamp,2,4.8,0.6,5.205782802107047,1.2112971610130168,0.0016665255420346807,4.8740963199956254e-05,1169.0571272564966,85.6361778954396,13.651439800172968,938.111107357889,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222179,-0.09106416563756885,-0.008291132024652944,-0.11365640876686811,0.0
release_fullwidthrefamp_pointamp,3,4.8,0.6,0.6723030735668614,0.05856026337425395,8.056831783528262e-05,2.740609274417118e-06,864.2399665690363,85.6361778954396,10.091996020937078,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.53084138075123,-0.09106416563756885,-0.43977721511366125,-5.574428418555993,0.0
release_fullwidthrefamp_pointamp_widthboost,1,4.8,0.6,1.0420580602912748,0.05697232945552114,7.83836083190659e-05,1.0745037274410187e-05,53.215071637892116,85.63618392934471,0.6214087222966163,,-0.6789120276976297,2.2204460492503128e-16,0.3873611448987869,-1.786315906167396,-0.09106409517780467,-1.6952518109895913,-2.7640369728545195,0.0
release_fullwidthrefamp_pointamp_widthboost,2,4.8,0.6,5.205782802107047,1.2112971610130168,0.0016665255420346807,4.8740963199956254e-05,1169.0571272564966,85.63618392934471,13.651438838295773,938.1109600531379,0.29768283177739446,2.2204460492503128e-16,0.3873611448987869,-0.09935529766222179,-0.09106409517780467,-0.008291202484416997,-0.1136573706440629,0.0
release_fullwidthrefamp_pointamp_widthboost,3,4.8,0.6,0.6723030735668614,0.05856026337425395,8.056831783528262e-05,2.740609274417118e-06,864.2399665690363,85.63618392934471,10.091995309857444,,-0.3970460377983321,2.2204460492503128e-16,0.3873611448987869,-0.53084138075123,-0.09106409517780467,-0.4397772855734254,-5.574429129635627,0.0
