region,count_points,p95_abs_delta_base,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_cf,mean_abs_improvement,median_abs_improvement,improved_fraction,worsened_fraction,mean_cf_shift_vs_base,p95_abs_cf_shift_vs_base,obs_acceptance_flip_fraction
D21_guard,123,2.102217055050133,1.3915418994079403,2.102232425909044,1.3915586879166426,0.2661327438605931,0.078448892469138,1.0,0.0,0.2661327438605931,0.710681614609124,0.04878048780487805
D60_hotspot,105,31.28593012120719,32.17758058738692,31.28639526077564,32.17805183432292,-0.7584067407813485,-0.8916448288798904,0.0,1.0,0.7584067407813485,1.1524092630794116,0.0
