alpha,p95_abs_delta_mu,max_abs_delta_mu,p95_abs_delta_log_mu,acceptance_mismatch
0.0,49.24087962881938,51.78203746770311,1.8879922399153746,0.14285714285714285
0.25,44.67785345183616,44.88873393612215,1.4696195318960905,0.09523809523809523
0.5,32.12759114499154,37.74853191974549,1.0512468238768067,0.09523809523809523
0.75,8.504314241533798,27.21245325234522,0.6328741158575232,0.09523809523809523
1.0,11.202097050558244,35.2277319993074,0.5613987451559262,0.0761904761904762
