alpha_center,taper,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.8125,0.02,6.4,0.6,57.04338731501917,59.87747789531799,-2.8340905802988203,-0.04848828009922502,0.0
0.8125,0.03,6.4,0.6,55.655349269126816,59.87747789531799,-4.2221286261911715,-0.07312224281128075,0.0
0.8125,0.04,6.4,0.6,54.30108638469541,59.87747789531799,-5.576391510622578,-0.0977562055233367,0.0
0.825,0.0,6.4,0.6,61.79809495778292,59.87747789531799,1.9206170624649346,0.031572098714956344,0.0
0.825,0.01,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.825,0.02,6.4,0.6,58.827216451584114,59.87747789531799,-1.0502614437338735,-0.01769582670915533,0.0
0.825,0.03,6.4,0.6,57.39577245058517,59.87747789531799,-2.4817054447328175,-0.042329789421211135,0.0
0.825,0.04,6.4,0.6,55.999159809143784,59.87747789531799,-3.878318086174204,-0.0669637521332672,0.0
0.8,0.0,6.4,1.0,58.107427551103044,59.8777986807895,-1.7703711296864597,-0.030012300200169078,0.0
0.8,0.01,6.4,1.0,56.69349962948523,59.8777986807895,-3.184299051304272,-0.05464623751897394,0.0
0.8,0.02,6.4,1.0,55.313976813234916,59.8777986807895,-4.563821867554587,-0.07928017483777892,0.0
0.8,0.03,6.4,1.0,53.96802192299008,59.8777986807895,-5.9097767577994205,-0.10391411215658423,0.0
0.8,0.04,6.4,1.0,52.65481815047253,59.8777986807895,-7.222980530316974,-0.12854804947538945,0.0
0.8125,0.0,6.4,1.0,59.92452886105761,59.8777986807895,0.04673018026810638,0.0007801214483373588,0.0
0.8125,0.01,6.4,1.0,58.466385416797806,59.8777986807895,-1.4114132639916974,-0.02385381587046768,0.0
0.8125,0.02,6.4,1.0,57.04372297413198,59.8777986807895,-2.834075706657522,-0.048487753189272814,0.0
0.8125,0.03,6.4,1.0,55.65567817391734,59.8777986807895,-4.222120506872166,-0.07312169050807805,0.0
0.8125,0.04,6.4,1.0,54.30140866512744,59.8777986807895,-5.576390015662064,-0.09775562782688291,0.0
0.825,0.0,6.4,1.0,61.798453494807305,59.8777986807895,1.9206548140178015,0.03157254309684372,0.0
0.825,0.01,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.825,0.02,6.4,1.0,58.827560739963545,59.8777986807895,-1.0502379408259586,-0.017695331540766926,0.0
0.825,0.03,6.4,1.0,57.396109818861405,59.8777986807895,-2.481688861928099,-0.04232926885957181,0.0
0.825,0.04,6.4,1.0,55.999490390239146,59.8777986807895,-3.8783082905503576,-0.06696320617837677,0.0
0.8,0.0,6.4,2.0,58.108279559555726,59.878600621788785,-1.7703210622330587,-0.030011030535818217,0.0
0.8,0.01,6.4,2.0,56.69433450515653,59.878600621788785,-3.1842661166322515,-0.05464490437140573,0.0
0.8,0.02,6.4,2.0,55.31479488543917,59.878600621788785,-4.5638057363496145,-0.07927877820699339,0.0
0.8,0.03,6.4,2.0,53.96882351515946,59.878600621788785,-5.909777106629328,-0.10391265204258075,0.0
0.8,0.04,6.4,2.0,52.65560358024823,59.878600621788785,-7.222997041540552,-0.12854652587816845,0.0
0.8125,0.0,6.4,2.0,59.92540275769576,59.878600621788785,0.04680213590697235,0.0007813117586661225,0.0
0.8125,0.01,6.4,2.0,58.467241760599265,59.878600621788785,-1.4113588611895196,-0.023852562076921515,0.0
0.8125,0.02,6.4,2.0,57.04456210189361,59.878600621788785,-2.8340385198951736,-0.048486435912509125,0.0
0.8125,0.03,6.4,2.0,55.65650041643839,59.878600621788785,-4.222100205350394,-0.07312030974809663,0.0
0.8125,0.04,6.4,2.0,54.30221434730199,59.878600621788785,-5.576386274486794,-0.09775418358368423,0.0
0.825,0.0,6.4,2.0,61.79934981540016,59.878600621788785,1.9207491936113783,0.03157365405315052,0.0
0.825,0.01,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.825,0.02,6.4,2.0,58.82842144016317,59.878600621788785,-1.0501791816256159,-0.017694093618024542,0.0
0.825,0.03,6.4,2.0,57.39695321938788,59.878600621788785,-2.4816474024009025,-0.042327967453612184,0.0
0.825,0.04,6.4,2.0,56.00031682338242,59.878600621788785,-3.8782837984063647,-0.06696184128919985,0.0
0.8,0.0,6.4,4.0,58.10998349094829,59.88020440872969,-1.7702209177814012,-0.03000849119807995,0.0
0.8,0.01,6.4,4.0,56.69600417341006,59.88020440872969,-3.1842002353196293,-0.05464223806678071,0.0
0.8,0.02,6.4,4.0,55.31643094911634,59.88020440872969,-4.563773459613351,-0.07927598493548127,0.0
0.8,0.03,6.4,4.0,53.970426621060305,59.88020440872969,-5.909777787669384,-0.10390973180418181,0.0
0.8,0.04,6.4,4.0,52.65717436359268,59.88020440872969,-7.223030045137008,-0.1285434786728826,0.0
0.8125,0.0,6.4,4.0,59.92715046233414,59.88020440872969,0.04694605360445081,0.0007836923877958713,0.0
0.8125,0.01,6.4,4.0,58.46895436207297,59.88020440872969,-1.4112500466567184,-0.023850054480904905,0.0
0.8125,0.02,6.4,4.0,57.04624027372813,59.88020440872969,-2.8339641350015583,-0.04848380134960573,0.0
0.8125,0.03,6.4,4.0,55.6581448201658,59.88020440872969,-4.222059588563887,-0.07311754821830631,0.0
0.8125,0.04,6.4,4.0,54.30382563264581,59.88020440872969,-5.576378776083878,-0.09775129508700685,0.0
0.825,0.0,6.4,4.0,61.80114236471331,59.88020440872969,1.920937955983618,0.031575875973671626,0.0
0.825,0.01,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.825,0.02,6.4,4.0,58.830142753812446,59.88020440872969,-1.0500616549172435,-0.017691617763729652,0.0
0.825,0.03,6.4,4.0,57.398639936148264,59.88020440872969,-2.481564472581425,-0.04232536463243023,0.0
0.825,0.04,6.4,4.0,56.00196960776691,59.88020440872969,-3.8782348009627796,-0.06695911150113117,0.0
0.8,0.0,7.2,0.2,2.7527151425708123,3.531394482587155,-0.7786793400163425,-0.2491050813331515,0.0
0.8,0.01,7.2,0.2,2.7522306634248324,3.531394482587155,-0.7791638191623225,-0.2492810972883688,0.0
0.8,0.02,7.2,0.2,2.751746269547407,3.531394482587155,-0.779648213039748,-0.24945711324358638,0.0
0.8,0.03,7.2,0.2,2.75126196092353,3.531394482587155,-0.7801325216636248,-0.24963312919880354,0.0
0.8,0.04,7.2,0.2,2.750777737538196,3.531394482587155,-0.7806167450489587,-0.24980914515402075,0.0
0.8125,0.0,7.2,0.2,2.7637597374836402,3.531394482587155,-0.7676347451035146,-0.2451008540284914,0.0
0.8125,0.01,7.2,0.2,2.7632733144838157,3.531394482587155,-0.7681211681033391,-0.24527686998370893,0.0
0.8125,0.02,7.2,0.2,2.7627869770946663,3.531394482587155,-0.7686075054924886,-0.24545288593892622,0.0
0.8125,0.03,7.2,0.2,2.7623007253011234,3.531394482587155,-0.7690937572860315,-0.24562890189414344,0.0
0.8125,0.04,7.2,0.2,2.7618145590881222,3.531394482587155,-0.7695799234990326,-0.24580491784936087,0.0
0.825,0.0,7.2,0.2,2.7748486461269013,3.531394482587155,-0.7565458364602535,-0.24109662672383142,0.0
0.825,0.01,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.825,0.02,7.2,0.2,2.773871982775257,3.531394482587155,-0.7575224998118979,-0.2414486586342663,0.0
0.825,0.03,7.2,0.2,2.773383780015556,3.531394482587155,-0.7580107025715987,-0.24162467458948353,0.0
0.825,0.04,7.2,0.2,2.772895663179768,3.531394482587155,-0.7584988194073867,-0.24180069054470094,0.0
0.8,0.0,7.2,0.6,2.7527157118855614,3.5313951278523286,-0.7786794159667672,-0.24910505723629353,0.0
0.8,0.01,7.2,0.6,2.7522312328215857,3.5313951278523286,-0.7791638950307429,-0.2492810731253085,0.0
0.8,0.02,7.2,0.6,2.751746839026119,3.5313951278523286,-0.7796482888262095,-0.24945708901432329,0.0
0.8,0.03,7.2,0.6,2.7512625304841536,3.5313951278523286,-0.780132597368175,-0.2496331049033382,0.0
0.8,0.04,7.2,0.6,2.7507783071806844,3.5313951278523286,-0.7806168206716442,-0.24980912079235326,0.0
0.8125,0.0,7.2,0.6,2.7637603049202535,3.5313951278523286,-0.7676348229320751,-0.24510083143768713,0.0
0.8125,0.01,7.2,0.6,2.7632738820034954,3.5313951278523286,-0.7681212458488331,-0.24527684732670216,0.0
0.8125,0.02,7.2,0.6,2.7627875446973653,3.5313951278523286,-0.7686075831549632,-0.24545286321571708,0.0
0.8125,0.03,7.2,0.6,2.762301292986795,3.5313951278523286,-0.7690938348655334,-0.24562887910473197,0.0
0.8125,0.04,7.2,0.6,2.7618151268567197,3.5313951278523286,-0.7695800009956089,-0.24580489499374694,0.0
0.825,0.0,7.2,0.6,2.7748492116611434,3.5313951278523286,-0.7565459161911852,-0.24109660563908072,0.0
0.825,0.01,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.825,0.02,7.2,0.6,2.7738725484777222,3.5313951278523286,-0.7575225793746063,-0.24144863741711056,0.0
0.825,0.03,7.2,0.6,2.773384345802062,3.5313951278523286,-0.7580107820502664,-0.24162465330612565,0.0
0.825,0.04,7.2,0.6,2.7728962290502683,3.5313951278523286,-0.7584988988020602,-0.2418006691951404,0.0
0.8,0.0,7.2,1.0,2.7527162811121286,3.5313957730086396,-0.778679491896511,-0.2491050331406522,0.0
0.8,0.01,7.2,1.0,2.752231802130164,3.5313957730086396,-0.7791639708784754,-0.24928104896346806,0.0
0.8,0.02,7.2,1.0,2.7517474084166618,3.5313957730086396,-0.7796483645919778,-0.249457064786284,0.0
0.8,0.03,7.2,1.0,2.7512630999566143,3.5313957730086396,-0.7801326730520253,-0.24963308060909983,0.0
0.8,0.04,7.2,1.0,2.7507788767350174,3.5313957730086396,-0.7806168962736222,-0.24980909643191554,0.0
0.8125,0.0,7.2,1.0,2.7637608722685405,3.5313957730086396,-0.7676349007400991,-0.24510080884802335,0.0
0.8125,0.01,7.2,1.0,2.763274449434855,3.5313957730086396,-0.7681213235737845,-0.2452768246708392,0.0
0.8125,0.02,7.2,1.0,2.7627881122117506,3.5313957730086396,-0.768607660796889,-0.24545284049365518,0.0
0.8125,0.03,7.2,1.0,2.7623018605841594,3.5313957730086396,-0.7690939124244802,-0.24562885631647097,0.0
0.8125,0.04,7.2,1.0,2.7618156945370167,3.5313957730086396,-0.7695800784716229,-0.24580487213928678,0.0
0.825,0.0,7.2,1.0,2.774849777106914,3.5313957730086396,-0.7565459959017256,-0.24109658455539437,0.0
0.825,0.01,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.825,0.02,7.2,1.0,2.7738731140917285,3.5313957730086396,-0.7575226589169111,-0.24144861620102626,0.0
0.825,0.03,7.2,1.0,2.773384911500116,3.5313957730086396,-0.7580108615085237,-0.24162463202384202,0.0
0.825,0.04,7.2,1.0,2.772896794832322,3.5313957730086396,-0.7584989781763176,-0.24180064784665783,0.0
0.8,0.0,7.2,2.0,2.7527177042163324,3.5313973859490524,-0.77867968173272,-0.24910497290191874,0.0
0.8,0.01,7.2,2.0,2.7522332254393866,3.5313973859490524,-0.7791641605096657,-0.24928098855923786,0.0
0.8,0.02,7.2,2.0,2.751748831930786,3.5313973859490524,-0.7796485540182663,-0.24945700421655734,0.0
0.8,0.03,7.2,2.0,2.751264523675525,3.5313973859490524,-0.7801328622735273,-0.24963301987387637,0.0
0.8,0.04,7.2,2.0,2.7507803006585974,3.5313973859490524,-0.780617085290455,-0.24980903553119585,0.0
0.8125,0.0,7.2,2.0,2.7637622906772505,3.5313973859490524,-0.7676350952718018,-0.24510075237421072,0.0
0.8125,0.01,7.2,2.0,2.763275868051238,3.5313973859490524,-0.7681215178978142,-0.24527676803152976,0.0
0.8125,0.02,7.2,2.0,2.7627895310356885,3.5313973859490524,-0.7686078549133639,-0.2454527836888492,0.0
0.8125,0.03,7.2,2.0,2.7623032796155353,3.5313973859490524,-0.769094106333517,-0.24562879934616855,0.0
0.8125,0.04,7.2,2.0,2.761817113775714,3.5313973859490524,-0.7695802721733385,-0.2458048150034878,0.0
0.825,0.0,7.2,2.0,2.774851190759542,3.5313973859490524,-0.7565461951895105,-0.24109653184650268,0.0
0.825,0.01,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.825,0.02,7.2,2.0,2.773874528164927,3.5313973859490524,-0.7575228577841253,-0.24144856316114136,0.0
0.825,0.03,7.2,2.0,2.773386325783423,3.5313973859490524,-0.7580110601656296,-0.24162457881846064,0.0
0.825,0.04,7.2,2.0,2.77289820932562,3.5313973859490524,-0.7584991766234324,-0.24180059447577965,0.0
0.8,0.0,7.2,4.0,2.7527205503753898,3.5314006117660255,-0.7786800613906357,-0.24910485242447414,0.0
0.8,0.01,7.2,4.0,2.752236072008491,3.5314006117660255,-0.7791645397575344,-0.2492808677508001,0.0
0.8,0.02,7.2,4.0,2.751751678909705,3.5314006117660255,-0.7796489328563205,-0.24945688307712632,0.0
0.8,0.03,7.2,4.0,2.7512673710640256,3.5314006117660255,-0.7801332407019999,-0.24963289840345232,0.0
0.8,0.04,7.2,4.0,2.750783148456448,3.5314006117660255,-0.7806174633095777,-0.24980891372977845,0.0
0.8125,0.0,7.2,4.0,2.763765127445094,3.5314006117660255,-0.7676354843209316,-0.2451006394266065,0.0
0.8125,0.01,7.2,4.0,2.7632787052344363,3.5314006117660255,-0.7681219065315892,-0.24527665475293245,0.0
0.8125,0.02,7.2,4.0,2.762792368634008,3.5314006117660255,-0.7686082431320176,-0.24545267007925856,0.0
0.8125,0.03,7.2,4.0,2.7623061176287416,3.5314006117660255,-0.7690944941372839,-0.2456286854055847,0.0
0.8125,0.04,7.2,4.0,2.761819952203573,3.5314006117660255,-0.7695806595624526,-0.24580470073191069,0.0
0.825,0.0,7.2,4.0,2.774854018014994,3.5314006117660255,-0.7565465937510316,-0.24109642642873894,0.0
0.825,0.01,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.825,0.02,7.2,4.0,2.7738773562615413,3.5314006117660255,-0.7575232555044842,-0.24144845708139095,0.0
0.825,0.03,7.2,4.0,2.773389154300265,3.5314006117660255,-0.7580114574657606,-0.24162447240771698,0.0
0.825,0.04,7.2,4.0,2.772901038262454,3.5314006117660255,-0.7584995735035713,-0.24180048773404272,0.0
0.8,0.0,8.0,0.2,2.0021490115083624,2.3245432700992796,-0.3223942585909172,-0.14930246732780694,1.0
0.8,0.01,8.0,0.2,2.0021490147630985,2.3245432700992796,-0.32239425533618116,-0.14930246570218578,1.0
0.8,0.02,8.0,0.2,2.0021490180178336,2.3245432700992796,-0.322394252081446,-0.14930246407656486,1.0
0.8,0.03,8.0,0.2,2.0021490212725697,2.3245432700992796,-0.32239424882671,-0.1493024624509437,1.0
0.8,0.04,8.0,0.2,2.0021490245273057,2.3245432700992796,-0.32239424557197394,-0.1493024608253224,1.0
0.8125,0.0,8.0,0.2,2.002016584928432,2.3245432700992796,-0.3225266851708475,-0.14936861173506955,1.0
0.8125,0.01,8.0,0.2,2.002016588182953,2.3245432700992796,-0.32252668191632683,-0.1493686101094482,1.0
0.8125,0.02,8.0,0.2,2.002016591437473,2.3245432700992796,-0.3225266786618066,-0.14936860848382727,1.0
0.8125,0.03,8.0,0.2,2.0020165946919937,2.3245432700992796,-0.32252667540728597,-0.14936860685820608,1.0
0.8125,0.04,8.0,0.2,2.0020165979465143,2.3245432700992796,-0.3225266721527653,-0.14936860523258477,1.0
0.825,0.0,8.0,0.2,2.00188416710749,2.3245432700992796,-0.32265910299178957,-0.14943475614233184,1.0
0.825,0.01,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.825,0.02,8.0,0.2,2.0018841736161006,2.3245432700992796,-0.32265909648317903,-0.14943475289108954,1.0
0.825,0.03,8.0,0.2,2.001884176870406,2.3245432700992796,-0.32265909322887376,-0.14943475126546835,1.0
0.825,0.04,8.0,0.2,2.0018841801247107,2.3245432700992796,-0.32265908997456894,-0.1494347496398474,1.0
0.8,0.0,8.0,0.6,2.002149006330148,2.3245432642222132,-0.3223942578920651,-0.14930246738586797,1.0
0.8,0.01,8.0,0.6,2.0021490095848837,2.3245432642222132,-0.3223942546373295,-0.14930246576024692,1.0
0.8,0.02,8.0,0.6,2.0021490128396193,2.3245432642222132,-0.3223942513825939,-0.14930246413462586,1.0
0.8,0.03,8.0,0.6,2.002149016094355,2.3245432642222132,-0.32239424812785833,-0.14930246250900484,1.0
0.8,0.04,8.0,0.6,2.0021490193490905,2.3245432642222132,-0.32239424487312274,-0.14930246088338378,1.0
0.8125,0.0,8.0,0.6,2.0020165797578255,2.3245432642222132,-0.3225266844643877,-0.1493686117895015,1.0
0.8125,0.01,8.0,0.6,2.0020165830123458,2.3245432642222132,-0.3225266812098675,-0.14936861016388056,1.0
0.8125,0.02,8.0,0.6,2.0020165862668664,2.3245432642222132,-0.32252667795534684,-0.14936860853825923,1.0
0.8125,0.03,8.0,0.6,2.0020165895213866,2.3245432642222132,-0.32252667470082663,-0.1493686069126383,1.0
0.8125,0.04,8.0,0.6,2.002016592775907,2.3245432642222132,-0.3225266714463064,-0.14936860528701723,1.0
0.825,0.0,8.0,0.6,2.00188416194449,2.3245432642222132,-0.32265910227772343,-0.14943475619313518,1.0
0.825,0.01,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.825,0.02,8.0,0.6,2.0018841684531,2.3245432642222132,-0.32265909576911334,-0.149434752941893,1.0
0.825,0.03,8.0,0.6,2.001884171707405,2.3245432642222132,-0.32265909251480807,-0.14943475131627182,1.0
0.825,0.04,8.0,0.6,2.00188417496171,2.3245432642222132,-0.32265908926050324,-0.14943474969065088,1.0
0.8,0.0,8.0,1.0,2.0021490011304652,2.324543258320207,-0.3223942571897416,-0.14930246744392278,1.0
0.8,0.01,8.0,1.0,2.0021490043852004,2.324543258320207,-0.3223942539350064,-0.14930246581830187,1.0
0.8,0.02,8.0,1.0,2.002149007639936,2.324543258320207,-0.32239425068027083,-0.1493024641926808,1.0
0.8,0.03,8.0,1.0,2.0021490108946716,2.324543258320207,-0.32239424742553524,-0.14930246256705978,1.0
0.8,0.04,8.0,1.0,2.0021490141494067,2.324543258320207,-0.3223942441708001,-0.14930246094143898,1.0
0.8125,0.0,8.0,1.0,2.0020165745657508,2.324543258320207,-0.32252668375445603,-0.14936861184392777,1.0
0.8125,0.01,8.0,1.0,2.0020165778202705,2.324543258320207,-0.32252668049993627,-0.14936861021830697,1.0
0.8125,0.02,8.0,1.0,2.0020165810747907,2.324543258320207,-0.32252667724541606,-0.14936860859268603,1.0
0.8125,0.03,8.0,1.0,2.002016584329311,2.324543258320207,-0.32252667399089585,-0.14936860696706497,1.0
0.8125,0.04,8.0,1.0,2.002016587583831,2.324543258320207,-0.32252667073637564,-0.14936860534144406,1.0
0.825,0.0,8.0,1.0,2.001884156760022,2.324543258320207,-0.32265910156018496,-0.1494347562439331,1.0
0.825,0.01,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.825,0.02,8.0,1.0,2.0018841632686315,2.324543258320207,-0.3226590950515753,-0.14943475299269118,1.0
0.825,0.03,8.0,1.0,2.0018841665229368,2.324543258320207,-0.32265909179727004,-0.14943475136707013,1.0
0.825,0.04,8.0,1.0,2.0018841697772416,2.324543258320207,-0.3226590885429652,-0.14943474974144919,1.0
0.8,0.0,8.0,2.0,2.0021489876535923,2.3245432430099426,-0.32239425535635036,-0.14930246758877277,1.0
0.8,0.01,8.0,2.0,2.0021489909083274,2.3245432430099426,-0.3223942521016152,-0.14930246596315197,1.0
0.8,0.02,8.0,2.0,2.0021489941630626,2.3245432430099426,-0.32239424884688006,-0.14930246433753105,1.0
0.8,0.03,8.0,2.0,2.0021489974177973,2.3245432430099426,-0.32239424559214536,-0.14930246271191042,1.0
0.8,0.04,8.0,2.0,2.0021490006725324,2.3245432430099426,-0.3223942423374102,-0.1493024610862896,1.0
0.8125,0.0,8.0,2.0,2.0020165611078937,2.3245432430099426,-0.3225266819020489,-0.14936861197972473,1.0
0.8125,0.01,8.0,2.0,2.0020165643624135,2.3245432430099426,-0.32252667864752915,-0.14936861035410393,1.0
0.8125,0.02,8.0,2.0,2.0020165676169333,2.3245432430099426,-0.3225266753930094,-0.14936860872848312,1.0
0.8125,0.03,8.0,2.0,2.0020165708714526,2.3245432430099426,-0.32252667213849007,-0.14936860710286257,1.0
0.8125,0.04,8.0,2.0,2.0020165741259723,2.3245432430099426,-0.3225266688839703,-0.14936860547724176,1.0
0.825,0.0,8.0,2.0,2.0018841433211785,2.3245432430099426,-0.32265909968876416,-0.14943475637067682,1.0
0.825,0.01,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.825,0.02,8.0,2.0,2.0018841498297872,2.3245432430099426,-0.3226590931801554,-0.1494347531194353,1.0
0.825,0.03,8.0,2.0,2.0018841530840916,2.3245432430099426,-0.322659089925851,-0.14943475149381463,1.0
0.825,0.04,8.0,2.0,2.001884156338396,2.3245432430099426,-0.32265908667154664,-0.14943474986819394,1.0
0.8,0.0,8.0,4.0,2.0021489604517124,2.324543212101218,-0.32239425164950575,-0.149302467878427,1.0
0.8,0.01,8.0,4.0,2.0021489637064462,2.324543212101218,-0.32239424839477193,-0.14930246625280683,1.0
0.8,0.02,8.0,4.0,2.0021489669611805,2.324543212101218,-0.32239424514003767,-0.14930246462718644,1.0
0.8,0.03,8.0,4.0,2.002148970215914,2.324543212101218,-0.3223942418853043,-0.14930246300156644,1.0
0.8,0.04,8.0,4.0,2.002148973470648,2.324543212101218,-0.32239423863057004,-0.14930246137594602,1.0
0.8125,0.0,8.0,4.0,2.0020165339440563,2.324543212101218,-0.32252667815716185,-0.14936861225127568,1.0
0.8125,0.01,8.0,4.0,2.0020165371985748,2.324543212101218,-0.3225266749026434,-0.1493686106256555,1.0
0.8125,0.02,8.0,4.0,2.0020165404530936,2.324543212101218,-0.32252667164812454,-0.1493686090000351,1.0
0.8125,0.03,8.0,4.0,2.0020165437076125,2.324543212101218,-0.32252666839360566,-0.14936860737441468,1.0
0.8125,0.04,8.0,4.0,2.002016546962131,2.324543212101218,-0.32252666513908723,-0.14936860574879454,1.0
0.825,0.0,8.0,4.0,2.0018841161953786,2.324543212101218,-0.3226590959058395,-0.14943475662412434,1.0
0.825,0.01,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.825,0.02,8.0,4.0,2.0018841227039856,2.324543212101218,-0.32265908939723253,-0.14943475337288373,1.0
0.825,0.03,8.0,4.0,2.001884125958289,2.324543212101218,-0.32265908614292904,-0.14943475174726342,1.0
0.825,0.04,8.0,4.0,2.001884129212592,2.324543212101218,-0.322659082888626,-0.14943475012164326,1.0
0.8,0.0,8.8,0.2,1.284813626500386,1.58369053588783,-0.29887690938744393,-0.20914423546228694,0.0
0.8,0.01,8.8,0.2,1.2848136265001473,1.58369053588783,-0.29887690938768263,-0.20914423546247266,0.0
0.8,0.02,8.8,0.2,1.2848136264999088,1.58369053588783,-0.2988769093879211,-0.20914423546265837,0.0
0.8,0.03,8.8,0.2,1.2848136264996701,1.58369053588783,-0.2988769093881598,-0.20914423546284405,0.0
0.8,0.04,8.8,0.2,1.2848136264994314,1.58369053588783,-0.2988769093883985,-0.2091442354630299,0.0
0.8125,0.0,8.8,0.2,1.2859428959604144,1.58369053588783,-0.2977476399274155,-0.20826568510343532,0.0
0.8125,0.01,8.8,0.2,1.2859428959601755,1.58369053588783,-0.2977476399276544,-0.208265685103621,0.0
0.8125,0.02,8.8,0.2,1.285942895959937,1.58369053588783,-0.2977476399278929,-0.20826568510380655,0.0
0.8125,0.03,8.8,0.2,1.2859428959596981,1.58369053588783,-0.2977476399281318,-0.20826568510399235,0.0
0.8125,0.04,8.8,0.2,1.2859428959594592,1.58369053588783,-0.2977476399283707,-0.20826568510417803,0.0
0.825,0.0,8.8,0.2,1.2870731579764738,1.58369053588783,-0.2966173779113561,-0.2073871347445835,0.0
0.825,0.01,8.8,0.2,1.287073157976235,1.58369053588783,-0.29661737791159504,-0.20738713474476916,0.0
0.825,0.02,8.8,0.2,1.2870731579759958,1.58369053588783,-0.2966173779118342,-0.20738713474495496,0.0
0.825,0.03,8.8,0.2,1.2870731579757566,1.58369053588783,-0.2966173779120733,-0.20738713474514076,0.0
0.825,0.04,8.8,0.2,1.2870731579755177,1.58369053588783,-0.29661737791231224,-0.20738713474532638,0.0
0.8,0.0,8.8,0.6,1.2848136235779064,1.58369053214171,-0.29887690856380367,-0.20914423537148324,0.0
0.8,0.01,8.8,0.6,1.284813623577668,1.58369053214171,-0.29887690856404214,-0.20914423537166882,0.0
0.8,0.02,8.8,0.6,1.2848136235774292,1.58369053214171,-0.29887690856428084,-0.20914423537185464,0.0
0.8,0.03,8.8,0.6,1.2848136235771903,1.58369053214171,-0.29887690856451976,-0.20914423537204063,0.0
0.8,0.04,8.8,0.6,1.2848136235769518,1.58369053214171,-0.29887690856475824,-0.20914423537222618,0.0
0.8125,0.0,8.8,0.6,1.2859428930280683,1.58369053214171,-0.29774763911364177,-0.2082656850183067,0.0
0.8125,0.01,8.8,0.6,1.2859428930278294,1.58369053214171,-0.2977476391138807,-0.20826568501849252,0.0
0.8125,0.02,8.8,0.6,1.2859428930275905,1.58369053214171,-0.2977476391141196,-0.20826568501867831,0.0
0.8125,0.03,8.8,0.6,1.2859428930273515,1.58369053214171,-0.29774763911435853,-0.208265685018864,0.0
0.8125,0.04,8.8,0.6,1.285942893027113,1.58369053214171,-0.297747639114597,-0.20826568501904955,0.0
0.825,0.0,8.8,0.6,1.2870731550342458,1.58369053214171,-0.2966173771074643,-0.20738713466513017,0.0
0.825,0.01,8.8,0.6,1.2870731550340069,1.58369053214171,-0.2966173771077032,-0.20738713466531583,0.0
0.825,0.02,8.8,0.6,1.2870731550337677,1.58369053214171,-0.29661737710794234,-0.20738713466550163,0.0
0.825,0.03,8.8,0.6,1.2870731550335286,1.58369053214171,-0.2966173771081815,-0.2073871346656874,0.0
0.825,0.04,8.8,0.6,1.2870731550332897,1.58369053214171,-0.2966173771084204,-0.20738713466587305,0.0
0.8,0.0,8.8,1.0,1.284813620037304,1.5836905276071858,-0.29887690756988183,-0.20914423526395143,0.0
0.8,0.01,8.8,1.0,1.2848136200370655,1.5836905276071858,-0.2988769075701203,-0.209144235264137,0.0
0.8,0.02,8.8,1.0,1.2848136200368268,1.5836905276071858,-0.298876907570359,-0.20914423526432283,0.0
0.8,0.03,8.8,1.0,1.2848136200365883,1.5836905276071858,-0.2988769075705975,-0.2091442352645084,0.0
0.8,0.04,8.8,1.0,1.2848136200363496,1.5836905276071858,-0.2988769075708362,-0.20914423526469425,0.0
0.8125,0.0,8.8,1.0,1.2859428894757117,1.5836905276071858,-0.2977476381314741,-0.20826568491749545,0.0
0.8125,0.01,8.8,1.0,1.2859428894754728,1.5836905276071858,-0.297747638131713,-0.20826568491768127,0.0
0.8125,0.02,8.8,1.0,1.2859428894752338,1.5836905276071858,-0.29774763813195193,-0.20826568491786693,0.0
0.8125,0.03,8.8,1.0,1.285942889474995,1.5836905276071858,-0.29774763813219085,-0.20826568491805275,0.0
0.8125,0.04,8.8,1.0,1.2859428894747562,1.5836905276071858,-0.29774763813242955,-0.20826568491823844,0.0
0.825,0.0,8.8,1.0,1.2870731514701166,1.5836905276071858,-0.2966173761370692,-0.2073871345710398,0.0
