candidate_mode,decision,go_flag,n_gates,n_passed,n_failed,promotion_gate_go_flag,d60e21_reviewer_base,d60e21_reviewer_candidate,d21e41_reviewer_base,d21e41_reviewer_candidate,d21e41_complement_base,d21e41_complement_candidate,d100e41_drift_parent,d100e41_drift_candidate
cell_direct_runtime_release_fullwidthrefamp_pointamp2_widthboost_twolobe_d8compd60snapmaplate,GO_branch_switch_recommended,1,22,22,0,1,31.28593012120719,18.575780513798147,2.102217055050133,0.8910235355256485,0.7569947064696276,0.7569947064696276,1.041924642067773,0.934938912855249
