taper_peak,center_D,sigma_D,D,eta,delta_mu,acceptance_mismatch,refamp_beta_new
-0.25,5.82,0.08,5.627118644067797,2.29,14.056644540419171,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,2.4800000000000004,14.057508455763262,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,2.6700000000000004,14.058372675490247,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,2.8600000000000003,14.059237199670825,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,3.0500000000000003,14.060102028377464,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,3.24,14.060967161678164,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,3.43,14.061832599650216,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,3.62,14.062698342366701,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,3.81,14.06356438989809,0.0,0.936523078403438
-0.25,5.82,0.08,5.627118644067797,4.0,14.064430742317384,0.0,0.936523078403438
-0.25,5.82,0.08,5.898305084745763,0.2,-10.849679795598,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,0.39,-10.848109654590353,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,0.5800000000000001,-10.846539204840575,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,0.77,-10.844969007287794,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,0.96,-10.84339856709331,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,1.15,-10.841828684314969,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,1.34,-10.840258723991816,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,1.53,-10.838688455089283,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,1.72,-10.837117877551762,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,1.91,-10.835546991331718,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,2.1,-10.833977033858744,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,2.29,-10.832407881667791,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,2.4800000000000004,-10.830838421125947,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,2.6700000000000004,-10.829268652175926,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,2.8600000000000003,-10.827698574784598,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,3.0500000000000003,-10.82612818888235,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,3.24,-10.82455749444511,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,3.43,-10.822986491408663,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,3.62,-10.821415179736206,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,3.81,-10.819843559375713,0.0,0.5786809445247175
-0.25,5.82,0.08,5.898305084745763,4.0,-10.818271630266509,0.0,0.5786809445247175
-0.25,5.82,0.08,6.169491525423729,0.2,-0.6768470163898428,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,0.39,-0.6748225278751079,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,0.5800000000000001,-0.6727978466123972,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,0.77,-0.6707734304845019,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,0.96,-0.6687488755578812,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,1.15,-0.6667248350788384,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,1.34,-0.6647007905500146,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,1.53,-0.6626765533172687,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,1.72,-0.6606521234224942,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,1.91,-0.6586275008266114,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,2.1,-0.6566036956910608,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,2.29,-0.6545806072516314,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,2.4800000000000004,-0.6525573262856454,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,2.6700000000000004,-0.6505338528259585,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,2.8600000000000003,-0.6485101868216105,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,3.0500000000000003,-0.6464863282477751,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,3.24,-0.6444622770890902,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,3.43,-0.6424380333225059,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,3.62,-0.6404135969324045,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,3.81,-0.6383889678693038,0.0,0.017481866534676548
-0.25,5.82,0.08,6.169491525423729,4.0,-0.6363641461522747,0.0,0.017481866534676548
-0.25,5.82,0.08,6.4406779661016955,0.2,30.244980944225176,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,0.39,30.245059423097644,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,0.5800000000000001,30.2451379038516,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,0.77,30.245216381758162,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,0.96,30.24529486085202,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,1.15,30.24537333453631,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,1.34,30.245451808175815,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,1.53,30.2455302834951,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,1.72,30.245608760731855,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,1.91,30.245687239838908,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,2.1,30.24576571027447,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,2.29,30.24584417319965,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,2.4800000000000004,30.24592263792188,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,2.6700000000000004,30.246001104507776,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,2.8600000000000003,30.24607957294665,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,3.0500000000000003,30.246158043208638,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,3.24,30.246236515323652,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,3.43,30.246314989310733,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,3.62,30.246393465133977,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,3.81,30.246471942766853,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.4406779661016955,4.0,30.246550422277224,0.0,0.00014565889115698822
-0.25,5.82,0.08,6.711864406779661,0.2,-0.21506689035745552,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,0.39,-0.21504736030247074,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,0.5800000000000001,-0.21502782975811385,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,0.77,-0.2150082997991163,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,0.96,-0.21498876991786986,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,1.15,-0.21496924125160888,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,1.34,-0.2149497127326221,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,1.53,-0.21493018403095832,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,1.72,-0.2149106550837736,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,1.91,-0.2148911258333115,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,2.1,-0.21487159856048876,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,2.29,-0.2148520730258774,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,2.4800000000000004,-0.21483254719030143,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,2.6700000000000004,-0.2148130211527608,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,2.8600000000000003,-0.21479349485131038,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,3.0500000000000003,-0.2147739683180312,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,3.24,-0.21475444151986167,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,3.43,-0.2147349144493056,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,3.62,-0.21471538712178173,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,3.81,-0.21469585958978854,0.0,1.944616747494886e-07
-0.25,5.82,0.08,6.711864406779661,4.0,-0.21467633176576584,0.0,1.944616747494886e-07
-0.25,5.82,0.12,5.627118644067797,0.2,14.040868515703245,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,0.39,14.04173310816629,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,0.5800000000000001,14.042598005122073,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,0.77,14.043462608097897,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,0.96,14.044327445175874,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,1.15,14.045191662558544,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,1.34,14.046055937887068,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,1.53,14.046920517675602,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,1.72,14.047785402014902,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,1.91,14.048650590961792,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,2.1,14.049514764028082,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,2.29,14.050378052917338,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,2.4800000000000004,14.051241646081039,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,2.6700000000000004,14.0521055435985,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,2.8600000000000003,14.052969745540437,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,3.0500000000000003,14.053834251979296,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,3.24,14.054699062983126,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,3.43,14.055564178629112,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,3.62,14.056429598990412,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,3.81,14.05729532413747,0.0,0.8088021525321974
-0.25,5.82,0.12,5.627118644067797,4.0,14.058161354143252,0.0,0.8088021525321974
-0.25,5.82,0.12,5.898305084745763,0.2,-10.974674287213574,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,0.39,-10.97311002103509,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,0.5800000000000001,-10.971545446696197,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,0.77,-10.96998112401338,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,0.96,-10.968416559138468,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,1.15,-10.966852550527577,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,1.34,-10.965288464491024,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,1.53,-10.963724070456614,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,1.72,-10.962159368368837,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,1.91,-10.960594358180302,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,2.1,-10.959030274843514,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,2.29,-10.957466995140472,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,2.4800000000000004,-10.955903407667627,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,2.6700000000000004,-10.954339512367802,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,2.8600000000000003,-10.952775309207908,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,3.0500000000000003,-10.951210798118467,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,3.24,-10.949645979075463,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,3.43,-10.948080852014805,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,3.62,-10.946515416899778,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,3.81,-10.944949673678451,0.0,0.5461802375144541
-0.25,5.82,0.12,5.898305084745763,4.0,-10.943383622290206,0.0,0.5461802375144541
-0.25,5.82,0.12,6.169491525423729,0.2,-0.5650441946585545,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,0.39,-0.5630157908657907,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,0.5800000000000001,-0.5609871940332312,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,0.77,-0.5589588627533573,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,0.96,-0.5569303924663132,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,1.15,-0.5549024374306413,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,1.34,-0.5528744783455721,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,1.53,-0.5508463262650309,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,1.72,-0.5488179812307266,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,1.91,-0.5467894432036218,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,2.1,-0.5447617239099571,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,2.29,-0.5427347224292163,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,2.4800000000000004,-0.5407075281305822,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,2.6700000000000004,-0.5386801410468678,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,2.8600000000000003,-0.5366525611270276,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,3.0500000000000003,-0.5346247883462638,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,3.24,-0.5325968226891433,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,3.43,-0.5305686641325451,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,3.62,-0.5285403126609083,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,3.81,-0.5265117682246512,0.0,0.03462882932544612
-0.25,5.82,0.12,6.169491525423729,4.0,-0.5244830308428163,0.0,0.03462882932544612
-0.25,5.82,0.12,6.4406779661016955,0.2,30.245004023855955,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,0.39,30.245082502788406,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,0.5800000000000001,30.24516098360239,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,0.77,30.245239461568936,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,0.96,30.24531794072282,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,1.15,30.24539641446711,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,1.34,30.24547488816664,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,1.53,30.24555336354588,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,1.72,30.245631840842663,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,1.91,30.2457103200097,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,2.1,30.245788790505287,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,2.29,30.245867253490452,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,2.4800000000000004,30.245945718272694,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,2.6700000000000004,30.246024184918575,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,2.8600000000000003,30.24610265341746,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,3.0500000000000003,30.246181123739447,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,3.24,30.246259595914445,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,3.43,30.246338069961567,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,3.62,30.24641654584478,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,3.81,30.246495023537683,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.4406779661016955,4.0,30.246573503108053,0.0,0.00014896611247952143
-0.25,5.82,0.12,6.711864406779661,0.2,-0.21506689035138749,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,0.39,-0.2150473602964027,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,0.5800000000000001,-0.21502782975204227,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,0.77,-0.2150082997930447,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,0.96,-0.21498876991180538,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,1.15,-0.21496924124552663,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,1.34,-0.2149497127265505,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,1.53,-0.21493018402488673,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,1.72,-0.21491065507770202,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,1.91,-0.2148911258272399,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,2.1,-0.21487159855441007,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,2.29,-0.2148520730198058,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,2.4800000000000004,-0.21483254718422984,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,2.6700000000000004,-0.2148130211466892,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,2.8600000000000003,-0.2147934948452317,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,3.0500000000000003,-0.2147739683119596,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,3.24,-0.21475444151379008,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,3.43,-0.214734914443234,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,3.62,-0.21471538711571014,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,3.81,-0.21469585958371695,0.0,1.9446477575218243e-07
-0.25,5.82,0.12,6.711864406779661,4.0,-0.21467633175969425,0.0,1.9446477575218243e-07
-0.25,5.82,0.16,5.627118644067797,0.2,14.038014026943152,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,0.39,14.038878472497927,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,0.5800000000000001,14.039743222532117,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,0.77,14.040607678602392,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,0.96,14.04147236876495,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,1.15,14.042336439264169,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,1.34,14.04320056770802,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,1.53,14.044065000598593,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,1.72,14.044929738026639,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,1.91,14.045794780049,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,2.1,14.046658806242085,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,2.29,14.047521948303036,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,2.4800000000000004,14.048385394625157,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,2.6700000000000004,14.049249145287767,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,2.8600000000000003,14.05011320036158,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,3.0500000000000003,14.05097755991904,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,3.24,14.05184222402817,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,3.43,14.052707192766206,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,3.62,14.053572466206262,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,3.81,14.054438044418795,0.0,0.7505856743315675
-0.25,5.82,0.16,5.627118644067797,4.0,14.055303927476764,0.0,0.7505856743315675
-0.25,5.82,0.16,5.898305084745763,0.2,-11.122150450827853,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,0.39,-11.120593116132994,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,0.5800000000000001,-11.119035473964004,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,0.77,-11.117478082812887,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,0.96,-11.115920450000203,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,1.15,-11.114363372092164,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,1.34,-11.112806216899045,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,1.53,-11.111248754394175,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,1.72,-11.109690984522217,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,1.91,-11.108132907235856,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,2.1,-11.106575754565007,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,2.29,-11.105019403583228,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,2.4800000000000004,-11.10346274551722,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,2.6700000000000004,-11.101905780309927,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,2.8600000000000003,-11.100348507928395,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,3.0500000000000003,-11.098790928303245,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,3.24,-11.097233041410554,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,3.43,-11.095674847186345,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,3.62,-11.094116345594003,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,3.81,-11.092557536581708,0.0,0.5077499726720454
-0.25,5.82,0.16,5.898305084745763,4.0,-11.090998420089008,0.0,0.5077499726720454
-0.25,5.82,0.16,6.169491525423729,0.2,-0.13582894311768712,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,0.39,-0.1337855084247792,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,0.5800000000000001,-0.13174187957197603,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,0.77,-0.1296985178757808,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,0.96,-0.12765501637237264,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,1.15,-0.12561203320598224,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,1.34,-0.12356904599188567,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,1.53,-0.12152586466291382,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,1.72,-0.11948248926016447,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,1.91,-0.11743891974479936,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,2.1,-0.11539617385041367,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,2.29,-0.11335415005650873,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,2.4800000000000004,-0.11131193232623104,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,2.6700000000000004,-0.10926952069210927,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,2.8600000000000003,-0.1072269151030838,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,3.0500000000000003,-0.10518411553415774,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,3.24,-0.10314112196977021,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,3.43,-0.1010979343867291,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,3.62,-0.09905455276924613,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,3.81,-0.09701097706769701,0.0,0.10021125345007775
-0.25,5.82,0.16,6.169491525423729,4.0,-0.09496720730095376,0.0,0.10021125345007775
-0.25,5.82,0.16,6.4406779661016955,0.2,30.251004875522582,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,0.39,30.251083370056975,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,0.5800000000000001,30.251161866472984,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,0.77,30.251240360041315,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,0.96,30.251318854796985,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,1.15,30.251397344142603,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,1.34,30.251475833443394,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,1.53,30.25155432442405,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,1.72,30.251632817322303,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,1.91,30.251711312090883,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,2.1,30.251789798187318,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,2.29,30.251868276772676,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,2.4800000000000004,30.25194675715521,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,2.6700000000000004,30.252025239401483,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,2.8600000000000003,30.252103723500817,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,3.0500000000000003,30.25218220942341,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,3.24,30.252260697199112,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,3.43,30.252339186846996,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,3.62,30.252417678331085,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,3.81,30.252496171624948,0.0,0.001008830727855346
-0.25,5.82,0.16,6.4406779661016955,4.0,30.25257466679639,0.0,0.001008830727855346
-0.25,5.82,0.16,6.711864406779661,0.2,-0.21506609367833107,0.0,6.058441952455384e-07
-0.25,5.82,0.16,6.711864406779661,0.39,-0.21504656362183994,0.0,6.058441952455384e-07
