D,level,Nz,zmax,N_ref,E_ref,omega_ref,S_l1,gamma_geo_l1,A1_fp,S_l2,gamma_geo_l2,A2_fp,A21_ratio,grid_index,A1_profile,A2_profile,D_ref_profile
4.0,fine,8001,80.0,2.0,-0.3900972960948542,0.7809626776646537,10.815010368885392,3.1537817049054014e-10,2.9184960858256078e-09,18.151442987581873,1.3380958482119617e-16,3.3288451356672013e-15,1.1406029125187299e-06,0,409503.3561746769,4924703.8810177045,12.0
4.161616161616162,fine,8001,80.0,2.0,-0.3994031909854977,0.7749818120540006,10.98816049547113,2.213586876237648e-10,2.195194365428182e-09,18.386272979122367,8.301904152316186e-17,2.282380678214431e-15,1.0397168989495121e-06,1,308014.61905825423,3376561.097279638,12.0
4.3232323232323235,fine,8001,80.0,2.0,-0.40758216014518434,0.7696868453175069,11.157693521468655,1.566262715691642e-10,1.6521064730288513e-09,18.596139104295588,5.4189216118803426e-17,1.6286585187124475e-15,9.858072377905427e-07,2,231812.25040835954,2409442.494641059,12.0
4.484848484848484,fine,8001,80.0,2.0,-0.4147857091505883,0.7649930005231497,11.323907801186483,1.1164418770019375e-10,1.2442824187838805e-09,18.821814952919308,3.429546649276583e-17,1.1160655816555788e-15,8.969551966718163e-07,3,174589.17591009953,1651110.9040667005,12.0
4.646464646464646,fine,8001,80.0,2.0,-0.4211433546025253,0.7608262912107301,11.487068945976972,8.0120601074604e-11,9.379389974420201e-10,19.04151692031268,2.198032252075594e-17,7.679313687729481e-16,8.187434053464855e-07,4,131605.16788254137,1136080.063211887,12.0
4.808080808080808,fine,8001,80.0,2.0,-0.4267659715245838,0.7571222018111847,11.647414511023602,5.785624991621624e-11,7.077118149862099e-10,19.255707439326233,1.425184234525752e-17,5.305340332711224e-16,7.496469919489193e-07,5,99301.26850224679,784873.7042970321,12.0
4.96969696969697,fine,8001,80.0,2.0,-0.4317486388568097,0.7538244896149171,11.805157851761926,4.201848758135526e-11,5.345744961312822e-10,19.464800741430608,9.340263656295139e-18,3.6799844646527615e-16,6.883950677192466e-07,6,75007.82726909839,544418.0500012342,12.0
5.1313131313131315,fine,8001,80.0,2.0,-0.43617304440632443,0.7508841159551023,11.960491321686735,3.067765462247371e-11,4.0426477061011747e-10,19.669169238619688,6.182293080118034e-18,2.5627229766987637e-16,6.339219152910839e-07,7,56723.66022762628,379130.036843606,12.0
5.292929292929293,fine,8001,80.0,2.0,-0.44010951112942875,0.7482583035760921,12.113588943297673,2.250722107416655e-11,3.060962237412458e-10,19.869148880452915,4.129791320633156e-18,1.791670001752376e-16,5.853290118557423e-07,8,42949.32295548229,265060.21913105424,12.0
5.454545454545455,fine,8001,80.0,2.0,-0.44361870208447884,0.7459097116377565,12.264608654318497,1.658756123376393e-11,2.320631507015155e-10,20.065043678577332,2.7823436181316954e-18,1.2574460552997e-16,5.418551163760823e-07,9,32561.509853749692,186026.96179387334,12.0
5.616161616161616,fine,8001,80.0,2.0,-0.4467530547693953,0.7438057173957489,12.413694208962962,1.227613688384028e-11,1.761676298820176e-10,20.257129550301222,1.8894715040990833e-18,8.858632520874514e-17,5.028524551762029e-07,10,24718.633695071963,131054.88593814195,12.0
5.777777777777778,fine,8001,80.0,2.0,-0.4495579885851528,0.7419177928954441,12.560976797112179,9.120737695738187e-12,1.3391458713688528e-10,20.44565760155655,1.2926568029192331e-18,6.264090311747502e-17,4.677675857182349e-07,11,18789.976501814494,92671.14753635212,12.0
5.9393939393939394,fine,8001,80.0,2.0,-0.4520729225515199,0.7402209652856909,12.706576431312765,6.800945983206649e-12,1.0193348964100148e-10,20.630856945419882,8.904852389150378e-19,4.445583437970133e-17,4.36125894799343e-07,12,14302.60822254227,65768.10010109254,12.0
6.101010101010101,fine,8001,80.0,2.0,-0.45433213445448906,0.738693350143015,12.850603141450183,5.0882931301316255e-12,7.769524089800133e-11,20.812937133492262,6.17414309785579e-19,3.166228313569691e-17,4.075189518655757e-07,13,10901.66338103245,46841.28046977933,12.0
6.262626262626263,fine,8001,80.0,2.0,-0.45636548748506855,0.7373157481804735,12.993158009182826,3.818913822801829e-12,5.930048811318885e-11,20.99209026267802,4.3068086894694176e-19,2.2628718010115003e-17,3.8159412730166407e-07,14,8320.63781859683,33476.9960347022,12.0
6.424242424242424,fine,8001,80.0,2.0,-0.45819904607131545,0.7360712967700103,13.134334068131873,2.87463205540767e-12,4.532140032682975e-11,21.168492808263046,3.0213472948553518e-19,1.622714714403935e-17,3.5804602300500997e-07,15,6359.188086806252,24006.492120000286,12.0
6.5858585858585865,fine,8001,80.0,2.0,-0.45985559890254585,0.7349451687693811,13.288164231621689,2.1100956322863464e-12,3.3729327651030803e-11,21.34230722490327,2.1308968218178306e-19,1.1674766676534591e-17,3.461310227503986e-07,16,4732.667945554266,17271.686251148592,12.0
6.747474747474747,fine,8001,80.0,2.0,-0.4613551041250391,0.7339243120887609,13.428021513083369,1.5930154300385031e-12,2.57844880206386e-11,21.51368334983607,1.5104395398832118e-19,8.426297303357565e-18,3.267971540335775e-07,17,3617.90253308162,12465.890523962978,12.0
6.909090909090909,fine,8001,80.0,2.0,-0.46271506912319493,0.7329972243309009,13.566377769150218,1.2064138682863149e-12,1.9750375192312387e-11,21.682759636705306,1.0757134648290199e-19,6.100512392418739e-18,3.0888083557993853e-07,18,2771.2372020101743,9025.117069352522,12.0
7.070707070707071,fine,8001,80.0,2.0,-0.4639508752416059,0.7321537575935768,13.703520398080771,9.159583214403416e-13,1.5151479827021724e-11,21.849664243738644,7.695291410486136e-20,4.4299133102341345e-18,2.9237496012327846e-07,19,2125.9517428556383,6553.627574239629,12.0
7.232323232323233,fine,8001,80.0,2.0,-0.46507605601175545,0.731384949249193,13.839571757058337,6.970223869907513e-13,1.1639452599442303e-11,22.014515996101103,5.528157161795587e-20,3.2261320098369683e-18,2.771721420981212e-07,20,1633.1681672135373,4772.749762158936,12.0
7.3939393939393945,fine,8001,80.0,2.0,-0.4661025360950354,0.7306828750593274,13.974616467658254,5.315342961455333e-13,8.953048377073887e-12,22.177425239295033,3.987145831507492e-20,2.356058361726935e-18,2.631571128064163e-07,21,1256.2303496695793,3485.56009217151,12.0
7.555555555555555,fine,8001,80.0,2.0,-0.46704083689344444,0.7300405215510681,14.108722982799272,4.0613076616984434e-13,6.895141613269542e-12,22.33849459779733,2.886536749308051e-20,1.7253075547030525e-18,2.502207570882573e-07,22,967.4789853743441,2552.425380068727,12.0
7.717171717171718,fine,8001,80.0,2.0,-0.46790025385984546,0.7294516749861875,14.241950422459041,3.1088199185441705e-13,5.3165124235218635e-12,22.497819651138446,2.0971942927979483e-20,1.2667293433578846e-18,2.3826321513958844e-07,23,745.9765634603153,1874.0033432595371,12.0
7.878787878787879,fine,8001,80.0,2.0,-0.4686890097095398,0.7289108246489828,14.374351485939869,2.3838083526975953e-13,4.103946962308301e-12,22.655489537849753,1.5288547170326885e-20,9.323930354612642e-19,2.2719422156879715e-07,24,575.8376935265628,1379.3851660959406,12.0
8.040404040404042,fine,8001,80.0,2.0,-0.46941438705710176,0.7284130785089586,14.505973957418618,1.8308334821917092e-13,3.1713869328501622e-12,22.811587496226206,1.1181101469006194e-20,6.879771839144885e-19,2.169325908447871e-07,25,444.987265543401,1017.7955926436447,12.0
8.202020202020202,fine,8001,80.0,2.0,-0.4700828434658844,0.7279540895785362,14.636861603287956,1.408275217778526e-13,2.453305457733029e-12,22.966191349662225,8.20207324452202e-21,5.088289006618945e-19,2.074054411194587e-07,26,344.23099744508573,752.7630633863535,12.0
8.363636363636363,fine,8001,80.0,2.0,-0.47070011141349943,0.7275299915374627,14.767054768382337,1.0848010616386699e-13,1.89973047644104e-12,23.119373943223387,6.03417420642459e-21,3.7718648868569896e-19,1.9854736941017083e-07,27,266.5571524005838,558.0108683324485,12.0
8.525252525252526,fine,8001,80.0,2.0,-0.4712712853103974,0.7271373423842311,14.896590806458171,8.367622436062607e-14,1.4724957118228396e-12,23.271203537268292,4.4514949147772245e-21,2.802154328502705e-19,1.9029965968687594e-07,28,206.61050013835927,414.5515857415199,12.0
8.686868686868687,fine,8001,80.0,2.0,-0.47180089736193165,0.726773075064059,15.02550441103006,6.462663186705354e-14,1.1424101598308288e-12,23.42174416310812,3.292534515492501e-21,2.0861500977910105e-19,1.826095540064116e-07,29,160.29515915777992,308.6256964284312,12.0
8.848484848484848,fine,8001,80.0,2.0,-0.47229298381650664,0.7264344541550142,15.153827881735403,4.997453671462365e-14,8.871169326172168e-13,23.571055945087124,2.4413912012299427e-21,1.5562656446719935e-19,1.7542959529366899e-07,30,124.47416427607376,230.23442508912507,12.0
9.01010101010101,fine,8001,80.0,2.0,-0.4727511429162452,0.7261190378193887,15.281591346291,3.868888651615393e-14,6.894707067807898e-13,23.71919539290758,1.8145814832755266e-21,1.1632545753527146e-19,1.6871704104501708e-07,31,96.74180129352109,172.09224485905423,12.0
9.171717171717173,fine,8001,80.0,2.0,-0.47317858563019066,0.7258246443665366,15.408822950031086,2.998459245297066e-14,5.36306129406395e-13,23.866215667404127,1.351761812683276e-21,8.711399760819141e-20,1.624333432560479e-07,32,75.25079817499282,128.8767198916391,12.0
9.333333333333334,fine,8001,80.0,2.0,-0.47357818017670117,0.7255493228053478,15.535549020962367,2.3262721148765964e-14,4.175015046255462e-13,24.012166822797127,1.00916886171222e-21,6.53572254953173e-20,1.5654368851660948e-07,33,58.580947969225626,96.68968333813069,12.0
9.494949494949495,fine,8001,80.0,2.0,-0.473952491098799,0.7252913269171231,15.661794215313542,1.8065536991459168e-14,3.252658868221386e-13,24.15709602778744,7.549626680031913e-22,4.912054566582893e-20,1.5101659182811553e-07,34,45.63907861645064,72.66908853353138,12.0
9.656565656565657,fine,8001,80.0,2.0,-0.4743038136420372,0.7250490923778629,15.787581647382794,1.4042622759023427e-14,2.535954808741476e-13,24.30104776783338,5.659075826844337e-22,3.698019025492242e-20,1.4582353805143185e-07,35,35.58277875823058,54.708608855932226,12.0
9.818181818181818,fine,8001,80.0,2.0,-0.4746342040042665,0.7248212165739449,15.912933006173391,1.0925288305983415e-14,1.9785855396581594e-13,24.444064030435896,4.2499776862586665e-22,2.7885920514732044e-20,1.409386653030422e-07,36,27.76215540955554,41.254517824580944,12.0
9.97979797979798,fine,8001,80.0,2.0,-0.4749455060094909,0.7246064407597472,16.0378686609179,8.507196575486414e-15,1.5447804271289446e-13,24.586184475225885,3.1975231151192084e-22,2.1061302346806514e-20,1.3633848524317498e-07,37,21.675299567287265,31.158156411447653,12.0
10.141414141414142,fine,8001,80.0,2.0,-0.4752393746348419,0.724403634284891,16.16240775693124,6.6296654641012724e-15,1.2068853901202843e-13,24.740887672067352,2.345949363253807e-22,1.5508527610560142e-20,1.285004171689781e-07,38,16.934188131098033,22.94336413979436,12.0
10.303030303030305,fine,8001,80.0,2.0,-0.4755172967924888,0.7242117806329246,16.28656830305522,5.17049471819845e-15,9.434998438119019e-14,24.883230355191277,1.7642751405713902e-22,1.1703444716708697e-20,1.240428898156969e-07,39,13.238542770975101,17.314112633268977,12.0
10.464646464646465,fine,8001,80.0,2.0,-0.4757806096978713,0.7240299650581657,16.410367251649873,4.035456346528201e-15,7.380466091330087e-14,25.02389256670238,1.33131132243182e-22,8.860221909144958e-21,1.2004962558602034e-07,40,10.355763878566554,13.10783993978101,12.0
10.626262626262626,fine,8001,80.0,2.0,-0.47603051713016886,0.7238573636220268,16.533820572003442,3.1518019387371703e-15,5.776728381845044e-14,25.16358068062449,1.0065712636736562e-22,6.7197879740484e-21,1.1632515032500368e-07,41,8.105509106433697,9.941275297199857,12.0
10.787878787878789,fine,8001,80.0,2.0,-0.4762681038354494,0.7236932334660526,16.65694331782707,2.463300388675326e-15,4.524043451255544e-14,25.302426170532613,7.623359186858944e-23,5.1043180432115054e-21,1.1282645929925628e-07,42,6.347827518998136,7.551344040615494,12.0
10.94949494949495,fine,8001,80.0,2.0,-0.4764943482809948,0.7235369041859615,16.77974968934906,1.9264391327625258e-15,3.544941770500893e-14,25.440497737801607,5.782626185842138e-23,3.882720988330994e-21,1.0952848423748223e-07,43,4.974019185820693,5.744109545759949,12.0
11.11111111111111,fine,8001,80.0,2.0,-0.4767101339904718,0.7233877701547962,16.902253090687637,1.5075116051523602e-15,2.7792025829578067e-14,25.57784325618664,4.3927733087178085e-23,2.9574246191923963e-21,1.0641270403703044e-07,44,3.899586471052607,4.375223209966164,12.0
11.272727272727273,fine,8001,80.0,2.0,-0.4769162595892572,0.7232452837113719,17.024466182744934,1.180380888559253e-15,2.1799758207309312e-14,25.7145008542807,3.3415961237051814e-23,2.2554906166987358e-21,1.0346401988727036e-07,45,3.0587925723272846,3.3367798563657054,12.0
11.434343434343436,fine,8001,80.0,2.0,-0.47711344774558007,0.7231089490902598,17.146400932195178,9.247601731553717e-16,1.710785224100827e-14,25.85050307929353,2.545318023731929e-23,1.722239241573847e-21,1.0066951814357878e-07,46,2.4004565034910845,2.547886108051031,12.0
11.595959595959597,fine,8001,80.0,2.0,-0.4773023531046399,0.7229783170298817,17.26806865674174,7.248888355767776e-16,1.3432101305210981e-14,25.98587881107882,1.9412332542183806e-23,1.3165858403910174e-21,9.80178611279717e-08,47,1.8847003399033624,1.947761200542317,12.0
11.757575757575758,fine,8001,80.0,2.0,-0.4774835693669379,0.7228529799572401,17.40310934568545,5.532243181036028e-16,1.0267187200149738e-14,26.120654272233633,1.482306276268857e-23,1.0076002414319263e-21,9.813790493829033e-08,48,1.4406212971656647,1.490646941285126,12.0
11.91919191919192,fine,8001,80.0,2.0,-0.47765763557121144,0.7227325677100683,17.525624408306186,4.329260116060148e-16,8.046648911221102e-15,26.254853619391177,1.1331868474078498e-23,7.719557319036072e-22,9.59350582361199e-08,49,1.1290505925664787,1.1420337185849863,12.0
12.080808080808081,fine,8001,80.0,2.0,-0.47782504171102935,0.7226167437092574,17.647535843348344,3.391978950053803e-16,6.313656720680705e-15,26.38849931935499,8.672588496595105e-24,5.920310375881874e-22,9.376991239466022e-08,50,0.8858890129784623,0.8758525643786416,12.0
12.242424242424244,fine,8001,80.0,2.0,-0.47798623372384347,0.7225052015564709,17.769053442826113,2.6597282146164206e-16,4.957565463869802e-15,26.521612405134437,6.644482173916456e-24,4.544942840598e-22,9.167691024397054e-08,51,0.6956115876838843,0.6723802620397502,12.0
12.404040404040405,fine,8001,80.0,2.0,-0.4781416179606024,0.722397661983618,17.890249591411322,2.086906428626162e-16,3.89507649658967e-15,26.654212660578256,5.095905618313282e-24,3.492440881765849e-22,8.966296001692525e-08,52,0.5465304221778158,0.5166727938279388,12.0
12.565656565656566,fine,8001,80.0,2.0,-0.4782915651551248,0.7222938701421155,18.01116276166336,1.6383878892737953e-16,3.061902564705146e-15,26.786318759869744,3.912128156880168e-24,2.6861607203927827e-22,8.772848461464526e-08,53,0.4296251698319158,0.3973914551631508,12.0
12.727272727272728,fine,8001,80.0,2.0,-0.4784364139894842,0.7221935931663447,18.131818029567945,1.2869349549949067e-16,2.4080966589167047e-15,26.917948377344466,3.0062198800652455e-24,2.0678714404736348e-22,8.587161286972086e-08,54,0.33788760883003005,0.30592154616123557,12.0
12.88888888888889,fine,8001,80.0,2.0,-0.4785764742648514,0.7220966180056161,18.25223381817819,1.0113615804701674e-16,1.8947357658663094e-15,27.04911827668023,2.3122228842977614e-24,1.5932746738605425e-22,8.408954444009595e-08,55,0.2658563288656793,0.2357095524155579,12.0
13.050505050505052,fine,8001,80.0,2.0,-0.4787120297439393,0.7220027494795713,18.3724247327835,7.951581052158401e-17,1.4914332717766188e-15,27.17984438539472,1.7800245015314116e-24,1.228629423810182e-22,8.237910787296701e-08,56,0.20926768868025789,0.18176382033938682,12.0
