D,eta_probe,full_B2,release_B2,band_B2,delta_B2_band_vs_release,full_yraw2,release_yraw2,band_yraw2,full_m2_2,release_m2_2,band_m2_2,full_width_ratio,release_width_ratio,band_width_ratio,delta_width_ratio_band_vs_release,full_mu_mumu,release_mu_mumu,band_mu_mumu,delta_mu_band_vs_release
7.2,0.2,2.1553046456679987,2.4599850691302683,0.7739023903688028,-1.6860826787614656,0.0003942546672087958,0.0004844559174049821,0.000484455917404924,1.6370092817798572,1.9829672947760464,1.9829672947760464,2.179733538336576,3.0027869090542643,3.00278690968228,6.280158615368236e-10,3.531394482587155,2.1304158557830943,2.1304158553369295,-4.461648828169018e-10
8.0,0.2,1.9767094674006485,2.9783614086661654,0.8122920800603861,-2.1660693286057793,0.0002788905285962925,0.0003468292412476049,0.00034682924124762284,1.5583406888546971,1.8773610895547748,1.8773610895547679,1.6695137800602917,1.6607027964239434,1.6607027964310972,7.153833081474659e-12,2.3245432700992796,2.010642553190691,2.0106425531821652,-8.525624650701502e-12
