D,eta,winner_baseline,winner_direct,winner_mismatch,R3_baseline,R3_direct,delta_R3,abs_delta_R3,mu_mumu_baseline,mu_mumu_direct,delta_mu_mumu,abs_delta_mu_mumu,chi2_mumu_baseline,chi2_mumu_direct,delta_chi2_mumu,abs_delta_chi2_mumu,underflow_fallback_baseline,underflow_fallback_direct
4.0,0.2,2,2,0,0.9004101525736348,0.9004101525736348,0.0,0.0,1.3909698534688104,1.3909698534688104,0.0,0.0,0.0005096471648422107,0.0005096471648422107,0.0,0.0,0,0
4.271186440677966,0.2,2,2,0,0.9120510363208046,0.9120510363208046,0.0,0.0,2.5223062115347745,2.5223062115347745,0.0,0.0,7.872320202809614,7.872320202809614,0.0,0.0,0,0
4.5423728813559325,0.2,2,2,0,0.9215112849919107,0.9215112849919107,0.0,0.0,4.6654487551328465,4.6654487551328465,0.0,0.0,66.6447223274916,66.6447223274916,0.0,0.0,0,0
4.813559322033898,0.2,2,2,0,0.9291689012553832,0.9291689012553832,0.0,0.0,9.02527490868345,9.02527490868345,0.0,0.0,363.40510895623356,363.40510895623356,0.0,0.0,0,0
5.084745762711864,0.2,2,2,0,0.935098804108819,0.935098804108819,0.0,0.0,17.144144416171184,17.144144416171184,0.0,0.0,1549.2380212328387,1549.2380212328387,0.0,0.0,0,0
5.3559322033898304,0.2,2,2,0,0.9393105521290406,0.9393105521290406,0.0,0.0,26.99630146831085,26.99630146831085,0.0,0.0,4094.816555354076,4094.816555354076,0.0,0.0,0,0
5.627118644067797,0.2,2,2,0,0.942722724351201,0.942722724351201,0.0,0.0,43.149533772619975,43.149533772619975,0.0,0.0,10893.897313944599,10893.897313944599,0.0,0.0,0,0
5.898305084745763,0.2,2,2,0,0.9455022115167292,0.9455022115167292,0.0,0.0,71.55647053593394,71.55647053593394,0.0,0.0,30762.06473787104,30762.06473787104,0.0,0.0,0,0
6.169491525423728,0.2,2,2,0,0.9470000154440711,0.9470000154440711,0.0,0.0,71.30485820818416,71.30485820818416,0.0,0.0,30541.807506914563,30541.807506914563,0.0,0.0,0,0
6.4406779661016955,0.2,2,2,0,0.9478221373192074,0.9478221373192074,0.0,0.0,44.85107153713091,44.85107153713091,0.0,0.0,11799.972610780425,11799.972610780425,0.0,0.0,0,0
6.711864406779661,0.2,2,2,0,0.948525501735826,0.948525501735826,0.0,0.0,20.939981404957866,20.939981404957866,0.0,0.0,2386.31795816312,2386.31795816312,0.0,0.0,0,0
6.983050847457627,0.2,2,2,0,0.9491395443913495,0.9491395443913495,0.0,0.0,4.078869586074672,4.078869586074672,0.0,0.0,44.85213911997429,44.85213911997429,0.0,0.0,0,0
7.254237288135593,0.2,2,2,0,0.9498580093635415,0.9498580093635415,0.0,0.0,3.194185931596281,3.194185931596281,0.0,0.0,20.11939473211259,20.11939473211259,0.0,0.0,0,0
7.525423728813559,0.2,2,2,0,0.9504089641132196,0.9504089641132196,0.0,0.0,2.9212924022031963,2.9212924022031963,0.0,0.0,14.464566081257322,14.464566081257322,0.0,0.0,0,0
7.796610169491526,0.2,2,2,0,0.9508013601825134,0.9508013601825134,0.0,0.0,2.5983880728618187,2.5983880728618187,0.0,0.0,8.975837332359148,8.975837332359148,0.0,0.0,0,0
8.067796610169491,0.2,2,2,0,0.9509414273877108,0.9509414273877108,0.0,0.0,2.2998628969473294,2.2998628969473294,0.0,0.0,5.060957708140251,5.060957708140251,0.0,0.0,0,0
8.338983050847457,0.2,2,2,0,0.950561708861817,0.950561708861817,0.0,0.0,2.174412952994155,2.174412952994155,0.0,0.0,3.748221386032046,3.748221386032046,0.0,0.0,0,0
8.610169491525424,0.2,2,2,0,0.949982051232274,0.949982051232274,0.0,0.0,2.0168173361161776,2.0168173361161776,0.0,0.0,2.377897663334111,2.377897663334111,0.0,0.0,0,0
8.881355932203391,0.2,2,2,0,0.949209630447668,0.949209630447668,0.0,0.0,1.814541062769265,1.814541062769265,0.0,0.0,1.074026829511699,1.074026829511699,0.0,0.0,0,0
