combo_id,mode,omega,m,phase,center_D,width_D,boost,boost_center,boost_width,region,p95_abs_delta_base,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_cf,mean_abs_improvement,improved_fraction,worsened_fraction,p95_abs_cf_shift_vs_base,acceptance_flip_fraction
3177,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.05,D21_guard,2.102217055050133,32.60397349077873,2.102232425909044,32.60427740507035,-10.335171205640542,0.0,1.0,34.70612050130825,0.0
3178,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.08,D60_hotspot,31.28593012120719,88.44048895954595,31.28639526077564,88.44175504825978,-11.723443849645468,0.6,0.4,57.154558838338765,0.0
3178,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.08,D21_guard,2.102217055050133,39.61980234467989,2.102232425909044,39.62016456497484,-12.673736536447217,0.0,1.0,41.72194935520941,0.0
3179,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.1,D60_hotspot,31.28593012120719,88.46078903232834,31.28639526077564,88.46205540552211,-12.166197094571384,0.4,0.6,57.174858911121156,0.0
3179,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.1,D21_guard,2.102217055050133,41.46914995193648,2.102232425909044,41.46952754148717,-13.290174064927651,0.0,1.0,43.571296962466,0.0
3180,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.12,D60_hotspot,31.28593012120719,88.4718196298248,31.28639526077564,88.47308615759852,-13.004605548457638,0.4,0.6,57.185889508617606,0.0
3180,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.9,0.12,D21_guard,2.102217055050133,42.51455726691008,2.102232425909044,42.51494354446095,-13.638636570823804,0.0,1.0,44.6167042774396,0.0
3181,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.05,D60_hotspot,31.28593012120719,83.99007105049027,31.28639526077564,83.99127477220324,-10.735313628509159,0.6,0.4,52.704140929283085,0.0
3181,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.05,D21_guard,2.102217055050133,20.40069746038415,2.102232425909044,20.400899957684572,-6.26748956157133,0.0,1.0,22.50284447091367,0.0
3182,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.08,D60_hotspot,31.28593012120719,86.68702378719799,31.28639526077564,86.68826530330625,-11.303441497159959,0.6,0.4,55.4010936659908,0.0
3182,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.08,D21_guard,2.102217055050133,32.82244184188284,2.102232425909044,32.82274757178551,-10.407992610268517,0.0,1.0,34.924588852412356,0.0
3183,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.1,D60_hotspot,31.28593012120719,87.33107538392835,31.28639526077564,87.33232592560844,-11.666998059990517,0.6,0.4,56.04514526272117,0.0
3183,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.1,D21_guard,2.102217055050133,36.72225818578019,2.102232425909044,36.722596325638904,-11.707906774121074,0.0,1.0,38.824405196309705,0.0
3184,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.12,D60_hotspot,31.28593012120719,87.68444523668428,31.28639526077564,87.68570073039771,-12.320258258478745,0.4,0.6,56.398515115477096,0.0
3184,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.6,5.92,0.12,D21_guard,2.102217055050133,39.054774453038206,2.102232425909044,39.05513197759173,-12.485397472617674,0.0,1.0,41.15692146356773,0.0
3185,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.05,D60_hotspot,31.28593012120719,43.93080106163582,31.28639526077564,43.93144340314196,-2.7895712209342647,0.6,0.4,18.645587036869912,0.0
3185,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.05,D21_guard,2.102217055050133,37.60837196913739,2.102232425909044,37.60871747316567,-12.003272441679634,0.0,1.0,39.71051897966691,0.0
3186,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.08,D60_hotspot,31.28593012120719,71.61835512531975,31.28639526077564,71.6193854730185,-10.211688912820076,0.4,0.6,40.332425004112565,0.0
3186,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.08,D21_guard,2.102217055050133,53.69131697133166,2.102232425909044,53.691796134869676,-17.364152586081726,0.0,1.0,55.79346398186118,0.0
3187,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.1,D60_hotspot,31.28593012120719,84.09055286861162,31.28639526077564,84.09175799845067,-15.208936277949649,0.4,0.6,52.80462274740444,0.0
3187,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.1,D21_guard,2.102217055050133,58.457215381776145,2.102232425909044,58.45773415296344,-18.952755305005617,0.0,1.0,60.559362392305665,0.0
3188,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.12,D60_hotspot,31.28593012120719,92.61274965889716,31.28639526077564,92.61407421658899,-19.586739883310205,0.4,0.6,61.32681953768997,0.0
3188,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.82,0.12,D21_guard,2.102217055050133,61.25444536565909,2.102232425909044,61.25498738360797,-19.885147642222364,0.0,1.0,63.35659237618861,0.0
3189,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.05,D60_hotspot,31.28593012120719,82.25392825266928,31.28639526077564,82.25510764452793,-10.391491910837715,0.6,0.4,50.9679981314621,0.0
3189,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.05,D21_guard,2.102217055050133,67.56408848064527,2.102232425909044,67.56468293574451,-21.988322184495424,0.0,1.0,69.66623549117477,0.0
3190,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.08,D60_hotspot,31.28593012120719,101.64626555516334,31.28639526077564,101.64771670620107,-14.856423814918664,0.4,0.6,70.36033543395617,0.0
3190,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.08,D21_guard,2.102217055050133,67.96617864673708,2.102232425909044,67.96677644346154,-22.122349701680047,0.0,1.0,70.0683256572666,0.0
3191,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.1,D60_hotspot,31.28593012120719,107.24526454002839,31.28639526077564,107.2467941539839,-17.372548761921927,0.4,0.6,75.9593344188212,0.0
3191,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.1,D21_guard,2.102217055050133,68.05937529539474,2.102232425909044,68.05997386664268,-22.153414662932203,0.0,1.0,70.16152230592425,0.0
3192,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.12,D60_hotspot,31.28593012120719,110.5035449465467,31.28639526077564,110.5051202211977,-19.957904902186748,0.4,0.6,79.21761482533951,0.0
3192,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.86,0.12,D21_guard,2.102217055050133,68.11006480239736,2.102232425909044,68.11066379490738,-22.17031084529077,0.0,1.0,70.21221181292688,0.0
3193,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.05,D60_hotspot,31.28593012120719,118.3041362644142,31.28639526077564,118.30582085452625,-17.59814328107698,0.6,0.4,87.01820614320702,0.0
3193,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.05,D21_guard,2.102217055050133,48.440591700482116,2.102232425909044,48.44102722715104,-15.61394397414111,0.0,1.0,50.54273871101164,0.0
3194,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.08,D60_hotspot,31.28593012120719,118.44720607282285,31.28639526077564,118.44889266787803,-17.75750929044252,0.6,0.4,87.16127595161568,0.0
3194,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.08,D21_guard,2.102217055050133,59.533114310569836,2.102232425909044,59.533642023162045,-19.311381489697958,0.0,1.0,61.63526132109936,0.0
3195,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.1,D60_hotspot,31.28593012120719,118.4802617353988,31.28639526077564,118.48194879368745,-18.352512640677364,0.4,0.6,87.19433161419163,0.0
3195,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.1,D21_guard,2.102217055050133,62.50153220826826,2.102232425909044,62.50208459030257,-20.30083538423581,0.0,1.0,64.6036792187978,0.0
3196,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.12,D60_hotspot,31.28593012120719,118.49822412149062,31.28639526077564,118.4999114314995,-19.490720043385007,0.4,0.6,87.21229400028344,0.0
3196,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.9,0.12,D21_guard,2.102217055050133,64.18755917451033,2.102232425909044,64.18812556850189,-20.862833730000244,0.0,1.0,66.28970618503983,0.0
3197,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.05,D60_hotspot,31.28593012120719,111.24046289224104,31.28639526077564,111.24204849386877,-16.18531509045751,0.6,0.4,79.95453277103385,0.0
3197,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.05,D21_guard,2.102217055050133,29.815475067318086,2.102232425909044,29.815755807412913,-9.405689333446908,0.0,1.0,31.917622077847607,0.0
3198,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.08,D60_hotspot,31.28593012120719,115.59818862530169,31.28639526077564,115.5998352949662,-17.095161299069748,0.6,0.4,84.3122585040945,0.0
3198,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.08,D21_guard,2.102217055050133,48.78189685745277,2.102232425909044,48.782335220584784,-15.727710205321806,0.0,1.0,50.88404386798229,0.0
3199,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.1,D60_hotspot,31.28593012120719,116.64320256026868,31.28639526077564,116.6448638744871,-17.617737892719944,0.6,0.4,85.35727243906149,0.0
3199,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.1,D21_guard,2.102217055050133,54.919174480310375,2.102232425909044,54.91966384812581,-17.77343067160281,0.0,1.0,57.02132149083989,0.0
3200,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.12,D60_hotspot,31.28593012120719,117.21727665042808,31.28639526077564,117.21894600957171,-18.51666663876487,0.4,0.6,85.93134652922089,0.0
3200,partial_two_lobe,1.1,12.0,0.5853981633974483,5.9,0.07,0.8,5.92,0.12,D21_guard,2.102217055050133,58.629825008921536,2.102232425909044,58.63034521460469,-19.010290757795527,0.0,1.0,60.73197201945105,0.0
3201,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.05,D60_hotspot,31.28593012120719,24.689081822259446,31.28639526077564,24.704679313684892,6.136790643736154,1.0,0.0,38.51700036742627,0.0
3201,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.05,D21_guard,2.102217055050133,19.951717665701565,2.102232425909044,19.95185052265512,-5.968341639857065,0.0,1.0,17.849570655172045,0.0
3202,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.08,D60_hotspot,31.28593012120719,25.835237579748206,31.28639526077564,25.85104366733634,6.1771790292802455,1.0,0.0,37.16944667861853,0.0
3202,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.08,D21_guard,2.102217055050133,19.182280396323648,2.102232425909044,19.182406858763756,-5.7118674071087545,0.0,1.0,17.08013338579413,0.0
3203,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.1,D60_hotspot,31.28593012120719,27.23317128720405,31.28639526077564,27.249231793622428,6.002924588131036,0.8,0.2,36.65076345633892,0.0
3203,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.1,D21_guard,2.102217055050133,18.972621276516332,2.102232425909044,18.9727459965557,-5.641982357305096,0.0,1.0,16.87047426598681,0.0
3204,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.12,D60_hotspot,31.28593012120719,28.604400993840137,31.28639526077564,28.620711059058124,5.801841438978769,0.8,0.2,36.320621290835525,0.0
3204,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.82,0.12,D21_guard,2.102217055050133,18.852983607407964,2.102232425909044,18.85310733318216,-5.60210388947734,0.0,1.0,16.750836596878447,0.0
3205,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.05,D60_hotspot,31.28593012120719,24.649407009359017,31.28639526077564,24.66499728011337,6.5032475092402136,1.0,0.0,36.7243610813737,0.0
3205,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.05,D21_guard,2.102217055050133,18.591754508264984,2.102232425909044,18.591876063059097,-5.515029172095382,0.0,1.0,16.489607497735467,0.0
3206,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.08,D60_hotspot,31.28593012120719,25.018249168220077,31.28639526077564,25.03390656690054,6.5770052400055095,1.0,0.0,35.989368139996365,0.0
3206,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.08,D21_guard,2.102217055050133,18.575493793029793,2.102232425909044,18.575615212687012,-5.509609036328815,0.0,1.0,16.473346782500276,0.0
3207,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.1,D60_hotspot,31.28593012120719,25.870048211941093,31.28639526077564,25.88586063493719,6.451121566935075,1.0,0.0,35.79278508046134,0.0
3207,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.1,D21_guard,2.102217055050133,18.57173126562517,2.102232425909044,18.57185265401339,-5.508354884278089,0.0,1.0,16.469584255095654,0.0
3208,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.12,D60_hotspot,31.28593012120719,26.992158018096223,31.28639526077564,27.008174660979677,6.264130448199372,0.8,0.2,35.681238204850565,0.0
3208,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.86,0.12,D21_guard,2.102217055050133,18.569685839833202,2.102232425909044,18.56980721122263,-5.507673088592441,0.0,1.0,16.46753882930368,0.0
3209,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.05,D60_hotspot,31.28593012120719,24.64731799404681,31.28639526077564,24.66290788460799,6.764102299370161,1.0,0.0,35.422165191322804,0.0
3209,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.05,D21_guard,2.102217055050133,19.422375340835295,2.102232425909044,19.422503798617214,-5.79189753968884,0.0,1.0,17.320228330305778,0.0
3210,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.08,D60_hotspot,31.28593012120719,24.7377266854727,31.28639526077564,24.753333030085614,6.749775549853729,1.0,0.0,35.41751419120183,0.0
3210,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.08,D21_guard,2.102217055050133,18.9263151076823,2.102232425909044,18.926439442887933,-5.626547259999732,0.0,1.0,16.824168097152782,0.0
3211,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.1,D60_hotspot,31.28593012120719,25.14149976785745,31.28639526077564,25.15717959769698,6.683184633085834,1.0,0.0,35.41644009758338,0.0
3211,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.1,D21_guard,2.102217055050133,18.80042314298207,2.102232425909044,18.80054643194535,-5.584584066454697,0.0,1.0,16.698276132452552,0.0
3212,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.12,D60_hotspot,31.28593012120719,25.893688620150613,31.28639526077564,25.909505345614676,6.560337952002457,0.8,0.2,35.41585651572307,0.0
3212,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.9,0.12,D21_guard,2.102217055050133,18.730103014227105,2.102232425909044,18.730225718785356,-5.561144467429589,0.0,1.0,16.627956003697587,0.0
3213,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.05,D60_hotspot,31.28593012120719,24.64726738210928,31.28639526077564,24.662857263459287,6.717295570642838,1.0,0.0,35.65628980364393,0.0
3213,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.05,D21_guard,2.102217055050133,20.365375488994015,2.102232425909044,20.365511783707383,-6.106224969754826,0.0,1.0,18.263228478464498,0.0
3214,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.08,D60_hotspot,31.28593012120719,24.687954117140126,31.28639526077564,24.703551403327353,6.744255556931588,1.0,0.0,35.51080104185428,0.0
3214,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.08,D21_guard,2.102217055050133,19.406462689226483,2.102232425909044,19.406591014764132,-5.786593422933928,0.0,1.0,17.304315678696963,0.0
3215,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.1,D60_hotspot,31.28593012120719,24.943421077620666,31.28639526077564,24.95906485786186,6.721240972331576,1.0,0.0,35.47641891522011,0.0
3215,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.1,D21_guard,2.102217055050133,19.12753944001166,2.102232425909044,19.127665447519576,-5.69362076722169,0.0,1.0,17.02539242948214,0.0
3216,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.12,D60_hotspot,31.28593012120719,25.51965179679344,31.28639526077564,25.535400448921422,6.644538901383655,1.0,0.0,35.457612816561515,0.0
3216,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.1,5.92,0.12,D21_guard,2.102217055050133,18.965167496959644,2.102232425909044,18.965292155053362,-5.639497811171242,0.0,1.0,16.863020486430123,0.0
3217,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.05,D60_hotspot,31.28593012120719,24.730921184225213,31.28639526077564,24.74652629026174,6.33264375128563,1.0,0.0,37.49588928658773,0.0
3217,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.05,D21_guard,2.102217055050133,17.233536958795916,2.102232425909044,17.23364722593768,-5.062298562637114,0.0,1.0,15.131389948266397,0.0
3218,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.08,D60_hotspot,31.28593012120719,27.037252201514264,31.28639526077564,27.05327705137445,6.4337101727479595,0.8,0.2,34.68531502269191,0.0
3218,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.08,D21_guard,2.102217055050133,15.574063491395485,2.102232425909044,15.574159967256485,-4.509151215535243,0.0,1.0,13.471916480865966,0.0
3219,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.1,D60_hotspot,31.28593012120719,29.885591939803057,31.28639526077564,29.902135177094976,6.088566183582114,0.8,0.2,33.57866303296026,0.0
3219,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.1,D21_guard,2.102217055050133,15.11639285007183,2.102232425909044,15.116485522398484,-4.356597224123035,0.0,1.0,13.01424583954231,0.0
3220,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.12,D60_hotspot,31.28593012120719,32.71728840214376,31.28639526077564,32.73434699785197,5.678832258679309,0.8,0.2,32.86708676875477,0.0
3220,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.82,0.12,D21_guard,2.102217055050133,14.854178648371175,2.102232425909044,14.854269141530928,-4.2691941454402755,0.0,1.0,12.752031637841656,0.0
3221,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.05,D60_hotspot,31.28593012120719,24.651554207715638,31.28639526077564,24.667144869252255,7.1003766277729765,1.0,0.0,33.73653008300452,0.0
3221,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.05,D21_guard,2.102217055050133,14.27897193727808,2.102232425909044,14.279057650103937,-4.077462206047018,0.0,1.0,12.17682492674856,0.0
3222,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.08,D60_hotspot,31.28593012120719,25.390607397388145,31.28639526077564,25.40633256390666,7.271428276357869,1.0,0.0,32.14749342100696,0.0
3222,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.08,D21_guard,2.102217055050133,14.243046371489099,2.102232425909044,14.243131785750641,-4.065487244229496,0.0,1.0,12.14089936095958,0.0
3223,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.1,D60_hotspot,31.28593012120719,27.107708148884093,31.28639526077564,27.123745821469427,7.024277027816153,0.8,0.2,31.717785947824744,0.0
3223,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.1,D21_guard,2.102217055050133,14.234731626780317,2.102232425909044,14.234816971941036,-4.06271571514642,0.0,1.0,12.132584616250798,0.0
3224,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.12,D60_hotspot,31.28593012120719,29.391745502649947,31.28639526077564,29.408198861693577,6.6467564872631275,0.8,0.2,31.47307551837948,0.0
3224,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.86,0.12,D21_guard,2.102217055050133,14.230211157658966,2.102232425909044,14.230296465251712,-4.061208920641265,0.0,1.0,12.128064147129447,0.0
3225,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.05,D60_hotspot,31.28593012120719,24.64737613127049,31.28639526077564,24.66296603241244,7.514604991834286,1.0,0.0,30.90225960263284,0.0
3225,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.05,D21_guard,2.102217055050133,16.09528475906263,2.102232425909044,16.095385566604122,-4.682888347900967,0.0,1.0,13.993137748533108,0.0
3226,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.08,D60_hotspot,31.28593012120719,24.828274915757774,31.28639526077564,24.843897739817976,7.482021074582368,1.0,0.0,30.891980570035596,0.0
3226,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.08,D21_guard,2.102217055050133,15.014992782074966,2.102232425909044,15.015084611702527,-4.322797841541598,0.0,1.0,12.912845771545447,0.0
3227,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.1,D60_hotspot,31.28593012120719,25.638169253259658,31.28639526077564,25.653939475131963,7.347534266428527,1.0,0.0,30.889606590890896,0.0
3227,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.1,D21_guard,2.102217055050133,14.738737869742598,2.102232425909044,14.738827403515998,-4.230714614613067,0.0,1.0,12.63659085921308,0.0
3228,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.12,D60_hotspot,31.28593012120719,27.155569554336363,31.28639526077564,27.171615937522716,7.099168597730147,0.8,0.2,30.888316723967293,0.0
3228,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.9,0.12,D21_guard,2.102217055050133,14.584059639929484,2.102232425909044,14.584147888228344,-4.179156181075972,0.0,1.0,12.481912629399964,0.0
3229,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.05,D60_hotspot,31.28593012120719,24.647274907362434,31.28639526077564,24.66286479008201,7.564898479724946,1.0,0.0,31.418256571739786,0.0
3229,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.05,D21_guard,2.102217055050133,18.112596510508787,2.102232425909044,18.112714083194952,-5.355312864177137,0.0,1.0,16.010449499979266,0.0
3230,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.08,D60_hotspot,31.28593012120719,24.728664848458774,31.28639526077564,24.744269543850436,7.5495065495015234,1.0,0.0,31.0979387783356,0.0
3230,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.08,D21_guard,2.102217055050133,16.060835466266827,2.102232425909044,16.06093598751277,-4.671405467762255,0.0,1.0,13.958688455737308,0.0
3231,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.1,D60_hotspot,31.28593012120719,25.24045468895107,31.28639526077564,25.25615252822493,7.4745603864358685,1.0,0.0,31.02208207831067,0.0
3231,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.1,D21_guard,2.102217055050133,15.454794807277029,2.102232425909044,15.45489029193935,-4.469395740374917,0.0,1.0,13.35264779674751,0.0
3232,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.12,D60_hotspot,31.28593012120719,26.39961342276026,31.28639526077564,26.41552222469103,7.30477516895127,0.8,0.2,30.98056483351525,0.0
3232,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.2,5.92,0.12,D21_guard,2.102217055050133,15.100078500364312,2.102232425909044,15.100171037108339,-4.351159210537592,0.0,1.0,12.99793148983479,0.0
3233,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.05,D60_hotspot,31.28593012120719,24.81465212679435,31.28639526077564,24.830272471556682,6.74012748921558,1.0,0.0,35.37472627972364,0.0
3233,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.05,D21_guard,2.102217055050133,11.22944127258329,2.102232425909044,11.22950164186831,-3.0609712345317175,0.0,1.0,9.127294262053772,0.0
3234,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.08,D60_hotspot,31.28593012120719,29.484057529769593,31.28639526077564,29.50052768926507,6.219260907321768,0.8,0.2,29.259923888935717,0.0
3234,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.08,D21_guard,2.102217055050133,7.369559003908371,2.102232425909044,7.369587295114911,-1.7743681770042583,0.0,1.0,5.267411993378852,0.0
3235,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.1,D60_hotspot,31.28593012120719,35.3968473338779,31.28639526077564,35.41439359952736,4.5393266778284795,0.8,0.2,26.740996113926855,0.0
3235,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.1,D21_guard,2.102217055050133,6.279112116534715,2.102232425909044,6.279131345433562,-1.4108927646187217,0.0,1.0,4.176965106005196,0.0
3236,partial_two_lobe,1.1,12.0,0.7853981633974483,5.8,0.05,0.4,5.82,0.12,D60_hotspot,31.28593012120719,41.43506291705879,31.28639526077564,41.453708115896006,3.0297843410440843,0.8,0.2,25.088124646351233,0.0
