mode,p95_abs_log_B_sum_ratio,max_abs_log_B_sum_ratio,p95_abs_log_B2_ratio,max_abs_log_B2_ratio,p95_share_l1,max_share_l1,argmax_B_mismatch_fraction,argmax_W_mismatch_fraction,acceptance_mismatch_fraction,p95_abs_delta_mu2,max_abs_delta_mu2,corr_abs_mu_vs_abs_log_B_sum_ratio,corr_abs_mu_vs_abs_log_B2_ratio,corr_abs_mu_vs_share_l1
cell_direct_runtime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
release_tuned,1.5935521890484645,1.646382992957794,2.0857632246689377,2.1997428968033956,0.7258163460529434,0.7369131263239941,0.9523809523809523,0.047619047619047616,0.0,0.31078410418325714,1.0145871023443789,0.5682526802788945,0.49570734383441384,0.49366069430900467
release_sumanchor,1.6336590926600805,1.6917380358523575,1.7794275883788866,1.8757125702351498,0.4027246627221257,0.4116413119077357,0.14285714285714285,0.047619047619047616,0.14285714285714285,49.24087962881938,51.78203746770311,0.6214226558900684,0.5849946402551965,0.06753407202976867
release_eftsumanchor,1.6501574102869867,1.709865304290977,1.8316771228383364,1.9410137247474464,0.40272466272212576,0.41164131190773573,0.14285714285714285,0.047619047619047616,0.14285714285714285,49.24087962881938,51.78203746770311,-0.37759387295445646,-0.31119339055323064,0.06753407202976851
release_fullsumanchor,2.2204460492503136e-16,3.33066907387547e-16,0.34064302400938945,0.36227991944258076,0.4027246627221257,0.4116413119077357,0.14285714285714285,0.047619047619047616,0.14285714285714285,49.24087962881938,51.78203746770311,-0.08340902709038694,0.07449805726851434,0.06753407202976841
tailm2_detlin,0.48636815881084544,0.5551943715870833,0.6534407719886691,0.6947288695757264,0.38736114489878704,0.391740271296106,0.14285714285714285,0.047619047619047616,0.02857142857142857,7.905935701647654,66.14646155556899,0.2113023214385332,0.407715300976721,0.3421885159863717
