ref_D,refamp2_peak,center_D,sigma_D,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,hotspot_objective,guard_objective,joint_objective
9.966101694915254,1.0,5.9,0.2,14.067546860044892,9.206454345434054,18.82860640948742,32.21599694300052,7.953538343636772,18.82860640948742,32.21599694300052,18.82860640948742
9.966101694915254,0.5,6.03,0.2,14.067546860044892,4.591762093784169,19.09847549486028,31.51609096126988,7.944212393827801,19.09847549486028,31.51609096126988,19.09847549486028
9.966101694915254,1.0,6.03,0.1,14.201509899535893,4.9037814988093515,19.433773837508824,32.73558207529251,7.9555382134343695,19.433773837508824,32.73558207529251,19.433773837508824
9.966101694915254,0.5,6.03,0.15,14.067546860044892,3.472091375848862,20.7210637454002,32.50101348725916,7.9554148930150035,20.7210637454002,32.50101348725916,20.7210637454002
9.966101694915254,0.5,5.9,0.2,14.067546860044892,6.302571975981721,23.742812169397794,32.47756074608178,7.954538261748727,23.742812169397794,32.47756074608178,23.742812169397794
9.966101694915254,1.0,5.9,0.15,14.067546860044892,9.206454345434054,23.80765691558709,32.70935527971666,7.955534917995372,23.80765691558709,32.70935527971666,23.80765691558709
9.966101694915254,0.5,6.03,0.1,14.203773699174064,1.0826043177042806,24.061087828575992,32.73779208896245,7.955538213737938,24.061087828575992,32.73779208896245,24.061087828575992
9.966101694915254,0.5,5.9,0.15,14.067546860044892,6.302329865904994,26.331086117460316,32.72467722603301,7.955536566018299,26.331086117460316,32.72467722603301,26.331086117460316
9.966101694915254,1.0,5.9,0.1,14.067546860044892,9.206454345434054,28.225085253143916,32.739993047970586,7.955538214041319,28.225085253143916,32.739993047970586,28.225085253143916
9.966101694915254,0.5,5.9,0.1,14.067546860044892,6.301638155266048,28.57213813311678,32.73999760642039,7.955538214041425,28.57213813311678,32.73999760642039,28.57213813311678
9.966101694915254,0.0,5.9,0.1,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,5.9,0.15,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,5.9,0.2,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.03,0.1,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.03,0.15,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.03,0.2,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.17,0.1,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.17,0.15,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
9.966101694915254,0.0,6.17,0.2,14.206037586358171,2.9964695136669377,28.920382456346616,32.74000216487015,7.955538214041425,28.920382456346616,32.74000216487015,28.920382456346616
