d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,runtime_direct_b_release_profile_blend_override,runtime_direct_b_release_profile_blend_csv_override,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,9.6,9.600000000000001,False,1.0,,,chain_mode_full_direct_D21E41_widthstable,chain_mode_cell_direct_runtime_release_widthstable_D21E41,cell_direct_runtime_release_widthstable,0.09523809523809523,82,58.77038623935522,58.768976871429025,92.676579841663,92.46128725736159,710.1138019343953,697.407526837757,67975.41828052151,67754.12648778014,0.0952380952380952,0.1904761904761904,0.0952380952380952,0.2108887153962173,0.2149120810794444,0.004023365683227087
