d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,runtime_direct_b_release_profile_blend_override,runtime_direct_b_release_profile_blend_csv_override,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
60,21,1260,eft_wilson_uv_rge,fixed,10.0,9.966101694915254,True,1.0,,,chain_mode_full_direct,chain_mode_cell_direct_runtime,cell_direct_runtime_release_tuned,0.0,0,0.7502973985497121,0.7497176486005983,0.8372691708785638,0.8372419264456611,0.05693657164638388,0.05693656977098096,483.65363624033307,483.62167436903314,0.1428571428571428,0.1428571428571428,0.0,0.0015608257822685,6.739757432429159e-06,-0.0015540860248360708
