gnorm_beta_d21,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v15,delta_max_vs_v15
0.24,3.319825809483703,3.3200450394586625,-3.317852637230919,-3.3200450394586625,-3.315660132589173,2.735321825520515,2.735315372563079
