surface,scenario,point_kind,D,eta,abs_delta_mu_mumu_map,log_width_ratio,width_ratio_full,width_ratio_cmp,mu_mumu_full_model,mu_mumu_cmp_model,model_map_delta_residual
D21E41,cell_direct_runtime_release,reference_anchor,7.2,1.245,1.4009786252046057,0.11484136235376427,2.1797302252238366,2.4449935419639006,3.5313961682325217,2.6239518037063103,0.49353426067839434
D21E41,cell_direct_runtime_release,worst_abs_delta,6.4,4.0,51.78203751000409,0.5687880695585216,3.969344475791216,7.010359833441804,59.88020440872969,53.99453797075637,45.89637107203077
D21E41,cell_direct_runtime_release_tuned,reference_anchor,7.2,1.245,0.09248139192998828,0.003331012991102039,2.1797302252238366,2.187003041118553,3.5313961682325217,3.5172389333390846,0.07832415703655116
D21E41,cell_direct_runtime_release_tuned,worst_abs_delta,7.2,4.0,0.09248147357842207,0.003331002926325418,2.179721490914391,2.1869942556548905,3.5314006117660255,3.517243394458895,0.07832425627129158
D60E21,cell_direct_runtime_release,reference_anchor,7.254237288135593,2.1,0.9292772962833142,-0.22730841234367852,2.9794273571425363,2.373635408871646,3.262780137835671,4.192057445570045,1.145105965605353e-08
D60E21,cell_direct_runtime_release,worst_abs_delta,5.898305084745763,4.0,59.253455241874946,1.4283916508878103,12.03070105019759,50.191889722777965,77.64281396214666,18.389358766234093,4.596238056819857e-08
D60E21,cell_direct_runtime_release_tuned,reference_anchor,7.254237288135593,2.1,0.03990660909898747,-0.0024473679036835917,2.9794273571425363,2.9721445177860666,3.262780137835671,3.302686749250975,2.3163164719619544e-09
D60E21,cell_direct_runtime_release_tuned,worst_abs_delta,6.4406779661016955,4.0,0.8372691708785638,0.0007808776478922256,5.835693143959266,5.840251885973563,47.19385268269689,48.031122258254655,4.046791985956588e-07
