D,level,rho_max,z_max,dr,dz,Nr,Nz,E1,E2,DeltaE,M_LR,chi_LR,omega1,Gamma_ref,M_sym,norm1,norm2,overlap12,build_s,solve_s,grid_index
4.0,fine,3.0,8.0,0.06,0.03,50,533,2.066705423812488,2.5669612895002754,0.5002558656877873,0.2501279328438937,0.00052658181469949,1.7512011374518028,475.00298312929175,-2.387347284530196e-06,0.9999999999999996,1.0,1.9290667153948338e-16,0.006393909454345703,0.16202688217163086,0
4.8,fine,3.0,8.4,0.06,0.03,50,560,2.3885866704099348,2.9096817467488307,0.521095076338896,0.260547538169448,0.0003167996435484076,1.840811416308019,822.436336263225,-9.087626044014379e-17,1.0,1.0,3.469446951953614e-18,0.009176969528198242,0.23273587226867676,1
5.6,fine,3.0,8.8,0.06,0.03,50,587,2.2336243827649964,2.7084050794734424,0.474780696708446,0.237390348354223,0.00037339665030584033,1.7982281231159178,635.7591803777088,-9.207096947258786e-06,1.0,1.0,-6.691695808580533e-16,0.00997781753540039,1.6544129848480225,2
6.4,fine,3.0,9.2,0.06,0.03,50,613,2.102712458305626,2.539164786404355,0.43645232809872914,0.21822616404936457,0.0004308522908457138,1.7614518041393088,506.4987901561613,-1.7892753090614769e-06,1.0000000000000002,1.0,3.010829432992246e-16,0.01044774055480957,0.2483682632446289,3
7.2,fine,3.0,9.6,0.06,0.03,50,640,2.3844868256416722,2.8369579675602803,0.45247114191860804,0.22623557095930402,0.00027691745809128073,1.839697482099074,816.9783606952279,-1.4179820382763528e-17,0.9999999999999999,1.0000000000000002,1.4181364416110398e-16,0.0094451904296875,0.24097275733947754,4
8.0,fine,3.0,10.0,0.06,0.03,50,667,2.247779802957237,2.664789498336366,0.4170096953791287,0.20850484768956434,0.0003201768920955626,1.8021597606641973,651.2176638510573,-9.186073160581038e-06,0.9999999999999999,0.9999999999999999,-1.4286735314748833e-16,0.01007390022277832,0.26265501976013184,5
8.8,fine,3.0,10.4,0.06,0.03,50,693,2.1305057892297845,2.5176018151056376,0.3870960258758531,0.19354801293792656,0.0003638387115493475,1.7693235400089449,531.9610222720229,-2.8047091621006995e-06,1.0000000000000002,1.0000000000000002,4.483718084313804e-16,0.010303974151611328,0.38835620880126953,6
9.600000000000001,fine,3.0,10.8,0.06,0.03,50,720,2.3810819363949567,2.7808845411706815,0.3998026047757248,0.1999013023878624,0.0002460420282215673,1.8387718554499786,812.468112999971,-5.397748990394764e-17,1.0,1.0000000000000002,2.3418766925686896e-17,0.009945869445800781,0.36598920822143555,7
10.4,fine,3.0,11.2,0.06,0.03,50,747,2.258789200435522,2.6305644300190556,0.3717752295835335,0.18588761479176674,0.00028018248230128525,1.8052116774593283,663.4519519742082,8.031923272695145e-06,1.0,1.0000000000000002,-2.0177002429955238e-16,0.00831294059753418,0.26550984382629395,8
11.2,fine,3.0,11.6,0.06,0.03,50,773,2.152602815036352,2.5003789799940583,0.34777616495770625,0.17388808247885312,0.0003144770043564979,1.7755570435883923,552.9437131171915,-2.607227206414608e-06,0.9999999999999997,1.0,2.1120258320017626e-16,0.010098934173583984,0.2697460651397705,9
12.0,fine,3.0,12.0,0.06,0.03,50,800,2.3782130399963908,2.7363206915435403,0.3581076515471495,0.17905382577357476,0.00022141391849284027,1.8379915777816804,808.6836951912971,7.837649249615004e-17,1.0000000000000002,0.9999999999999999,2.2697772480984035e-16,0.011842966079711914,0.2827000617980957,10
12.8,fine,3.0,12.4,0.06,0.03,50,827,2.2675892687097803,2.602983974864696,0.33539470615491584,0.16769735307745792,0.00024904347738567104,1.8076474403792848,673.365770659234,-6.661631085104831e-06,1.0,0.9999999999999998,3.370377978442751e-16,0.01098489761352539,0.31337404251098633,11
13.600000000000001,fine,3.0,12.8,0.06,0.03,50,853,2.170588397847892,2.486300426139468,0.3157120282915762,0.1578560141457881,0.0002766889844183089,1.7806146123875015,570.5178848288929,-2.0471611827201966e-06,1.0000000000000002,0.9999999999999999,-3.782950786391376e-16,0.010696887969970703,0.31276631355285645,12
14.4,fine,3.0,13.2,0.06,0.03,50,880,2.375764217297444,2.7000457761304584,0.32428155883301457,0.16214077941650729,0.00020130088149175046,1.837325288917954,805.4648256627331,-6.953801573041504e-18,0.9999999999999999,0.9999999999999999,1.485356976305141e-17,0.011986017227172852,0.31789612770080566,13
15.200000000000001,fine,3.0,13.600000000000001,0.06,0.03,50,907,2.2747794170840443,2.5802791173849196,0.30549970030087525,0.15274985015043763,0.0002241194285871445,1.809635161319553,681.555593432382,-5.382978327369431e-06,1.0000000000000002,1.0,4.512449441884669e-16,0.011677980422973633,0.3234241008758545,14
16.0,fine,3.0,14.0,0.06,0.03,50,933,2.4745734983336414,2.7881694759998847,0.31359597766624336,0.15679798883312168,0.00016610481519628036,1.8640207880637065,943.9701591301787,9.01217839242561e-06,1.0,1.0,-1.9662006398024623e-16,0.011981964111328125,0.3410909175872803,15
16.8,fine,3.0,14.4,0.06,0.03,50,960,2.3736498668901644,2.669939334210085,0.29628946731992034,0.14814473365996017,0.00018455940285573113,1.836749810641113,802.6940452108199,2.061984257666478e-17,1.0,1.0,1.1709383462843448e-17,0.012798070907592773,0.3493080139160156,16
17.6,fine,3.0,14.8,0.06,0.03,50,987,2.2807608672113764,2.5612584593728425,0.2804975921614661,0.14024879608073304,0.00020372248898600413,1.8112870747651728,688.4306037040822,-4.282458915262851e-06,1.0,0.9999999999999998,2.980742822705773e-16,0.011914968490600586,1.7028210163116455,17
18.4,fine,3.0,15.2,0.06,0.03,50,1013,2.4646517978375604,2.7520383500201717,0.28738655218261133,0.14369327609130567,0.00015463531368534238,1.861357514782574,929.2397232348752,-7.670914050589391e-06,0.9999999999999999,1.0,4.228388472693467e-17,0.031086206436157227,0.9511749744415283,18
19.200000000000003,fine,3.0,15.600000000000001,0.06,0.03,50,1040,2.3718057441933427,2.644548085390866,0.27274234119752316,0.13637117059876158,0.00017040352108466583,1.8362477349729645,800.2837601636464,-4.997086908929183e-17,0.9999999999999999,1.0,-9.763240563231967e-17,0.011987924575805664,0.4961121082305908,19
