mode,family,p95_abs_log_B_sum_ratio,max_abs_log_B_sum_ratio,p95_abs_log_B2_ratio,max_abs_log_B2_ratio,p95_share_l1,max_share_l1
release_tuned,direct_runtime,1.5935521890484645,1.646382992957794,2.0857632246689377,2.1997428968033956,0.7258163460529434,0.7369131263239941
release_tuned,sum_anchor,2.2204460492503128e-16,2.2204460492503128e-16,0.49221103562047314,0.5533599038456016,0.7258163460529434,0.7369131263239942
tailm2_detlin,direct_runtime,0.48636815881084544,0.5551943715870833,0.6534407719886691,0.6947288695757264,0.38736114489878704,0.391740271296106
tailm2_detlin,sum_anchor,1.1102230246251565e-16,2.2204460492503128e-16,0.30919074821651904,0.3622799194425809,0.38736114489878704,0.391740271296106
