D,eta,winner,R3,mu_mumu,chi2_mumu
4.0,0.2,2,0.9322280088347581,6.677196899010038,174.05504444325723
4.271186440677966,0.2,2,0.9287623293117511,8.194698439333438,288.5495430092516
4.5423728813559325,0.2,2,0.9292440522501203,11.540081383151643,642.6328153558657
4.813559322033898,0.2,2,0.9326184590273949,18.446756249497465,1816.1993664361307
5.084745762711864,0.2,2,0.9365918392293063,29.209695939826062,4833.619926659862
5.3559322033898304,0.2,2,0.939998323657625,36.865556967705096,7861.285818934596
5.627118644067797,0.2,2,0.9430308940264394,48.33093474294524,13765.703974041153
5.898305084745763,0.2,2,0.945642566009517,67.07026009363592,26953.644129786182
6.169491525423728,0.2,2,0.9470689464442748,64.3873536760466,24796.29201944613
6.4406779661016955,0.2,2,0.947857621714523,42.1165439877498,10361.480964414777
6.711864406779661,0.2,2,0.9485435373570701,20.496328987121363,2279.186129902322
6.983050847457627,0.2,2,0.9491489238742716,4.2162138601524015,49.56912816321556
7.254237288135593,0.2,2,0.949863076239139,3.2302607891482604,20.936590976835085
7.525423728813559,0.2,2,0.9504116254378028,2.8758876302032554,13.614026856168634
7.796610169491526,0.2,2,0.950802734102898,2.4895328297255364,7.419261169060842
8.067796610169491,0.2,2,0.9509421706060266,2.204309408817059,4.043210156947796
8.338983050847457,0.2,2,0.9505621156326746,2.264793253700877,4.674171072790933
8.610169491525424,0.2,2,0.9499822660291688,2.2810888010226886,4.851984220547494
8.881355932203391,0.2,2,0.9492097413412284,2.225155902921483,4.255514150788549
9.152542372881356,0.2,2,0.9490730506646022,2.0503692910594173,2.6436263422070576
9.423728813559322,0.2,2,0.9494726948020898,1.7616648556258157,0.8175091737177634
9.694915254237287,0.2,2,0.9497978773348692,1.4788338906903842,0.038842389508646595
9.966101694915254,0.2,2,0.9500562793136786,1.2077290304843196,0.23105078574062302
10.237288135593221,0.2,2,0.9511084634049929,0.9084340692432328,1.510231651754792
10.508474576271187,0.2,2,0.9521892082575778,0.6415629025995379,3.595167691957737
10.779661016949152,0.2,2,0.9531820382383638,0.4185837267830474,6.019861883344074
11.050847457627118,0.2,2,0.9538321595020299,0.2555175985771011,8.186499794792033
11.322033898305085,0.2,2,0.9532913801228095,0.18194383392195884,9.272880148254602
11.593220338983052,0.2,2,0.9527093041124839,0.11840448806339836,10.265544101350248
11.864406779661017,0.2,2,0.9520857446142557,0.06909604466964225,11.07065836446244
12.135593220338983,0.2,2,0.9508396929771741,0.03849226951498137,11.585645626065409
12.40677966101695,0.2,2,0.9488948317154149,0.020630353269645938,11.891628889506382
12.677966101694915,0.2,2,0.9467955990877639,0.008381781624961058,12.103757910708232
12.94915254237288,0.2,2,0.944527660393696,0.0015943102538004859,12.222115456965897
13.220338983050848,0.2,2,0.9433875400766443,0.0006824866465454137,12.238059394860594
13.491525423728813,0.2,2,0.9424927121567106,0.00044220635597391365,12.242262610935837
13.76271186440678,0.2,2,0.9415529783270383,0.00025934391248532313,12.24546190190191
14.033898305084746,0.2,2,0.9408424013460811,0.00013148319033087395,12.24769915221814
14.305084745762711,0.2,2,0.9419729553436548,9.476395023931994e-05,12.2483416869971
14.576271186440678,0.2,2,0.9429920292721711,6.424886931584144e-05,12.248875670586452
14.847457627118644,0.2,2,0.9439081906446515,3.979771438893341e-05,12.249303549897304
15.11864406779661,0.2,2,0.9438536236010353,2.4154227487851445e-05,12.249577304665376
15.389830508474576,0.2,2,0.9426057294305605,1.5339302687886857e-05,12.24973156367355
15.661016949152541,0.2,2,0.9412963602213151,8.55466486628129e-06,12.249850293822227
15.932203389830509,0.2,2,0.9399218814619804,3.809982999207989e-06,12.249933325388234
16.203389830508474,0.2,2,0.9389842074565853,2.121044942081046e-06,12.249962881741627
16.474576271186443,0.2,2,0.9381655779505458,1.269218446116851e-06,12.249977788687259
16.74576271186441,0.2,2,0.9372966379969571,6.3789397258874e-07,12.249988836858021
17.016949152542374,0.2,2,0.9362193789234401,2.359041277280572e-07,12.24999587167811
17.28813559322034,0.2,2,0.9326321577346529,1.3721799850528488e-07,12.24999759868514
