sample_id,g_beta,g_center,g_left_width,g_right_width,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mismatch,score
3,0.24696468398720026,0.048959185225982214,0.025684971994720397,0.02529438857715577,5.199359509066078,5.199528481448084,0.0,5.199359509066078
2,0.24721990096271038,0.048673525187466295,0.024322404175810514,0.02474970348086208,5.200987404799847,5.201156417954252,0.0,5.200987404799847
1,0.24658889134973286,0.04913764813849702,0.02521201892066747,0.025601537291705608,5.210087180021752,5.210256176903478,0.0,5.210087180021752
4,0.2460456708073616,0.0482200488996692,0.024746371952630578,0.024332687961310148,5.225889219058921,5.226058347719253,0.0,5.225889219058921
