d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,full_direct_tag,cell_direct_tag,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,10.0,9.600000000000001,True,1.0,full_direct_map_full_release_D21E41,full_direct_map_cell_direct_runtime_release_D21E41,0.056910569105691054,49,18.771581618496096,18.770756552502014,77.36930428755912,77.36881158624422,1.9224142164431477,1.9223976907141278,91958.38750903257,91956.94450006868,0.1242740998838559,0.1626016260162601,0.0383275261324042,0.2110735142651695,0.0111242750005026,-0.1999492392646669
