peak,sigma_D,D,eta,mu_mumu_ref,mu_mumu_cur,mu_mumu_new,delta_mu_new,scalar_mu_factor,acceptance_mismatch_new
0.25,0.08,17.559322033898304,2.1,7.206267661724628e-08,5.0711230916614855e-08,5.0711230916614855e-08,-2.1351445700631425e-08,1.0,0.0
0.25,0.08,17.559322033898304,2.29,7.206267661724628e-08,5.071123091661503e-08,5.071123091661503e-08,-2.1351445700631253e-08,1.0,0.0
0.25,0.08,17.559322033898304,2.4800000000000004,7.206267661724628e-08,5.0711230916615186e-08,5.0711230916615186e-08,-2.1351445700631094e-08,1.0,0.0
0.25,0.08,17.559322033898304,2.6700000000000004,7.206267661724628e-08,5.071123091661535e-08,5.071123091661535e-08,-2.135144570063093e-08,1.0,0.0
0.25,0.08,17.559322033898304,2.8600000000000003,7.206267661724628e-08,5.071123091661552e-08,5.071123091661552e-08,-2.1351445700630757e-08,1.0,0.0
0.25,0.08,17.559322033898304,3.0500000000000003,7.206267661724628e-08,5.071123091661568e-08,5.071123091661568e-08,-2.1351445700630598e-08,1.0,0.0
0.25,0.08,17.559322033898304,3.24,7.206267661724628e-08,5.0711230916615854e-08,5.0711230916615854e-08,-2.1351445700630426e-08,1.0,0.0
0.25,0.08,17.559322033898304,3.43,7.206267661724628e-08,5.0711230916616026e-08,5.0711230916616026e-08,-2.1351445700630254e-08,1.0,0.0
0.25,0.08,17.559322033898304,3.62,7.206267661724628e-08,5.0711230916616185e-08,5.0711230916616185e-08,-2.1351445700630095e-08,1.0,0.0
0.25,0.08,17.559322033898304,3.81,7.206267661724628e-08,5.071123091661636e-08,5.071123091661636e-08,-2.1351445700629923e-08,1.0,0.0
0.25,0.08,17.559322033898304,4.0,7.206267661724628e-08,5.0711230916616516e-08,5.0711230916616516e-08,-2.1351445700629764e-08,1.0,0.0
0.25,0.08,17.83050847457627,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,17.83050847457627,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.101694915254235,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.372881355932204,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.64406779661017,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,18.915254237288135,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.186440677966104,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.45762711864407,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,0.39,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,0.5800000000000001,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,0.77,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,0.96,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,1.15,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,1.34,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,1.53,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,1.72,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,1.91,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,2.1,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,2.29,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,2.4800000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,2.6700000000000004,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,2.8600000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,3.0500000000000003,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,3.24,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,3.43,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,3.62,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,3.81,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,19.728813559322035,4.0,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
0.25,0.08,20.0,0.2,7.206267661724628e-08,5.0711230916754867e-08,5.0711230916754867e-08,-2.1351445700491413e-08,1.0,0.0
