mode,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu
fullwidthrefamp_pointamp2_widthboost,31.28593012120719,31.28639526077564,0.0,10.272608773798765,1.3721439395038004,,31.28639526077564,7.462495924022775
fullwidthrefamp_pointamp2_widthboost_reviewerscalar,25.87478767173237,25.890600957292833,0.0,3.788069834665478,15.184691847691397,,14.565267735644454,7.462493053957854
