width_peak,refamp_peak,center_D,sigma_D,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,hotspot_objective,guard_objective,joint_objective
0.0,1.0,6.17,0.15,29.820737782746768,8.073030531245962,24.189633188524482,2.9370388033647536,29.820737782746768,24.189633188524482,29.820737782746768
1.0,1.0,6.17,0.15,29.820737782746768,8.073030531245962,25.039370070191055,2.9371469947149365,29.820737782746768,25.039370070191055,29.820737782746768
0.5,1.0,6.17,0.15,29.820737782746797,8.073030531245962,24.61334140533569,2.9370928991092455,29.820737782746797,24.61334140533569,29.820737782746797
0.0,0.5,6.17,0.15,30.18413772071345,11.553589065387428,23.49535864916585,2.9384590273476157,30.18413772071345,23.49535864916585,30.18413772071345
1.0,0.5,6.17,0.15,30.18413772071345,11.553589065387428,24.337470286151046,2.9385672114105006,30.18413772071345,24.337470286151046,30.18413772071345
0.5,0.5,6.17,0.15,30.18413772071348,11.553589065387428,23.915264655085195,2.9385131194484515,30.18413772071348,23.915264655085195,30.18413772071348
1.0,1.0,6.17,0.1,30.452618067565837,8.073081661331173,23.09529034526281,2.9398783715914583,30.452618067565837,23.09529034526281,30.452618067565837
0.0,1.0,6.17,0.1,30.452618067565865,8.073081661331173,22.98651128928391,2.9398783405446594,30.452618067565865,22.98651128928391,30.452618067565865
0.5,1.0,6.17,0.1,30.452618067565865,8.073081661331173,23.040881411305577,2.939878356068064,30.452618067565865,23.040881411305577,30.452618067565865
1.0,0.5,6.17,0.1,30.499012822045607,11.553613502297111,23.005511042265397,2.9398787791544514,30.499012822045607,23.005511042265397,30.499012822045607
0.0,0.5,6.17,0.1,30.499012822045636,11.553613502297111,22.89686002649816,2.9398787481076525,30.499012822045636,22.89686002649816,30.499012822045636
