mode,D,eta,mu_full,mu_mode_map,mu_mode_path,chi2_full,chi2_mode,acceptance_mismatch,width_full,width_mode,c_uv22_full,c_uv22_mode,delta_log_mu,delta_log_uv_ratio,delta_log_fin_ratio,delta_log_rge_ratio,delta_log_width_term,identity_residual,delta_log_uv_g_only,delta_log_uv_p_only,delta_log_uv_m2_only,dominant_component,abs_width_component,abs_uv_component,abs_fin_component,abs_rge_component
bandcombo,4.0,1.15,1.983281234640386,0.9962499119364716,0.9962499119372471,2.1263562417725805,1.0188383350706671,0.0,451.7521564544984,950.6068918052122,0.0014953215869773688,0.001495321586977363,-0.9568507073136788,-0.10654859427662267,0.0,0.00010669616393171877,-0.7439669110882949,-1.9984014443252818e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7439669110882949,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,1.2449999999999999,1.997727946482298,1.0035117554024893,1.0035117554032702,2.232991862537155,0.9825183006500964,0.0,449.6003072892997,946.0714601709423,0.0014971771096801748,0.001497177109680169,-0.9568429196651751,-0.10654859427662355,0.0,0.00010669616393171877,-0.7439591234397911,-3.3306690738754696e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7439591234397911,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,1.34,2.012220356808913,1.0107966427929869,1.0107966427937733,2.342586033070207,0.9467453328825612,0.0,447.4607936281768,941.5620295186775,0.0014990162446540378,0.001499016244654032,-0.9568351039957419,-0.10654859427662355,0.0,0.00010669616393171877,-0.7439513077703577,-5.551115123125783e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7439513077703577,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,1.435,2.0267579615199205,1.0181043214512266,1.0181043214520185,2.455159639553789,0.9115269330889249,0.0,445.333611351702,937.0785911636787,0.0015008390607146177,0.001500839060714612,-0.9568272605335265,-0.10654859427662267,0.0,0.00010669616393171877,-0.7439434643081428,-1.7763568394002505e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7439434643081428,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,1.53,2.041340251178509,1.025434536031525,1.0254345360323232,2.570733236135707,0.8768705424869935,0.0,443.2187546195937,932.6211327942718,0.0015026456270817725,0.0015026456270817667,-0.9568193895090863,-0.10654859427662267,0.0,0.00010669616393171877,-0.7439355932837017,-2.6645352591003757e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7439355932837017,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,1.625,2.0559667110850164,1.0327870285360825,1.0327870285368863,2.689327037823084,0.8427835400709989,0.0,441.1162159085475,928.1896385515826,0.0015044360133650992,0.0015044360133650936,-0.956811491155361,-0.10654859427662267,0.0,0.00010669616393171877,-0.7439276949299778,-1.3322676295501878e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7439276949299778,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,1.72,2.070636821351888,1.0401615383524443,1.040161538353254,2.8109609134560283,0.809273240505495,0.0,439.0259860496755,923.7840891084321,0.0015062102895496698,0.001506210289549664,-0.9568035657076431,-0.10654859427662355,0.0,0.00010669616393171877,-0.7439197694822592,-2.220446049250313e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7439197694822592,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,1.815,2.0853500569798915,1.0475578022916283,1.0475578022924437,2.935654378764629,0.7763468920344181,0.0,436.94805426551,919.4044617473346,0.0015079685259819337,0.0015079685259819283,-0.9567956134035553,-0.10654859427662267,0.0,0.00010669616393171877,-0.743911817178172,-1.4432899320127035e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.743911817178172,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,1.91,2.100105887935608,1.0549755546268704,1.054975554627691,3.0634265895131625,0.7440116744064725,0.0,434.88240820661133,915.0507304376404,0.0015097107933558257,0.0015097107933558199,-0.9567876344830177,-0.10654859427662267,0.0,0.00010669616393171877,-0.7439038382576335,-2.3314683517128287e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7439038382576335,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.005,2.1149037792301515,1.062414527133002,1.0624145271338283,3.1942963347347084,0.7122746968177166,0.0,432.8290339877481,910.722865911794,0.0015114371626990554,0.0015114371626990496,-0.9567796291882192,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438958329628349,-2.4424906541753444e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438958329628349,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.1,2.129743190999092,1.0698744491264305,1.0698744491272634,3.328282030059609,0.6811429958723605,0.0,430.7879162236567,906.4208357406939,0.0015131477053595807,0.0015131477053595748,-0.9567715977635906,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438878015382064,-2.220446049250313e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438878015382064,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.1950000000000003,2.144623578583578,1.0773550475057254,1.0773550475065639,3.465401711141339,0.6506235335627041,0.0,428.7590380643746,902.144604408166,0.0015148424929922713,0.0015148424929922655,-0.956763540455774,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438797442303908,-1.3322676295501878e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438797442303908,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.29,2.159544392612591,1.0848560467927717,1.0848560467936161,3.605673027182685,0.6207231952692487,0.0,426.7423812301534,897.8941333845356,0.0015165215975457566,0.0015165215975457508,-0.9567554575135884,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438716612882041,-2.3314683517128287e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438716612882041,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.3850000000000002,2.1745050790863396,1.092377169174506,1.0923771691753559,3.749113234565858,0.5914487877818158,0.0,424.7379260459354,893.6693811992959,0.001518185091249457,0.0015181850912494512,-0.9567473491880029,-0.10654859427662267,0.0,0.00010669616393171877,-0.743863552962619,-1.9984014443252818e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.743863552962619,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.4800000000000004,2.1895050794607793,1.0999181345452074,1.0999181345460634,3.8957391905898224,0.5628070373426763,0.0,422.745651475404,889.4703035128672,0.0015198330466008035,0.0015198330466007976,-0.9567392157321013,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438554195067173,-2.1094237467877974e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438554195067173,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.575,2.2045438307331704,1.10747866054933,1.107478660550192,4.045567347317527,0.5348045877125883,1.0,420.76553515460034,885.2968531874478,0.001521465536352639,0.0015214655363526334,-0.9567310574010524,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438472611756692,-1.2212453270876722e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438472611756692,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.6700000000000004,2.2196207655287057,1.1150584626248607,1.115058462625729,4.198613745536636,0.5074479982606739,1.0,418.7975534251082,881.1489803569524,0.0015230826335008037,0.001523082633500798,-0.956722874452077,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438390782266939,-1.2212453270876722e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438390782266939,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.765,2.234735312188143,1.1226572540471904,1.122657254048064,4.35489400883648,0.4807437420790289,1.0,416.8416813668033,877.0266324960315,0.0015246844112718962,0.0015246844112718904,-0.9567146671444117,-0.10654859427662355,0.0,0.00010669616393171877,-0.7438308709190276,-4.440892098500626e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7438308709190276,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,2.8600000000000003,2.2498868948564748,1.130274745973504,1.1302747459743838,4.51442333780488,0.4546982041228606,1.0,414.89789283016677,872.9297544881773,0.0015262709431112347,0.001526270943111229,-0.9567064357392763,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438226395138923,-2.1094237467877974e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438226395138923,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,2.955,2.265074933572471,1.1379106474876268,1.1379106474885128,4.677216504346346,0.4293176793772185,1.0,412.966160468165,868.8582886929092,0.0015278423026709733,0.0015278423026709675,-0.9566981804998411,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438143842744571,-2.1094237467877974e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438143842744571,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.0500000000000003,2.280298844359258,1.14556466564537,1.1455646656462612,4.843287846126531,0.4046083710509521,1.0,411.0464557676908,864.8121750120421,0.0015293985637984202,0.0015293985637984144,-0.9566899016911908,-0.10654859427662267,0.0,0.00010669616393171877,-0.7438061054658069,-1.9984014443252818e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7438061054658069,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.145,2.2955580393157105,1.1532365055203122,1.1532365055212095,5.0126512611437475,0.3805763887989179,1.0,409.138749080574,860.7913509550381,0.0015309398005245263,0.0015309398005245204,-0.956681599580288,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437978033549042,-1.887379141862766e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437978033549042,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.24,2.3108519267087737,1.1609258702500331,1.1609258702509377,5.185320202431784,0.3572277469731497,1.0,407.2430096541478,856.7957517034312,0.001532466087052544,0.0015324660870525385,-0.9566732744359363,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437894782105534,-9.992007221626409e-16,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437894782105534,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.3350000000000004,2.3261799110666166,1.1686324610827774,1.168632461083687,5.361307672896037,0.3345683629038279,1.0,405.35920566138844,852.8253101743484,0.001533977497746883,0.001533977497746877,-0.9566649265287517,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437811303033675,-2.3314683517128287e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437811303033675,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.43,2.3415413932725633,1.1763559774245065,1.1763559774254215,5.540626220285248,0.3126040552109238,1.0,403.4873042306146,848.8799570831023,0.0015354741071221191,0.0015354741071221133,-0.9566565561311147,-0.10654859427662355,0.0,0.00010669616393171877,-0.7437727599057302,-7.771561172376096e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7437727599057302,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,3.5250000000000004,2.356935770659859,1.1840961168863824,1.1840961168873037,5.723287932302366,0.2913405421471163,1.0,401.6272714747532,844.9596210048693,0.0015369559898321956,0.00153695598983219,-0.9566481635171381,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437643672917549,-1.3322676295501878e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437643672917549,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.62,2.3723624371071432,1.1918525753325966,1.1918525753335245,5.909304431855894,0.2707834399729521,1.0,399.7790725201757,841.0642284354678,0.0015384232206597922,0.0015384232206597864,-0.9566397489626328,-0.10654859427662355,0.0,0.00010669616393171877,-0.7437559527372493,1.1102230246251565e-16,-0.10523521911549238,0.0,-0.0013133751611311695,width,0.7437559527372493,0.2130971885532471,0.0,0.00021339232786343754
bandcombo,4.0,3.7150000000000003,2.3878207831346545,1.19962504692858,1.199625046929514,6.098686872454763,0.2509382613648362,1.0,397.94267153509657,837.19370385121,0.0015398758745058594,0.0015398758745058538,-0.9566313127450654,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437475165196821,-1.4432899320127035e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437475165196821,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.81,2.4033101960011223,1.2074132241895623,1.2074132241905018,6.291445933748815,0.2318104138566234,1.0,396.1180317575466,833.3479697678538,0.0015413140263793401,0.0015413140263793343,-0.9566228551435209,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437390589181367,-2.220446049250313e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437390589181367,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,3.9050000000000002,2.4188300598013246,1.2152167980294564,1.2152167980304025,6.487591817217316,0.2134051983155418,1.0,394.30511552291284,829.5269467986509,0.0015427377513870483,0.0015427377513870426,-0.9566143764386638,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437305802132803,-1.5543122344752192e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437305802132803,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.0,4.0,2.4343797555642395,1.22303545781006,1.223035457811012,6.687134242007098,0.1957278074530939,1.0,392.5038842910549,825.7305537114923,0.0015441471247237223,0.0015441471247237162,-0.9566058769127004,-0.10654859427662267,0.0,0.00010669616393171877,-0.7437220806873173,-1.2212453270876722e-15,-0.10523521911549238,0.0,-0.0013133751611302813,width,0.7437220806873173,0.21309718855324533,0.0,0.00021339232786343754
bandcombo,4.8,0.2,11.49929856244426,17.779559462853836,17.779559462935417,637.4739465836794,1676.8123012322792,0.0,93.95499366753128,65.73268004759093,0.0015683202593658858,0.0016574525087610559,0.2577929495947715,-0.05127195205761037,0.0,0.0015585959474005173,0.3572196618151944,-3.164135620181696e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.3572196618151944,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.29500000000000004,11.50444450080809,17.809850800155896,17.8098508002376,638.1237416869426,1683.020020521107,0.0,93.91831023587707,65.62456567961115,0.001568364294453129,0.0016574990464917195,0.259048549497066,-0.05127195205761037,0.0,0.0015585959474005173,0.358475261717488,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.358475261717488,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.39,11.509590904681522,17.840174824419854,17.840174824501652,638.7739266251208,1689.2459266093026,0.0,93.88164646487063,65.51669187630661,0.0015684082500680974,0.0016575455002334652,0.2603032485994681,-0.05127195205761126,0.0,0.0015585959474005173,0.35972996081989006,-4.996003610813204e-16,-0.05062563949062415,0.0,-0.0006463125669879943,width,0.35972996081989006,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,0.48500000000000004,11.514737772637506,17.870531533930116,17.870531534012077,639.4245013076245,1695.4900563136648,0.0,93.84500234745038,65.40905801353698,0.0015684521262446694,0.0016575918700220973,0.2615570472932012,-0.05127195205761037,0.0,0.0015585959474005173,0.3609837595136236,-2.7200464103316335e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.3609837595136236,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.5800000000000001,11.519885103252694,17.90092092692041,17.900920927002442,640.0754656439735,1701.7524464779997,0.0,93.80837787653407,65.30166346892258,0.0015684959230168687,0.0016576381558935731,0.26280994597023666,-0.05127195205761037,0.0,0.0015585959474005173,0.36223665819065776,-1.3877787807814457e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.36223665819065776,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.675,11.52503289510164,17.931343001549617,17.931343001631735,640.726819543064,1708.0331339680222,0.0,93.77177304504471,65.19450762191146,0.001568539640418695,0.0016576843578838235,0.26406194502245306,-0.05127195205761126,0.0,0.0015585959474005173,0.3634886572428746,-5.551115123125783e-17,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.3634886572428746,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,0.77,11.530181146758038,17.961797755909473,17.96179775599168,641.3785629133248,1714.3321556728004,0.0,93.73518784590115,65.08758985374664,0.0015685832784841207,0.0016577304760287534,0.2653130448419563,-0.05127195205761037,0.0,0.0015585959474005173,0.36473975706237827,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.36473975706237827,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.865,11.535329856796782,17.992285188029893,17.992285188112252,642.0306956629767,1720.6495485057262,0.0,93.698622272014,64.98090954744933,0.001568626837247202,0.0016577765103643533,0.26656324582119817,-0.05127195205761037,0.0,0.0015585959474005173,0.36598995804162016,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.36598995804162016,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,0.96,11.540479023790857,18.02280529586989,18.02280529595235,642.6832176996396,1726.9853494025003,0.0,93.66207631629383,64.8744660878353,0.0015686703167419318,0.001657822460926548,0.2678125483527327,-0.05127195205761126,0.0,0.0015585959474005173,0.3672392605731547,-4.996003610813204e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.3672392605731547,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,1.055,11.54562864631328,18.053358077321313,18.053358077403857,643.3361289305788,1733.3395953217691,0.0,93.62554997164834,64.76825886150357,0.0015687137170023512,0.001657868327751314,0.26906095282926756,-0.05127195205761037,0.0,0.0015585959474005173,0.36848766504969,-2.7200464103316335e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.36848766504969,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,1.15,11.550778722937414,18.08394353021427,18.083943530296946,643.9894292627431,1739.712323246117,0.0,93.58904323097558,64.66228725680865,0.0015687570380625141,0.0016579141108746397,0.270308459643934,-0.05127195205761037,0.0,0.0015585959474005173,0.369735171864356,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.369735171864356,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,1.2449999999999999,11.555929252234794,18.114561652303745,18.114561652386534,644.6431186024897,1746.1035701791434,0.0,93.55255608717974,64.55655066390204,0.001568800279956465,0.0016579598103325056,0.27155506918973105,-0.05127195205761037,0.0,0.0015585959474005173,0.37098178141015214,-1.3877787807814457e-15,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.37098178141015214,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,1.34,11.561080232777922,18.145212441285075,18.145212441367985,645.2971968559389,1752.5133731485532,0.0,93.51608853315292,64.45104847467388,0.0015688434427182862,0.0016580054261609296,0.27280078186013856,-0.05127195205761126,0.0,0.0015585959474005173,0.372227494080561,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.372227494080561,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,1.435,11.566231663138169,18.17589589478435,18.17589589486731,645.9516639287064,1758.941769204015,0.0,93.47964056178573,64.34578008277764,0.0015688865263820346,0.0016580509583959055,0.2740455980487706,-0.05127195205761037,0.0,0.0015585959474005173,0.37347231026919214,-1.8318679906315083e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.37347231026919214,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,1.53,11.571383541886435,18.206612010359265,18.206612010442306,646.6065197259892,1765.388795417202,0.0,93.44321216596771,64.2407448836247,0.0015689295309817973,0.0016580964070734565,0.2752895181493713,-0.05127195205761126,0.0,0.0015585959474005173,0.37471623036979373,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.37471623036979373,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,1.625,11.576535867593762,18.23736078550223,18.237360785585388,647.2617641526393,1771.8544888823017,0.0,93.40680333858275,64.13594227436869,0.0015689724565516865,0.0016581417722296343,0.27653254255592685,-0.05127195205761126,0.0,0.0015585959474005173,0.3759592547763493,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.3759592547763493,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,1.72,11.581688638830398,18.268142217637948,18.268142217721277,647.9173971130499,1778.3388867153728,0.0,93.3704140725121,64.03137165390538,0.0015690153031258096,0.0016581870539004843,0.2777746716626104,-0.05127195205761037,0.0,0.0015585959474005173,0.37720138388303237,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.37720138388303237,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,1.815,11.586841854166297,18.29895630412583,18.298956304209227,648.5734185112135,1784.8420260547143,0.0,93.33404436063131,63.92703242285968,0.0015690580707382706,0.0016582322521220487,0.27901590586386593,-0.05127195205761126,0.0,0.0015585959474005173,0.37844261808428836,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669879943,width,0.37844261808428836,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,1.91,11.59199551217099,18.32980304225656,18.32980304234007,649.22982825071,1791.3639440599968,0.0,93.29769419581464,63.822923983593256,0.001569100759423203,0.001658277366930402,0.2802562455542561,-0.05127195205761037,0.0,0.0015585959474005173,0.3796829577746781,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.000646312566986218,width,0.3796829577746781,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,2.005,11.59714961141356,18.36068242925395,18.360682429337558,649.8866262346982,1797.9046779125229,0.0,93.26136357093296,63.719045740192136,0.0015691433692147452,0.0016583223983616207,0.28149569112853845,-0.05127195205761037,0.0,0.0015585959474005173,0.38092240334896044,-2.275957200481571e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.38092240334896044,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,2.1,11.602304150462675,18.391594462275133,18.391594462358878,650.5438123659245,1804.464264815119,0.0,93.22505247885306,63.61539709845991,0.0015691859001470418,0.001658367346451792,0.2827342429816895,-0.05127195205761037,0.0,0.0015585959474005173,0.3821609552021119,-2.7200464103316335e-15,-0.050625639490623264,0.0,-0.0006463125669871062,width,0.3821609552021119,0.10254390411522074,0.0,0.0031171918948010345
bandcombo,4.8,2.1950000000000003,11.607459127886951,18.422539138411917,18.422539138495754,651.2013865467666,1811.0427419922848,0.0,93.18876091243645,63.511977465909105,0.0015692283522542553,0.0016584122112370185,0.2839719015089326,-0.05127195205761126,0.0,0.0015585959474005173,0.383398613729355,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.383398613729355,0.10254390411522252,0.0,0.0031171918948010345
bandcombo,4.8,2.29,11.61261454225414,18.453516454686262,18.45351645477018,651.8593486791295,1817.6401466890952,0.0,93.15248886454468,63.40878625176979,0.0015692707255705526,0.00165845699275341,0.28520866710558046,-0.05127195205761126,0.0,0.0015585959474005173,0.3846353793260029,-9.43689570931383e-16,-0.05062563949062415,0.0,-0.0006463125669871062,width,0.3846353793260029,0.10254390411522252,0.0,0.0031171918948010345
