beta_d60_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v17,delta_max_vs_v17
0.55,0.5352537094980399,0.5498755509337592,0.40416195591248066,0.25895153639012314,0.5498755509337592,0.0,0.0
0.56,0.16869157639101395,0.18319271132124193,0.03867360209381012,-0.10535483811837842,0.18319271132124193,-0.3665621331070259,-0.36668283961251724
0.57,0.443874714182245,0.4581142433048697,-0.31524205591716264,-0.4581142433048697,-0.1718915041002802,-0.09137899531579485,-0.09176130762888945
0.58,0.7855650339007259,0.7996926691982331,-0.6579514520652721,-0.7996926691982331,-0.5157439739206602,0.250311324402686,0.24981711826447395
0.59,1.1164262998926162,1.1304445054933048,-0.9898094176498313,-1.1304445054933048,-0.8487199719137521,0.5811725903945764,0.5805689545595456
0.6,1.4368017129975268,1.4507129092323439,-1.311159548707187,-1.4507129092323439,-1.1711635341118463,0.9015480034994869,0.9008373582985847
