d4p0_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
1.3,106.57226942269449,107.51502749723593,0.6097560975609756,0.11108079505702007,0.1197662052073789,0.07317073170731707,1.8211724296371496,2.5541459607716184,1.108663846790374,8.325330617284013
