combo_id,peak,center_D,width_D,s_min,power,D60_p95_base,D60_p95_hybrid,D60_p95_cloud,D21_p95_base,D21_p95_hybrid,D21_p95_cloud,D60_mean_improvement_vs_base,D60_mean_improvement_vs_hybrid,D21_mean_improvement_vs_base,D21_mean_improvement_vs_hybrid,D60_improved_fraction_vs_base,D21_improved_fraction_vs_base,D21_acceptance_flip_fraction,joint_objective,net_mean_gain_vs_base
8,0.5,6.1,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.19172887828867,2.102217055050133,1.3915418994079403,1.3755968803451935,-0.7668972283924026,-0.008490487611054153,0.27145443439167377,0.005321690531080661,0.0,1.0,0.04878048780487805,32.19172887828867,-0.4954427940007288
4,0.5,5.9,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.195897352480394,2.102217055050133,1.3915418994079403,1.370395173919261,-0.7738541979793626,-0.015447457198014039,0.27318856788143386,0.00705582402084082,0.0,1.0,0.04878048780487805,32.195897352480394,-0.5006656300979287
6,0.5,6.1,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.19629517271041,2.102217055050133,1.3915418994079403,1.3710316919315169,-0.7676308141902449,-0.009224073408896433,0.2729765087714029,0.006843764910809867,0.0,1.0,0.04878048780487805,32.19629517271041,-0.49465430541884203
7,0.5,6.1,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.19749050477684,2.102217055050133,1.3915418994079403,1.3684225231852736,-0.7666390159636107,-0.008232275182262362,0.27384841450830405,0.007715670647710994,0.0,1.0,0.04878048780487805,32.19749050477684,-0.4927906014553067
16,0.75,6.1,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.198718399807845,2.102217055050133,1.3915418994079403,1.367709965643705,-0.7710973535851537,-0.012690612803805226,0.27409567432284276,0.007962930462249648,0.0,1.0,0.04878048780487805,32.198718399807845,-0.497001679262311
2,0.5,5.9,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.1990694130915,2.102217055050133,1.3915418994079403,1.3666136602224974,-0.7755417159302557,-0.017134975148907067,0.27444925382505,0.008316509964456925,0.0,1.0,0.04878048780487805,32.1990694130915,-0.5010924621052057
12,0.75,5.9,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.20494112652324,2.102217055050133,1.3915418994079403,1.3599436340400615,-0.7814965895992904,-0.02308984881794199,0.2766847973774359,0.01055205351684273,0.0,1.0,0.04878048780487805,32.20494112652324,-0.5048117922218545
3,0.5,5.9,0.25,0.55,2.0,31.28593012120719,32.17758058738692,32.205376609953376,2.102217055050133,1.3915418994079403,1.358766220717944,-0.778367182959894,-0.01996044217854555,0.2770676606295536,0.01093491676896063,0.0,1.0,0.04878048780487805,32.205376609953376,-0.5012995223303405
14,0.75,6.1,0.15,0.7,2.0,31.28593012120719,32.17758058738692,32.20553481086969,2.102217055050133,1.3915418994079403,1.360893712855892,-0.7721857917731372,-0.01377905099178867,0.2763682742980405,0.01023553043744739,0.0,1.0,0.04878048780487805,32.20553481086969,-0.49581751747509667
24,1.0,6.1,0.25,0.7,2.0,31.28593012120719,32.17758058738692,32.20565228366566,2.102217055050133,1.3915418994079403,1.3598793627877612,-0.775267638055378,-0.016860897274029476,0.2767183191880038,0.01058557532741074,0.0,1.0,0.04878048780487805,32.20565228366566,-0.4985493188673742
5,0.5,6.1,0.15,0.55,2.0,31.28593012120719,32.17758058738692,32.20612880018227,2.102217055050133,1.3915418994079403,1.3598294568953584,-0.7685341740881085,-0.01012743330675989,0.27671350045187154,0.010580756591278434,0.0,1.0,0.04878048780487805,32.20612880018227,-0.491820673636237
