alpha,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v25,delta_max_vs_v25
0.0,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,0.0,5.551115123125783e-17
0.01,0.28980949186292193,0.2935268137913418,-0.2559308148128071,-0.2935268137913418,-0.2179125946628364,0.10531894982400303,0.10480408847374362
0.02,0.6775809151104841,0.6809202122608102,-0.6471096605964658,-0.6809202122608102,-0.612881951974952,0.4930903730715652,0.492197486943212
0.03,1.0541823887243407,1.0571521675470752,-1.0270420957073918,-1.0571521675470752,-0.9965200314783811,0.8696918466854218,0.8684294422294769
0.04,1.419935668685799,1.4225442592496425,-1.396051455533905,-1.4225442592496425,-1.369151916257156,1.23544512664688,1.2338215339320442
