d4p8_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
0.75,93.35339736683231,93.42020518009139,0.0,0.11516031117373515,0.11908823079260422,0.0,11.541062504649215,11.824573314125423,642.7571795200138,679.1983048848493
