grid,beta_peak,center_D,sigma_D,D,eta,delta_mu,abs_delta_mu,acceptance_mismatch
D60,0.35,6.44,0.1,6.169491525423728,2.6700000000000004,-31.66917669422655,31.66917669422655,0.0
D60,0.35,6.44,0.1,6.169491525423728,2.8600000000000003,-31.668060454835818,31.668060454835818,0.0
D60,0.35,6.44,0.1,6.169491525423728,3.0500000000000003,-31.666944097929658,31.666944097929658,0.0
D60,0.35,6.44,0.1,6.169491525423728,3.24,-31.665827623509337,31.665827623509337,0.0
D60,0.35,6.44,0.1,6.169491525423728,3.43,-31.66471103155496,31.66471103155496,0.0
D60,0.35,6.44,0.1,6.169491525423728,3.62,-31.663594322059247,31.663594322059247,0.0
D60,0.35,6.44,0.1,6.169491525423728,3.81,-31.66247749499952,31.66247749499952,0.0
D60,0.35,6.44,0.1,6.169491525423728,4.0,-31.661360550382803,31.661360550382803,0.0
D60,0.35,6.44,0.1,6.4406779661016955,0.2,4.271410419280329,4.271410419280329,0.0
D60,0.35,6.44,0.1,6.4406779661016955,0.39,4.2714436200691,4.2714436200691,0.0
D60,0.35,6.44,0.1,6.4406779661016955,0.5800000000000001,4.271476822318007,4.271476822318007,0.0
D60,0.35,6.44,0.1,6.4406779661016955,0.77,4.271510023049537,4.271510023049537,0.0
D60,0.35,6.44,0.1,6.4406779661016955,0.96,4.271543224841778,4.271543224841778,0.0
D60,0.35,6.44,0.1,6.4406779661016955,1.15,4.2715764235103535,4.2715764235103535,0.0
D60,0.35,6.44,0.1,6.4406779661016955,1.34,4.27160962247892,4.27160962247892,0.0
D60,0.35,6.44,0.1,6.4406779661016955,1.53,4.271642822800395,4.271642822800395,0.0
D60,0.35,6.44,0.1,6.4406779661016955,1.72,4.271676024658625,4.271676024658625,0.0
D60,0.35,6.44,0.1,6.4406779661016955,1.91,4.271709228023177,4.271709228023177,0.0
D60,0.35,6.44,0.1,6.4406779661016955,2.1,4.271742426189633,4.271742426189633,0.0
D60,0.35,6.44,0.1,6.4406779661016955,2.29,4.271775619880351,4.271775619880351,0.0
D60,0.35,6.44,0.1,6.4406779661016955,2.4800000000000004,4.271808815031314,4.271808815031314,0.0
D60,0.35,6.44,0.1,6.4406779661016955,2.6700000000000004,4.271842011676952,4.271842011676952,0.0
D60,0.35,6.44,0.1,6.4406779661016955,2.8600000000000003,4.271875209804719,4.271875209804719,0.0
D60,0.35,6.44,0.1,6.4406779661016955,3.0500000000000003,4.271908409401213,4.271908409401213,0.0
D60,0.35,6.44,0.1,6.4406779661016955,3.24,4.27194161048056,4.27194161048056,0.0
D60,0.35,6.44,0.1,6.4406779661016955,3.43,4.271974813068162,4.271974813068162,0.0
D60,0.35,6.44,0.1,6.4406779661016955,3.62,4.272008017127121,4.272008017127121,0.0
D60,0.35,6.44,0.1,6.4406779661016955,3.81,4.272041222642542,4.272041222642542,0.0
D60,0.35,6.44,0.1,6.4406779661016955,4.0,4.2720744296561435,4.2720744296561435,0.0
D21,0.35,6.44,0.15,5.6,0.2,-14.058596264949415,14.058596264949415,0.0
D21,0.35,6.44,0.15,5.6,0.39,-14.059295943986008,14.059295943986008,0.0
D21,0.35,6.44,0.15,5.6,0.5800000000000001,-14.05999540297735,14.05999540297735,0.0
D21,0.35,6.44,0.15,5.6,0.77,-14.060695021407788,14.060695021407788,0.0
D21,0.35,6.44,0.15,5.6,0.96,-14.061394464383653,14.061394464383653,0.0
D21,0.35,6.44,0.15,5.6,1.15,-14.062094273378413,14.062094273378413,0.0
D21,0.35,6.44,0.15,5.6,1.34,-14.062794018593863,14.062794018593863,0.0
D21,0.35,6.44,0.15,5.6,1.53,-14.063493543673665,14.063493543673665,0.0
D21,0.35,6.44,0.15,5.6,1.72,-14.064192848558477,14.064192848558477,0.0
D21,0.35,6.44,0.15,5.6,1.91,-14.064891933194232,14.064891933194232,0.0
D21,0.35,6.44,0.15,5.6,2.1,-14.065591635064393,14.065591635064393,0.0
D21,0.35,6.44,0.15,5.6,2.29,-14.066291870617881,14.066291870617881,0.0
D21,0.35,6.44,0.15,5.6,2.4800000000000004,-14.066991886102699,14.066991886102699,0.0
D21,0.35,6.44,0.15,5.6,2.6700000000000004,-14.067691681446988,14.067691681446988,0.0
D21,0.35,6.44,0.15,5.6,2.8600000000000003,-14.068391256597778,14.068391256597778,0.0
D21,0.35,6.44,0.15,5.6,3.0500000000000003,-14.069090611499817,14.069090611499817,0.0
D21,0.35,6.44,0.15,5.6,3.24,-14.069789746086485,14.069789746086485,0.0
D21,0.35,6.44,0.15,5.6,3.43,-14.070488660303951,14.070488660303951,0.0
D21,0.35,6.44,0.15,5.6,3.62,-14.071187354089282,14.071187354089282,0.0
D21,0.35,6.44,0.15,5.6,3.81,-14.071885827389906,14.071885827389906,0.0
D21,0.35,6.44,0.15,5.6,4.0,-14.072584080142214,14.072584080142214,0.0
D21,0.35,6.44,0.15,6.4,0.2,-11.78877727443313,11.78877727443313,0.0
D21,0.35,6.44,0.15,6.4,0.39,-11.788798433531554,11.788798433531554,0.0
D21,0.35,6.44,0.15,6.4,0.5800000000000001,-11.788819591274788,11.788819591274788,0.0
D21,0.35,6.44,0.15,6.4,0.77,-11.78884074989032,11.78884074989032,0.0
D21,0.35,6.44,0.15,6.4,0.96,-11.788861907094244,11.788861907094244,0.0
D21,0.35,6.44,0.15,6.4,1.15,-11.78888306680242,11.78888306680242,0.0
D21,0.35,6.44,0.15,6.4,1.34,-11.788904226105409,11.788904226105409,0.0
D21,0.35,6.44,0.15,6.4,1.53,-11.788925383741898,11.788925383741898,0.0
D21,0.35,6.44,0.15,6.4,1.72,-11.788946539823264,11.788946539823264,0.0
D21,0.35,6.44,0.15,6.4,1.91,-11.788967694264329,11.788967694264329,0.0
D21,0.35,6.44,0.15,6.4,2.1,-11.788988852919296,11.788988852919296,0.0
D21,0.35,6.44,0.15,6.4,2.29,-11.789010015077594,11.789010015077594,0.0
D21,0.35,6.44,0.15,6.4,2.4800000000000004,-11.78903117571236,11.78903117571236,0.0
D21,0.35,6.44,0.15,6.4,2.6700000000000004,-11.789052334724026,11.789052334724026,0.0
D21,0.35,6.44,0.15,6.4,2.8600000000000003,-11.789073492142997,11.789073492142997,0.0
D21,0.35,6.44,0.15,6.4,3.0500000000000003,-11.789094648000429,11.789094648000429,0.0
D21,0.35,6.44,0.15,6.4,3.24,-11.789115802285068,11.789115802285068,0.0
D21,0.35,6.44,0.15,6.4,3.43,-11.789136954937177,11.789136954937177,0.0
D21,0.35,6.44,0.15,6.4,3.62,-11.789158106065308,11.789158106065308,0.0
D21,0.35,6.44,0.15,6.4,3.81,-11.789179255564768,11.789179255564768,0.0
D21,0.35,6.44,0.15,6.4,4.0,-11.789200403489012,11.789200403489012,0.0
D21,0.35,6.44,0.15,7.2,0.2,-0.7570257359817858,0.7570257359817858,0.0
D21,0.35,6.44,0.15,7.2,0.39,-0.757025773843448,0.757025773843448,0.0
D21,0.35,6.44,0.15,7.2,0.5800000000000001,-0.7570258116692652,0.7570258116692652,0.0
D21,0.35,6.44,0.15,7.2,0.77,-0.7570258494830924,0.7570258494830924,0.0
D21,0.35,6.44,0.15,7.2,0.96,-0.7570258872832225,0.7570258872832225,0.0
D21,0.35,6.44,0.15,7.2,1.15,-0.7570259251376759,0.7570259251376759,0.0
D21,0.35,6.44,0.15,7.2,1.34,-0.7570259629785712,0.7570259629785712,0.0
D21,0.35,6.44,0.15,7.2,1.53,-0.7570260007798448,0.7570260007798448,0.0
D21,0.35,6.44,0.15,7.2,1.72,-0.7570260386165102,0.7570260386165102,0.0
D21,0.35,6.44,0.15,7.2,1.91,-0.7570260764327066,0.7570260764327066,0.0
D21,0.35,6.44,0.15,7.2,2.1,-0.7570261142723615,0.7570261142723615,0.0
D21,0.35,6.44,0.15,7.2,2.29,-0.7570261520920902,0.7570261520920902,0.0
D21,0.35,6.44,0.15,7.2,2.4800000000000004,-0.7570261899233,0.7570261899233,0.0
D21,0.35,6.44,0.15,7.2,2.6700000000000004,-0.7570262277488151,0.7570262277488151,0.0
D21,0.35,6.44,0.15,7.2,2.8600000000000003,-0.7570262655832609,0.7570262655832609,0.0
D21,0.35,6.44,0.15,7.2,3.0500000000000003,-0.7570263034041425,0.7570263034041425,0.0
D21,0.35,6.44,0.15,7.2,3.24,-0.7570263412247522,0.7570263412247522,0.0
D21,0.35,6.44,0.15,7.2,3.43,-0.757026379051331,0.757026379051331,0.0
D21,0.35,6.44,0.15,7.2,3.62,-0.7570264168775078,0.7570264168775078,0.0
D21,0.35,6.44,0.15,7.2,3.81,-0.7570264546937677,0.7570264546937677,0.0
D21,0.35,6.44,0.15,7.2,4.0,-0.757026492518011,0.757026492518011,0.0
D60,0.35,6.44,0.15,5.898305084745763,0.2,-41.817050519344356,41.817050519344356,0.0
D60,0.35,6.44,0.15,5.898305084745763,0.39,-41.81656978758153,41.81656978758153,0.0
D60,0.35,6.44,0.15,5.898305084745763,0.5800000000000001,-41.8160888469399,41.8160888469399,0.0
D60,0.35,6.44,0.15,5.898305084745763,0.77,-41.815608062285676,41.815608062285676,0.0
D60,0.35,6.44,0.15,5.898305084745763,0.96,-41.81512711180102,41.81512711180102,0.0
D60,0.35,6.44,0.15,5.898305084745763,1.15,-41.81464651574377,41.81464651574377,0.0
D60,0.35,6.44,0.15,5.898305084745763,1.34,-41.81416586122017,41.81416586122017,0.0
D60,0.35,6.44,0.15,5.898305084745763,1.53,-41.81368499796406,41.81368499796406,0.0
D60,0.35,6.44,0.15,5.898305084745763,1.72,-41.81320392594163,41.81320392594163,0.0
D60,0.35,6.44,0.15,5.898305084745763,1.91,-41.81272264512217,41.81272264512217,0.0
D60,0.35,6.44,0.15,5.898305084745763,2.1,-41.81224196023486,41.81224196023486,0.0
D60,0.35,6.44,0.15,5.898305084745763,2.29,-41.811761790961725,41.811761790961725,0.0
D60,0.35,6.44,0.15,5.898305084745763,2.4800000000000004,-41.81128141310497,41.81128141310497,0.0
D60,0.35,6.44,0.15,5.898305084745763,2.6700000000000004,-41.81080082662144,41.81080082662144,0.0
D60,0.35,6.44,0.15,5.898305084745763,2.8600000000000003,-41.81032003150149,41.81032003150149,0.0
D60,0.35,6.44,0.15,5.898305084745763,3.0500000000000003,-41.80983902768884,41.80983902768884,0.0
D60,0.35,6.44,0.15,5.898305084745763,3.24,-41.8093578151823,41.8093578151823,0.0
D60,0.35,6.44,0.15,5.898305084745763,3.43,-41.808876393928685,41.808876393928685,0.0
D60,0.35,6.44,0.15,5.898305084745763,3.62,-41.808394763917605,41.808394763917605,0.0
D60,0.35,6.44,0.15,5.898305084745763,3.81,-41.807912925112475,41.807912925112475,0.0
D60,0.35,6.44,0.15,5.898305084745763,4.0,-41.80743087746821,41.80743087746821,0.0
D60,0.35,6.44,0.15,6.169491525423728,0.2,-32.51982166310575,32.51982166310575,0.0
D60,0.35,6.44,0.15,6.169491525423728,0.39,-32.51873004691503,32.51873004691503,0.0
D60,0.35,6.44,0.15,6.169491525423728,0.5800000000000001,-32.51763831479772,32.51763831479772,0.0
D60,0.35,6.44,0.15,6.169491525423728,0.77,-32.516546749295614,32.516546749295614,0.0
D60,0.35,6.44,0.15,6.169491525423728,0.96,-32.515455101221434,32.515455101221434,0.0
D60,0.35,6.44,0.15,6.169491525423728,1.15,-32.51436377370707,32.51436377370707,0.0
D60,0.35,6.44,0.15,6.169491525423728,1.34,-32.51327244675885,32.51327244675885,0.0
D60,0.35,6.44,0.15,6.169491525423728,1.53,-32.51218100388026,32.51218100388026,0.0
D60,0.35,6.44,0.15,6.169491525423728,1.72,-32.51108944515352,32.51108944515352,0.0
D60,0.35,6.44,0.15,6.169491525423728,1.91,-32.50999777052664,32.50999777052664,0.0
D60,0.35,6.44,0.15,6.169491525423728,2.1,-32.508906603484114,32.508906603484114,0.0
D60,0.35,6.44,0.15,6.169491525423728,2.29,-32.50781588187859,32.50781588187859,0.0
D60,0.35,6.44,0.15,6.169491525423728,2.4800000000000004,-32.50672504445424,32.50672504445424,0.0
D60,0.35,6.44,0.15,6.169491525423728,2.6700000000000004,-32.505634091263616,32.505634091263616,0.0
D60,0.35,6.44,0.15,6.169491525423728,2.8600000000000003,-32.50454302226298,32.50454302226298,0.0
D60,0.35,6.44,0.15,6.169491525423728,3.0500000000000003,-32.503451837434056,32.503451837434056,0.0
D60,0.35,6.44,0.15,6.169491525423728,3.24,-32.50236053677837,32.50236053677837,0.0
D60,0.35,6.44,0.15,6.169491525423728,3.43,-32.50126912027638,32.50126912027638,0.0
D60,0.35,6.44,0.15,6.169491525423728,3.62,-32.50017758792099,32.50017758792099,0.0
D60,0.35,6.44,0.15,6.169491525423728,3.81,-32.49908593968931,32.49908593968931,0.0
D60,0.35,6.44,0.15,6.169491525423728,4.0,-32.49799417558887,32.49799417558887,0.0
D60,0.35,6.44,0.15,6.4406779661016955,0.2,4.2712123350541304,4.2712123350541304,0.0
D60,0.35,6.44,0.15,6.4406779661016955,0.39,4.271245535308914,4.271245535308914,0.0
D60,0.35,6.44,0.15,6.4406779661016955,0.5800000000000001,4.271278737023955,4.271278737023955,0.0
D60,0.35,6.44,0.15,6.4406779661016955,0.77,4.271311937221618,4.271311937221618,0.0
D60,0.35,6.44,0.15,6.4406779661016955,0.96,4.271345138479688,4.271345138479688,0.0
D60,0.35,6.44,0.15,6.4406779661016955,1.15,4.271378336614312,4.271378336614312,0.0
D60,0.35,6.44,0.15,6.4406779661016955,1.34,4.27141153504904,4.27141153504904,0.0
D60,0.35,6.44,0.15,6.4406779661016955,1.53,4.2714447348365425,4.2714447348365425,0.0
D60,0.35,6.44,0.15,6.4406779661016955,1.72,4.271477936160714,4.271477936160714,0.0
D60,0.35,6.44,0.15,6.4406779661016955,1.91,4.271511138991293,4.271511138991293,0.0
D60,0.35,6.44,0.15,6.4406779661016955,2.1,4.271544336623833,4.271544336623833,0.0
D60,0.35,6.44,0.15,6.4406779661016955,2.29,4.2715775297807,4.2715775297807,0.0
D60,0.35,6.44,0.15,6.4406779661016955,2.4800000000000004,4.27161072439764,4.27161072439764,0.0
D60,0.35,6.44,0.15,6.4406779661016955,2.6700000000000004,4.27164392050944,4.27164392050944,0.0
D60,0.35,6.44,0.15,6.4406779661016955,2.8600000000000003,4.271677118103291,4.271677118103291,0.0
D60,0.35,6.44,0.15,6.4406779661016955,3.0500000000000003,4.2717103171657556,4.2717103171657556,0.0
D60,0.35,6.44,0.15,6.4406779661016955,3.24,4.271743517711137,4.271743517711137,0.0
D60,0.35,6.44,0.15,6.4406779661016955,3.43,4.271776719764944,4.271776719764944,0.0
D60,0.35,6.44,0.15,6.4406779661016955,3.62,4.2718099232899505,4.2718099232899505,0.0
D60,0.35,6.44,0.15,6.4406779661016955,3.81,4.271843128271442,4.271843128271442,0.0
D60,0.35,6.44,0.15,6.4406779661016955,4.0,4.2718763347510915,4.2718763347510915,0.0
D21,0.5,6.35,0.03,5.6,0.2,-14.058595729475066,14.058595729475066,0.0
D21,0.5,6.35,0.03,5.6,0.39,-14.059295408489888,14.059295408489888,0.0
D21,0.5,6.35,0.03,5.6,0.5800000000000001,-14.05999486745953,14.05999486745953,0.0
D21,0.5,6.35,0.03,5.6,0.77,-14.06069448586829,14.06069448586829,0.0
D21,0.5,6.35,0.03,5.6,0.96,-14.061393928822277,14.061393928822277,0.0
D21,0.5,6.35,0.03,5.6,1.15,-14.062093737795358,14.062093737795358,0.0
D21,0.5,6.35,0.03,5.6,1.34,-14.062793482989129,14.062793482989129,0.0
D21,0.5,6.35,0.03,5.6,1.53,-14.06349300804716,14.06349300804716,0.0
D21,0.5,6.35,0.03,5.6,1.72,-14.064192312910272,14.064192312910272,0.0
D21,0.5,6.35,0.03,5.6,1.91,-14.064891397524327,14.064891397524327,0.0
D21,0.5,6.35,0.03,5.6,2.1,-14.065591099372732,14.065591099372732,0.0
D21,0.5,6.35,0.03,5.6,2.29,-14.066291334904562,14.066291334904562,0.0
D21,0.5,6.35,0.03,5.6,2.4800000000000004,-14.066991350367694,14.066991350367694,0.0
D21,0.5,6.35,0.03,5.6,2.6700000000000004,-14.067691145690368,14.067691145690368,0.0
D21,0.5,6.35,0.03,5.6,2.8600000000000003,-14.068390720819416,14.068390720819416,0.0
D21,0.5,6.35,0.03,5.6,3.0500000000000003,-14.069090075699755,14.069090075699755,0.0
D21,0.5,6.35,0.03,5.6,3.24,-14.069789210264759,14.069789210264759,0.0
D21,0.5,6.35,0.03,5.6,3.43,-14.070488124460617,14.070488124460617,0.0
D21,0.5,6.35,0.03,5.6,3.62,-14.071186818224184,14.071186818224184,0.0
D21,0.5,6.35,0.03,5.6,3.81,-14.0718852915032,14.0718852915032,0.0
D21,0.5,6.35,0.03,5.6,4.0,-14.072583544233808,14.072583544233808,0.0
D21,0.5,6.35,0.03,6.4,0.2,-4.410180737516207,4.410180737516207,0.0
D21,0.5,6.35,0.03,6.4,0.39,-4.410180388519763,4.410180388519763,0.0
D21,0.5,6.35,0.03,6.4,0.5800000000000001,-4.410180037904688,4.410180037904688,0.0
D21,0.5,6.35,0.03,6.4,0.77,-4.41017968851714,4.41017968851714,0.0
D21,0.5,6.35,0.03,6.4,0.96,-4.410179337632428,4.410179337632428,0.0
D21,0.5,6.35,0.03,6.4,1.15,-4.410178989740054,4.410178989740054,0.0
D21,0.5,6.35,0.03,6.4,1.34,-4.410178641472477,4.410178641472477,0.0
D21,0.5,6.35,0.03,6.4,1.53,-4.410178291418674,4.410178291418674,0.0
D21,0.5,6.35,0.03,6.4,1.72,-4.410177939680295,4.410177939680295,0.0
D21,0.5,6.35,0.03,6.4,1.91,-4.410177586188915,4.410177586188915,0.0
D21,0.5,6.35,0.03,6.4,2.1,-4.410177237638074,4.410177237638074,0.0
D21,0.5,6.35,0.03,6.4,2.29,-4.410176893279832,4.410176893279832,0.0
D21,0.5,6.35,0.03,6.4,2.4800000000000004,-4.4101765472509555,4.4101765472509555,0.0
D21,0.5,6.35,0.03,6.4,2.6700000000000004,-4.410176199477974,4.410176199477974,0.0
D21,0.5,6.35,0.03,6.4,2.8600000000000003,-4.410175850000208,4.410175850000208,0.0
D21,0.5,6.35,0.03,6.4,3.0500000000000003,-4.410175498822639,4.410175498822639,0.0
D21,0.5,6.35,0.03,6.4,3.24,-4.410175145939043,4.410175145939043,0.0
D21,0.5,6.35,0.03,6.4,3.43,-4.410174791307384,4.410174791307384,0.0
D21,0.5,6.35,0.03,6.4,3.62,-4.410174435020089,4.410174435020089,0.0
D21,0.5,6.35,0.03,6.4,3.81,-4.410174076984241,4.410174076984241,0.0
D21,0.5,6.35,0.03,6.4,4.0,-4.41017371724147,4.41017371724147,0.0
D21,0.5,6.35,0.03,7.2,0.2,-0.7570342111131407,0.7570342111131407,0.0
D21,0.5,6.35,0.03,7.2,0.39,-0.7570342489725594,0.7570342489725594,0.0
D21,0.5,6.35,0.03,7.2,0.5800000000000001,-0.7570342867961406,0.7570342867961406,0.0
D21,0.5,6.35,0.03,7.2,0.77,-0.7570343246077327,0.7570343246077327,0.0
D21,0.5,6.35,0.03,7.2,0.96,-0.7570343624056277,0.7570343624056277,0.0
D21,0.5,6.35,0.03,7.2,1.15,-0.7570344002578375,0.7570344002578375,0.0
D21,0.5,6.35,0.03,7.2,1.34,-0.7570344380964973,0.7570344380964973,0.0
D21,0.5,6.35,0.03,7.2,1.53,-0.7570344758955265,0.7570344758955265,0.0
D21,0.5,6.35,0.03,7.2,1.72,-0.7570345137299577,0.7570345137299577,0.0
D21,0.5,6.35,0.03,7.2,1.91,-0.7570345515439083,0.7570345515439083,0.0
D21,0.5,6.35,0.03,7.2,2.1,-0.7570345893813282,0.7570345893813282,0.0
D21,0.5,6.35,0.03,7.2,2.29,-0.7570346271988222,0.7570346271988222,0.0
D21,0.5,6.35,0.03,7.2,2.4800000000000004,-0.7570346650277964,0.7570346650277964,0.0
D21,0.5,6.35,0.03,7.2,2.6700000000000004,-0.7570347028510676,0.7570347028510676,0.0
D21,0.5,6.35,0.03,7.2,2.8600000000000003,-0.7570347406832778,0.7570347406832778,0.0
D21,0.5,6.35,0.03,7.2,3.0500000000000003,-0.7570347785019256,0.7570347785019256,0.0
D21,0.5,6.35,0.03,7.2,3.24,-0.7570348163202993,0.7570348163202993,0.0
D21,0.5,6.35,0.03,7.2,3.43,-0.7570348541446337,0.7570348541446337,0.0
D21,0.5,6.35,0.03,7.2,3.62,-0.7570348919685652,0.7570348919685652,0.0
D21,0.5,6.35,0.03,7.2,3.81,-0.7570349297825913,0.7570349297825913,0.0
D21,0.5,6.35,0.03,7.2,4.0,-0.7570349676045995,0.7570349676045995,0.0
D60,0.5,6.35,0.03,5.898305084745763,0.2,-41.81697740614127,41.81697740614127,0.0
D60,0.5,6.35,0.03,5.898305084745763,0.39,-41.81649667127765,41.81649667127765,0.0
D60,0.5,6.35,0.03,5.898305084745763,0.5800000000000001,-41.81601572753498,41.81601572753498,0.0
D60,0.5,6.35,0.03,5.898305084745763,0.77,-41.81553493977992,41.81553493977992,0.0
D60,0.5,6.35,0.03,5.898305084745763,0.96,-41.81505398619435,41.81505398619435,0.0
D60,0.5,6.35,0.03,5.898305084745763,1.15,-41.81457338703668,41.81457338703668,0.0
D60,0.5,6.35,0.03,5.898305084745763,1.34,-41.81409272941252,41.81409272941252,0.0
D60,0.5,6.35,0.03,5.898305084745763,1.53,-41.813611863055776,41.813611863055776,0.0
D60,0.5,6.35,0.03,5.898305084745763,1.72,-41.813130787932344,41.813130787932344,0.0
D60,0.5,6.35,0.03,5.898305084745763,1.91,-41.8126495040116,41.8126495040116,0.0
D60,0.5,6.35,0.03,5.898305084745763,2.1,-41.81216881602385,41.81216881602385,0.0
D60,0.5,6.35,0.03,5.898305084745763,2.29,-41.81168864365118,41.81168864365118,0.0
D60,0.5,6.35,0.03,5.898305084745763,2.4800000000000004,-41.81120826269461,41.81120826269461,0.0
D60,0.5,6.35,0.03,5.898305084745763,2.6700000000000004,-41.81072767311109,41.81072767311109,0.0
D60,0.5,6.35,0.03,5.898305084745763,2.8600000000000003,-41.8102468748907,41.8102468748907,0.0
D60,0.5,6.35,0.03,5.898305084745763,3.0500000000000003,-41.809765867977404,41.809765867977404,0.0
D60,0.5,6.35,0.03,5.898305084745763,3.24,-41.80928465237007,41.80928465237007,0.0
D60,0.5,6.35,0.03,5.898305084745763,3.43,-41.8088032280152,41.8088032280152,0.0
D60,0.5,6.35,0.03,5.898305084745763,3.62,-41.80832159490274,41.80832159490274,0.0
D60,0.5,6.35,0.03,5.898305084745763,3.81,-41.80783975299588,41.80783975299588,0.0
D60,0.5,6.35,0.03,5.898305084745763,4.0,-41.80735770224964,41.80735770224964,0.0
D60,0.5,6.35,0.03,6.169491525423728,0.2,-31.55654858205252,31.55654858205252,0.0
D60,0.5,6.35,0.03,6.169491525423728,0.39,-31.555427956967847,31.555427956967847,0.0
D60,0.5,6.35,0.03,6.169491525423728,0.5800000000000001,-31.55430721401038,31.55430721401038,0.0
D60,0.5,6.35,0.03,6.169491525423728,0.77,-31.553186640727397,31.553186640727397,0.0
D60,0.5,6.35,0.03,6.169491525423728,0.96,-31.552065983514105,31.552065983514105,0.0
D60,0.5,6.35,0.03,6.169491525423728,1.15,-31.550945652641502,31.550945652641502,0.0
D60,0.5,6.35,0.03,6.169491525423728,1.34,-31.54982532244977,31.54982532244977,0.0
D60,0.5,6.35,0.03,6.169491525423728,1.53,-31.54870487438307,31.54870487438307,0.0
D60,0.5,6.35,0.03,6.169491525423728,1.72,-31.547584308522516,31.547584308522516,0.0
D60,0.5,6.35,0.03,6.169491525423728,1.91,-31.546463624816425,31.546463624816425,0.0
D60,0.5,6.35,0.03,6.169491525423728,2.1,-31.545343457785513,31.545343457785513,0.0
D60,0.5,6.35,0.03,6.169491525423728,2.29,-31.544223744179952,31.544223744179952,0.0
D60,0.5,6.35,0.03,6.169491525423728,2.4800000000000004,-31.54310391281261,31.54310391281261,0.0
D60,0.5,6.35,0.03,6.169491525423728,2.6700000000000004,-31.54198396373541,31.54198396373541,0.0
D60,0.5,6.35,0.03,6.169491525423728,2.8600000000000003,-31.540863896904526,31.540863896904526,0.0
D60,0.5,6.35,0.03,6.169491525423728,3.0500000000000003,-31.539743712301764,31.539743712301764,0.0
D60,0.5,6.35,0.03,6.169491525423728,3.24,-31.538623409928014,31.538623409928014,0.0
D60,0.5,6.35,0.03,6.169491525423728,3.43,-31.537502989763794,31.537502989763794,0.0
D60,0.5,6.35,0.03,6.169491525423728,3.62,-31.53638245180136,31.53638245180136,0.0
D60,0.5,6.35,0.03,6.169491525423728,3.81,-31.53526179601849,31.53526179601849,0.0
D60,0.5,6.35,0.03,6.169491525423728,4.0,-31.53414102242167,31.53414102242167,0.0
D60,0.5,6.35,0.03,6.4406779661016955,0.2,21.782017172874205,21.782017172874205,0.0
D60,0.5,6.35,0.03,6.4406779661016955,0.39,21.782097576817378,21.782097576817378,0.0
D60,0.5,6.35,0.03,6.4406779661016955,0.5800000000000001,21.78217798247959,21.78217798247959,0.0
D60,0.5,6.35,0.03,6.4406779661016955,0.77,21.782258385946314,21.782258385946314,0.0
D60,0.5,6.35,0.03,6.4406779661016955,0.96,21.782338790569753,21.782338790569753,0.0
D60,0.5,6.35,0.03,6.4406779661016955,1.15,21.782419190866825,21.782419190866825,0.0
D60,0.5,6.35,0.03,6.4406779661016955,1.34,21.782499591286673,21.782499591286673,0.0
D60,0.5,6.35,0.03,6.4406779661016955,1.53,21.782579993274894,21.782579993274894,0.0
D60,0.5,6.35,0.03,6.4406779661016955,1.72,21.78266039701201,21.78266039701201,0.0
D60,0.5,6.35,0.03,6.4406779661016955,1.91,21.7827408024622,21.7827408024622,0.0
D60,0.5,6.35,0.03,6.4406779661016955,2.1,21.78282120089635,21.78282120089635,0.0
D60,0.5,6.35,0.03,6.4406779661016955,2.29,21.782901593267276,21.782901593267276,0.0
D60,0.5,6.35,0.03,6.4406779661016955,2.4800000000000004,21.78298198729634,21.78298198729634,0.0
D60,0.5,6.35,0.03,6.4406779661016955,2.6700000000000004,21.783062383033084,21.783062383033084,0.0
D60,0.5,6.35,0.03,6.4406779661016955,2.8600000000000003,21.783142780469504,21.783142780469504,0.0
D60,0.5,6.35,0.03,6.4406779661016955,3.0500000000000003,21.783223179583295,21.783223179583295,0.0
D60,0.5,6.35,0.03,6.4406779661016955,3.24,21.783303580396883,21.783303580396883,0.0
D60,0.5,6.35,0.03,6.4406779661016955,3.43,21.78338398292511,21.78338398292511,0.0
D60,0.5,6.35,0.03,6.4406779661016955,3.62,21.783464387140135,21.783464387140135,0.0
D60,0.5,6.35,0.03,6.4406779661016955,3.81,21.78354479302226,21.78354479302226,0.0
D60,0.5,6.35,0.03,6.4406779661016955,4.0,21.78362520062214,21.78362520062214,0.0
D21,0.5,6.35,0.05,5.6,0.2,-14.058595729475066,14.058595729475066,0.0
D21,0.5,6.35,0.05,5.6,0.39,-14.059295408489888,14.059295408489888,0.0
D21,0.5,6.35,0.05,5.6,0.5800000000000001,-14.05999486745953,14.05999486745953,0.0
D21,0.5,6.35,0.05,5.6,0.77,-14.06069448586829,14.06069448586829,0.0
D21,0.5,6.35,0.05,5.6,0.96,-14.061393928822277,14.061393928822277,0.0
D21,0.5,6.35,0.05,5.6,1.15,-14.062093737795358,14.062093737795358,0.0
D21,0.5,6.35,0.05,5.6,1.34,-14.062793482989129,14.062793482989129,0.0
D21,0.5,6.35,0.05,5.6,1.53,-14.06349300804716,14.06349300804716,0.0
D21,0.5,6.35,0.05,5.6,1.72,-14.064192312910272,14.064192312910272,0.0
D21,0.5,6.35,0.05,5.6,1.91,-14.064891397524327,14.064891397524327,0.0
D21,0.5,6.35,0.05,5.6,2.1,-14.065591099372732,14.065591099372732,0.0
D21,0.5,6.35,0.05,5.6,2.29,-14.066291334904562,14.066291334904562,0.0
