mode,D,eta,B1,B2,B3,W1,W2,W3,log_B_sum_ratio,log_B2_ratio,share_l1,w_share_l1,argmax_B_mismatch,argmax_W_mismatch,delta_mu2,acceptance_mismatch
release_eftsumanchor,12.8,2.0,0.4874522123753235,0.5159394421564968,0.18952558089510904,3.340256311359871e-10,3.4583945288936504e-10,4.09396919647445e-11,-1.4887351545531218,-1.8293781785625112,0.41164131190773573,0.45364768537155753,0.0,0.0,-0.0018768394166297,0.0
release_fullsumanchor,12.8,2.0,2.160138057812006,2.2863788413179122,0.839880115069057,1.4802301841764042e-09,1.532582979650086e-09,1.814237056330199e-10,0.0,-0.34064302400938945,0.4116413119077357,0.4536476853715576,0.0,0.0,-0.0018768394166297,0.0
tailm2_detlin,12.8,2.0,2.571959996498303,2.87936698395535,1.0,1.7624303250169175e-09,1.930068959714791e-09,2.160114311291949e-10,0.19914892295482864,-0.1100418252616903,0.391740271296106,0.4286770413050965,0.0,0.0,-0.0018194202524359,0.0
cell_direct_runtime,12.8,4.0,1.0720883567170043,3.2143086574819706,1.0,1.4692961974316215e-09,4.309176865716594e-09,4.320237796251393e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
release_tuned,12.8,4.0,0.24766367258395283,0.7642721805130223,1.0,3.394228564181741e-10,1.024601041879241e-09,4.320237796251393e-10,-0.9660395505256203,-1.4364435940570193,0.615737966800875,0.34195578963339057,1.0,0.0,-0.0001004239716666,0.0
release_sumanchor,12.8,4.0,0.7687599598669889,0.81368711593954,0.2989004342655592,1.0535848829001066e-09,1.0908478523917203e-09,1.2913209534300236e-10,-1.0331486393280602,-1.3737916633374498,0.4116413119077357,0.45364771499075224,0.0,0.0,-0.0018768393177568,0.0
release_eftsumanchor,12.8,4.0,0.4874522123753235,0.5159394421564968,0.18952558089510904,6.680528499217253e-10,6.916804032109263e-10,8.18795577939551e-11,-1.4887351545531218,-1.8293781785625112,0.41164131190773573,0.45364771499075224,0.0,0.0,-0.0018768393177568,0.0
release_fullsumanchor,12.8,4.0,2.160138057812006,2.2863788413179122,0.839880115069057,2.960467404001766e-09,3.0651725951512237e-09,3.6284818174413095e-10,0.0,-0.34064302400938945,0.4116413119077357,0.45364771499075224,0.0,0.0,-0.0018768393177568,0.0
tailm2_detlin,12.8,4.0,2.571959996498303,2.87936698395535,1.0,3.524869027001966e-09,3.860146276334433e-09,4.320237796251393e-10,0.19914892295482864,-0.1100418252616903,0.391740271296106,0.42867707035545055,0.0,0.0,-0.0018194201565883,0.0
cell_direct_runtime,13.600000000000001,0.2,0.7731675718344503,2.0348060243690043,1.0,9.113316493629526e-12,2.2956548940877497e-11,3.659382003512105e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
