case,case_label,target_D,eval_D,eta,abs_delta_mu_mumu,acceptance_mismatch
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.2,0.03263406460929463,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.39,0.0393332350711475,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.5800000000000001,0.0462229914096306,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.77,0.05330415653416409,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.96,0.06057745452551666,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.15,0.06804350948132631,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.34,0.07570284447957976,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.53,0.08355588066184927,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.72,0.09160293643787298,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.91,0.09984422681274108,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.1,0.10827986283783231,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.29,0.116909851186219,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.4800000000000004,0.12573409385321677,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.6700000000000004,0.1347523879822492,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.8600000000000003,0.1439644258161663,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.0500000000000003,0.15336979477382684,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.24,0.1629679776513715,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.43,0.17275835294762043,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.62,0.18274019531256291,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.81,0.19291267611776686,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,4.0,0.20327486414728968,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.2,0.47617909558363003,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.39,0.4726758463102314,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.5800000000000001,0.46916602527188367,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.77,0.4656496340482601,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.96,0.46212667424305387,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.15,0.45859714748372404,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.34,0.4550610554216874,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.53,0.45151839973185126,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.72,0.44796918211335246,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.91,0.44441340428877574,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.1,0.44085106800492646,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.29,0.4372821750321254,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.4800000000000004,0.43370672716465997,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.6700000000000004,0.4301247262205745,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.8600000000000003,0.42653617404167576,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.0500000000000003,0.4229410724936784,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.24,0.41933942346596,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.43,0.41573122887176517,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.62,0.4121164906480459,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.81,0.40849521075560347,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,4.0,0.4048673911789198,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.2,0.04422692841912834,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.39,0.04445365139682167,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.5800000000000001,0.04468037325893448,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.77,0.04490709327591702,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.96,0.04513381144455053,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.15,0.045360528089283036,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.34,0.04558724326592056,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.53,0.045813956654960464,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.72,0.04604066846675181,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.91,0.04626737853891427,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.1,0.04649408709416747,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.29,0.04672079393412076,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.4800000000000004,0.046947499221609235,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.6700000000000004,0.047174202810950305,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.8600000000000003,0.04740090474704317,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.0500000000000003,0.04762760508306485,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.24,0.04785430381193123,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.43,0.048081000815827224,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.62,0.04830769628554776,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.81,0.04853439003626647,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,4.0,0.04876108218171282,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.2,0.0034266649795959836,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.39,0.0034278215648542165,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.5800000000000001,0.003428978070666666,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.77,0.0034301345229628133,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.96,0.003431290951626309,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.15,0.003432447453387777,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.34,0.0034336039363567217,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.53,0.003434760355714772,0.0
