D,n_inner,eta_power,xi_power,uniform_omega1,uniform_omega2,uniform_delta_omega12,exact_omega1,exact_omega2,exact_delta_omega12,prolate_E1,prolate_E2,prolate_omega1,prolate_omega2,prolate_delta_omega12,uniform_rel_omega1_vs_exact,uniform_rel_omega2_vs_exact,uniform_rel_delta_vs_exact,prolate_rel_omega1_vs_exact,prolate_rel_omega2_vs_exact,prolate_rel_delta_vs_exact
18.0,321,1.25,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4875134888349735,-0.48750851367518244,0.7158816320908272,0.715885106930447,3.4748396198214238e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.005783840006462184,0.0057841264436673985,0.061489150027312554
6.0,321,1.5,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-5.776868282615668,-5.776860467581651,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,321,1.5,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.606484599765373,-5.606484599765373,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,321,1.5,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.440602128153509,-5.440602128153509,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,321,1.5,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.7705015798557893,-0.7563150314320617,0.47905993377051553,0.4936445771685721,0.01458464339805654,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.33602247347928527,0.3325784509383463,0.1955138857461685
12.0,321,1.5,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.7451961203415896,-0.7451192646844469,0.5047810214919044,0.5048571434728374,7.612198093298606e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.3012622822062996,0.301404129363315,0.7022396702652809
18.0,321,1.5,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7345537417914496,-0.7345532868021885,0.5152147690124482,0.5152152105652662,4.415528179757544e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.28446990918950654,0.2844729752264242,0.880742090039955
6.0,321,1.5,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4845896412299594,-0.45843731400794585,0.7179208582915255,0.7359094278456108,0.017988569554085232,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.004961003575845519,0.005029462454585938,0.007753976111668458
12.0,321,1.5,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.48446073834501646,-0.4841073480303749,0.7180106278147863,0.7182566755482507,0.0002460477334643718,0.291214843343146,0.2913592878807741,0.6995345773170025,0.006101485455764049,0.006112612087387995,0.03755454930516183
18.0,321,1.5,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.5007676911333991,-0.5007633807991745,0.7065637330535731,0.7065667832560667,3.0502024935818994e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.018724534926891283,0.018725344555786626,0.17617834258852091
6.0,321,1.5,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4804462063003048,-0.4540432697634162,0.7208008002906873,0.7388888483639361,0.01808804807324882,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0009694012097779947,0.0010012009287478454,0.002266760199052882
12.0,321,1.5,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4804121679007548,-0.4800494669907325,0.7208244114201774,0.7210759550902163,0.00025154367003887845,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0022065356635048157,0.0022114351472351957,0.016056529067526814
18.0,321,1.5,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.49687609136873295,-0.4968716010780875,0.7093122786412674,0.7093154438766384,3.1652353709166192e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.014907355777059523,0.0149080252771261,0.14510939688340663
6.0,401,0.75,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.156552802951813,-6.156547862958718,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,401,0.75,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.978861398682615,-5.9788613986800465,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,401,0.75,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.769451893375745,-5.769451893375745,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,401,0.75,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.8610981551525154,-0.849357946507862,0.3726953780870975,0.3881263370246059,0.015430958937508399,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.4834438494150604,0.4752421214177981,0.1488312839722378
12.0,401,0.75,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.8280010769022914,-0.8279518070676553,0.41472752874352165,0.4147869247364781,5.939599295645692e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.42591786417802724,0.4260387585650091,0.7676653940048496
18.0,401,0.75,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7935708072115111,-0.793570535359561,0.4543447950494084,0.4543450942185235,2.9916911509220157e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.369006107716754,0.3690089368091983,0.919198152660298
6.0,401,0.75,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48562113672755136,-0.4595117815467833,0.7172021076882364,0.735179038366313,0.017976930678076597,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.005957192599630092,0.0060169698642434455,0.00839597426540574
12.0,401,0.75,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4843073272490762,-0.483952471038837,0.7181174505266696,0.7183644819735752,0.00024703144690552126,0.291214843343146,0.2913592878807741,0.6995345773170025,0.00595361726196926,0.005963434989403959,0.03370663527282735
18.0,401,0.75,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48766988459680327,-0.4876648931775495,0.7157723907801954,0.7157758775080719,3.4867278765338128e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.005935554300418627,0.005935823447185713,0.058278280136168883
6.0,401,0.75,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48059719551284763,-0.45418416140889173,0.7206960555512653,0.7387935019957257,0.01809744644446043,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0011145775188257914,0.0011301119382304008,0.0017483478573873076
12.0,401,0.75,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47941541458565606,-0.47904922671619315,0.7215154782915915,0.721769196685344,0.00025371839375254446,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0012499337549236624,0.001252162366863254,0.007549834389767841
18.0,401,0.75,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4830444926955114,-0.4830392488376262,0.718996180312864,0.7189998269557328,3.646642868782024e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0014583565262053756,0.0014584266060204364,0.015087234874069166
6.0,401,1.0,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.156901981899626,-6.156897046633314,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,401,1.0,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.980413444286386,-5.980413444283954,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,401,1.0,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.773469719898028,-5.773469719898028,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,401,1.0,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.8611597156508983,-0.849422587894604,0.3726127807108898,0.3880430544480805,0.015430273737190692,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.4835583294575049,0.47535472183681465,0.14886907948948377
12.0,401,1.0,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.8282941402811312,-0.8282449775284095,0.41437405772908703,0.4144333751902596,5.931746117254777e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.4264071526405814,0.4265279826083786,0.7679725805702128
18.0,401,1.0,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7943056807267659,-0.7943054110480519,0.45353535614462753,0.4535356534517966,2.973071690504092e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.37013025618430195,0.37013308208222134,0.9197010410676701
6.0,401,1.0,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4856359143206449,-0.4595306612788266,0.7171918053626625,0.7351661980267955,0.017974392664133032,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.005971471632731815,0.006034330369529311,0.008535970624566132
12.0,401,1.0,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4844164681088584,-0.4840620466370986,0.7180414555519351,0.7182882105136499,0.00024675496171477906,0.291214843343146,0.2913592878807741,0.6995345773170025,0.006058812491086354,0.006068975591612155,0.03478814051682038
18.0,401,1.0,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48799436420551423,-0.4879893966021615,0.7155456909202136,0.7155491621110589,3.471190845316663e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.006250394986586122,0.006250684092152129,0.06247463852073481
6.0,401,1.0,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48061139872510805,-0.45420247645362477,0.7206862016681684,0.7387811066522852,0.01809490498411681,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0011282350102251584,0.0011468707961269503,0.0018885343193093596
12.0,401,1.0,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4795221306929606,-0.47915638549773704,0.721441521751444,0.7216949594546598,0.0002534377032157309,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0013523073028153599,0.0013548881051716273,0.008647789353244173
18.0,401,1.0,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4833632001103405,-0.4833579815743956,0.7187745125487266,0.7187781427016298,3.6301529031668167e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.001766208639426146,0.0017663000374035856,0.019540968956433504
6.0,401,1.25,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.157344380567284,-6.1573394480918635,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,401,1.25,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.982490710005428,-5.982490709997959,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,401,1.25,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.780082731810312,-5.780082731810312,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,401,1.25,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.8612291052118508,-0.8494952520747889,0.37251965691510724,0.38794941413180545,0.015429757216698203,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.4836873991275507,0.47548132621541717,0.14889757066013454
12.0,401,1.25,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.8286671384922738,-0.8286180995844108,0.4139237387583928,0.41398297116619326,5.9232407800480225e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.4270305018483866,0.4271512289967855,0.7683052771159605
18.0,401,1.25,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7957901886884906,-0.7957899228391248,0.4518957969615444,0.45189609111041806,2.9414887364742626e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.37240727540370305,0.3724100939793861,0.9205540572719895
6.0,401,1.25,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48564726677348025,-0.45954637707870727,0.7171838908024355,0.7351555093456709,0.017971618543235368,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.00598244122077823,0.006048781771294017,0.008688990597733894
12.0,401,1.25,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4845484026674946,-0.4841944818290236,0.7179495785446951,0.718196016537948,0.0002464379932528571,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0061859922534452,0.006196548968666708,0.03602800096948624
18.0,401,1.25,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48880196867386483,-0.48879705054341527,0.7149811405387804,0.7149845798732898,3.439334509414138e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.007034442358652522,0.007034771674480543,0.0710786375986636
6.0,401,1.25,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48062204624556365,-0.45421749792378774,0.7206788145591879,0.7387709401947347,0.01809212563554674,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.001138473550339373,0.0011606161367236222,0.0020418426498778333
12.0,401,1.25,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47965089733203103,-0.47928566223140723,0.721352273627781,0.7216053892319491,0.0002531156041680749,0.291214843343146,0.2913592878807741,0.6995345773170025,0.001475848061264221,0.0014788308650725483,0.00990771871217304
18.0,401,1.25,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48416114536481436,-0.48415597814705813,0.7182192246349199,0.7182228218686328,3.597233712904213e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0025373922996958826,0.0025375254501648313,0.028432031743197875
6.0,401,1.5,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.15788440013095,-6.1578794705785445,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,401,1.5,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-5.985263147527435,-5.985263147527435,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,401,1.5,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-5.7919985099926095,-5.7919985099926095,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,401,1.5,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.8613074692886364,-0.8495774195002306,0.3724144609321227,0.38784350000969386,0.01542903907757115,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.4838332008606078,0.47562452512960895,0.1489371830757452
12.0,401,1.5,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.8291736203380033,-0.8291247453940207,0.4133114801962276,0.4133706020098421,5.9121813614504415e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.4278780141997079,0.42799859457230144,0.7687378796425801
18.0,401,1.5,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.7995104469849574,-0.7995101900224715,0.44776059788132605,0.4477608848230588,2.86941732763335e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.3781502384384382,0.378153037492977,0.9225006161515469
6.0,401,1.5,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48565585621770707,-0.459559957838882,0.7171779024637421,0.7351462726295481,0.01796837016580599,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.005990741063936252,0.006061270074960274,0.008868170469635145
12.0,401,1.5,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4847386421807548,-0.48438540416736764,0.7178170782443429,0.7180630862484384,0.00024600800409546597,0.291214843343146,0.2913592878807741,0.6995345773170025,0.006369404373816564,0.006380491203682172,0.03770995553396149
18.0,401,1.5,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.4912411628682746,-0.4912363794511075,0.7132733256835877,0.7132766788202826,3.3531366948613694e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.009406255031580761,0.009406691862405794,0.09435959242036109
6.0,401,1.5,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4806297930867091,-0.454230246673917,0.7206734398555915,0.7387623117932337,0.018088871937642192,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0011459228946659496,0.0011722819816696432,0.0022213159981624214
12.0,401,1.5,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47983697324550384,-0.4794724346330494,0.7212232849502962,0.7214759631248643,0.0002526781745680884,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0016543992553256903,0.001657924189057314,0.011618777467230527
18.0,401,1.5,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48658155650948953,-0.48657653098021125,0.716532234788157,0.7165357416206038,3.506832446875663e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0048802832082084835,0.004880529860112339,0.05284828639135395
6.0,481,0.75,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.5704372780820535,-6.570434261574331,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,481,0.75,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-6.398032448791856,-6.3980324487901825,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,481,0.75,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-6.192046055460638,-6.192046055460638,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,481,0.75,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.9842352956586985,-0.9751066629301404,0.12555757381098723,0.15777622466601118,0.032218650855023956,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.825977082577528,0.7866820438387411,0.777174561313784
12.0,481,0.75,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.9436172136038505,-0.9435901417517343,0.23745059780120467,0.23750759619066023,5.699838945555369e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.6713115554424136,0.6713489586335476,0.7770439099111889
18.0,481,0.75,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.9000472024849913,-0.9000470925299473,0.3161531235256244,0.31615329742081244,1.7389518802701787e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.5609266527434397,0.5609286689582065,0.9530330781914522
6.0,481,0.75,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48712714210462965,-0.46110793752430246,0.7161514210663624,0.7340926797589644,0.01794125869260199,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.007413445262735298,0.0074857576886977265,0.010363634097665247
12.0,481,0.75,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4857263571601986,-0.4853746907788536,0.7171287491376994,0.7173738977835382,0.0002451486458387997,0.291214843343146,0.2913592878807741,0.6995345773170025,0.007322216560862665,0.007334155466720586,0.0410714392306413
18.0,481,0.75,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48893050727338777,-0.48892558165507366,0.714891245383948,0.7148946903879804,3.445004032376353e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.007159288718208412,0.007159609518284312,0.06954737014566918
6.0,481,0.75,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.48090184743474557,-0.4545071381512196,0.7204846650451725,0.738574885741981,0.018090220696808545,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0014075649625068295,0.0014256873491084144,0.0021469187029259694
12.0,481,0.75,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.4796667915981228,-0.4793011681290134,0.721341256550516,0.7215946451235532,0.0002533885730372498,0.291214843343146,0.2913592878807741,0.6995345773170025,0.001491098332366276,0.0014936980207740321,0.008839967985028967
18.0,481,0.75,2.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.48320357441135253,-0.4831983392029934,0.7188855441505605,0.7188891853387465,3.6411881859654827e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.0016120079896751191,0.001612084854835605,0.01656047668277939
6.0,481,1.0,0.75,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-6.570669424585375,-6.570666410137498,0.0,0.0,0.0,0.15113300680473005,0.15458717746098705,0.29205561544930997,1.0,1.0,1.0
12.0,481,1.0,0.75,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-6.39905375616101,-6.399053756159949,0.0,0.0,0.0,0.291214843343146,0.2913592878807741,0.6995345773170025,1.0,1.0,1.0
18.0,481,1.0,0.75,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-6.194575873250348,-6.194575873250348,0.0,0.0,0.0,0.15712268044086508,0.15715093115762627,5.65122368006027,1.0,1.0,1.0
6.0,481,1.0,1.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.9842887534138539,-0.9751619908979965,0.12534451159163726,0.15760079029625298,0.032256278704615726,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.8262723870173827,0.7869192361107483,0.7792501062331644
12.0,481,1.0,1.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.9438612037919332,-0.9438341776477885,0.2369362703514741,0.23699329600689437,5.7025655420261945e-05,0.291214843343146,0.2913592878807741,0.6995345773170025,0.6720235077011598,0.6720606213074182,0.7769372557944336
18.0,481,1.0,1.0,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.9006081923768363,-0.9006080830609686,0.31526466282024646,0.31526483619178236,1.7337153590535337e-07,0.15712268044086508,0.15715093115762627,5.65122368006027,0.5621605466599887,0.562162557257306,0.9531745100995581
6.0,481,1.0,1.5,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4871374856035661,-0.46112112315129794,0.7161441994434039,0.7340836988032782,0.017939499359874267,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.007423454439064705,0.007497900196958523,0.01046067855128522
12.0,481,1.0,1.5,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.48580195804474663,-0.48545058935067475,0.7170760363833486,0.7173209955447598,0.00024495916141120677,0.291214843343146,0.2913592878807741,0.6995345773170025,0.007395183625996865,0.007407358918500644,0.041812630473277684
18.0,481,1.0,1.5,0.8331818635986599,0.8332064897769981,2.462617833820513e-05,0.720046264481841,0.7200499669852483,3.7025034073101537e-06,-0.489129816005188,-0.4891249052351527,0.7147518338520105,0.7147552691410167,3.4352890062594454e-06,0.15712268044086508,0.15715093115762627,5.65122368006027,0.007352903404950591,0.0073532367016135225,0.07217127755321578
6.0,481,1.0,2.0,0.830542721665029,0.8539665820249592,0.02342386035993027,0.721500223480184,0.7396293659720765,0.0181291424918924,-0.4809116983656798,-0.454519839143076,0.7204778286903214,0.7385662873817921,0.018088458691470688,0.15113300680473005,0.15458717746098705,0.29205561544930997,0.0014170401568707723,0.001437312577343721,0.0022441105772049393
12.0,481,1.0,2.0,0.5120394767370777,0.5121162902709587,7.681353388100387e-05,0.7224184535018031,0.7226741019993743,0.0002556484975712,-0.47974033242081504,-0.47937501448667164,0.721290279692708,0.721543474444422,0.0002531947517140365,0.291214843343146,0.2913592878807741,0.6995345773170025,0.0015616625013196988,0.0015645054275838439,0.009598123519110865
