label,eta,mu_candidate,mu_full,chi2_candidate,chi2_full,abs_delta_mu_mumu,acceptance_mismatch
baseline_d4p0_d6p4,0.2,103.58168057434621,11.49929856244426,65256.84903123574,637.4739465836794,92.08238201190196,0.0
baseline_d4p0_d6p4,0.295,103.62031251579764,11.50444450080809,65306.20181767083,638.1237416869426,92.11586801498954,0.0
baseline_d4p0_d6p4,0.39,103.65894297346635,11.509590904681522,65355.57136281651,638.7739266251208,92.14935206878484,0.0
baseline_d4p0_d6p4,0.485,103.69757193612426,11.514737772637506,65404.95765016573,639.4245013076245,92.18283416348676,0.0
baseline_d4p0_d6p4,0.5800000000000001,103.73619939257776,11.519885103252694,65454.360663233936,640.0754656439735,92.21631428932507,0.0
baseline_d4p0_d6p4,0.675,103.7748253316213,11.52503289510164,65503.7803854998,640.726819543064,92.24979243651966,0.0
baseline_d4p0_d6p4,0.77,103.81344974204619,11.530181146758038,65553.21680041635,641.3785629133248,92.28326859528815,0.0
baseline_d4p0_d6p4,0.865,103.85207261265852,11.535329856796782,65602.66989143407,642.0306956629767,92.31674275586174,0.0
baseline_d4p0_d6p4,0.96,103.89069393225279,11.540479023790857,65652.13964196696,642.6832176996396,92.35021490846194,0.0
baseline_d4p0_d6p4,1.055,103.9293136896287,11.54562864631328,65701.62603541424,643.3361289305788,92.38368504331542,0.0
baseline_d4p0_d6p4,1.15,103.96793187359305,11.550778722937414,65751.12905516263,643.9894292627431,92.41715315065564,0.0
baseline_d4p0_d6p4,1.245,104.00654847294244,11.555929252234794,65800.64868456428,644.6431186024897,92.45061922070765,0.0
baseline_d4p0_d6p4,1.34,104.04516347648595,11.561080232777922,65850.18490696576,645.2971968559389,92.48408324370803,0.0
baseline_d4p0_d6p4,1.435,104.083776873027,11.566231663138169,65899.73770568497,645.9516639287064,92.51754520988884,0.0
baseline_d4p0_d6p4,1.53,104.12238865137101,11.571383541886435,65949.3070640207,646.6065197259892,92.55100510948458,0.0
baseline_d4p0_d6p4,1.625,104.16099880032817,11.576535867593762,65998.89296525654,647.2617641526393,92.58446293273441,0.0
