combo_id,peak,center_D,width_D,region,D,eta,gaussian,residual_frac,mu_full,mu_base,mu_runtime,mu_guard,chi2_base,chi2_runtime,chi2_guard,abs_delta_base,abs_delta_runtime,abs_delta_guard,abs_improvement_vs_base,abs_improvement_vs_runtime,guard_shift_vs_runtime,guard_shift_vs_base,improved_vs_base,improved_vs_runtime,acceptance_flip_vs_base
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,1.72,0.0,1.0,75.89071270405644,101.7448302576007,98.67498550345267,98.67498550345267,62931.78099641684,59140.142529355784,59140.142529355784,25.854117553544256,22.784272799396234,22.784272799396234,3.069844754148022,0.0,0.0,-3.069844754148022,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,1.91,0.0,1.0,75.89123357370548,101.748392451383,98.6784402187334,98.6784402187334,62936.24917235486,59144.34332118556,59144.34332118553,25.85715887767752,22.787206645027922,22.787206645027922,3.069952232649598,0.0,0.0,-3.069952232649598,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,2.1,0.0,1.0,75.89175443865331,101.7519534869039,98.68189381069988,98.68189381069988,62940.716053985765,59148.542896226776,59148.542896226776,25.860199048250593,22.790139372046568,22.790139372046568,3.070059676204025,0.0,0.0,-3.070059676204025,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,2.29,0.0,1.0,75.8922752990492,101.75551350636331,98.6853464172614,98.6853464172614,62945.181819536694,59152.741422040934,59152.74142204096,25.86323820731411,22.793071118212197,22.793071118212197,3.070167089101915,0.0,0.0,-3.070167089101915,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,2.4800000000000004,0.0,1.0,75.89279615477501,101.75907379087592,98.68879928087892,98.68879928087892,62949.648076015466,59156.94040946966,59156.94040946966,25.866277636100904,22.796003126103912,22.796003126103912,3.0702745099969917,0.0,0.0,-3.0702745099969917,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,2.6700000000000004,0.0,1.0,75.89331700591609,101.76263434051133,98.69225240161995,98.69225240161995,62954.11482354487,59161.13985862826,59161.13985862826,25.869317334595237,22.798935395703865,22.798935395703865,3.070381938891373,0.0,0.0,-3.070381938891373,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,2.8600000000000003,0.0,1.0,75.89383785243241,101.76619515528594,98.69570577950049,98.69570577950049,62958.58206218089,59165.3397695695,59165.33976956951,25.87235730285353,22.801867927068074,22.801867927068074,3.0704893757854563,0.0,0.0,-3.0704893757854563,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,3.0500000000000003,0.0,1.0,75.89435869431642,101.76975623522804,98.6991594145478,98.6991594145478,62963.04979199434,59169.5401423599,59169.540142359896,25.87539754091162,22.80480072023137,22.80480072023137,3.070596820680251,0.0,0.0,-3.070596820680251,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,3.24,0.0,1.0,75.8948795315888,101.77331758038372,98.70261330680673,98.70261330680673,62967.51801307853,59173.74097708724,59173.74097708724,25.87843804879492,22.807733775217926,22.807733775217926,3.070704273576993,0.0,0.0,-3.070704273576993,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,3.43,0.0,1.0,75.8954003642339,101.7768791907654,98.7060674562892,98.7060674562892,62971.98672548443,59177.94227379939,59177.94227379939,25.881478826531506,22.81066709205531,22.81066709205531,3.0708117344761945,0.0,0.0,-3.0708117344761945,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,3.62,0.0,1.0,75.89592119227078,101.78044106643736,98.70952186305765,98.70952186305765,62976.45592932814,59182.144032605574,59182.144032605574,25.884519874166585,22.81360067078687,22.81360067078687,3.0709192033797166,0.0,0.0,-3.0709192033797166,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,3.81,0.0,1.0,75.89644201566321,101.78400320736998,98.71297652708331,98.71297652708331,62980.9256246079,59186.346253504154,59186.346253504154,25.887561191706766,22.8165345114201,22.8165345114201,3.071026680286664,0.0,0.0,-3.071026680286664,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.169491525423728,4.0,0.0,1.0,75.89696283445247,101.78756561364445,98.7164314484449,98.7164314484449,62985.39581146104,59190.5489366242,59190.5489366242,25.89060277919198,22.819468613992427,22.819468613992427,3.0711341651995525,0.0,0.0,-3.0711341651995525,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,0.2,1.082608154406634e-62,1.0,47.19141164055394,78.47601793108856,54.03729211522684,54.03729211522684,37129.45337570927,17316.77825764826,17316.77825764826,31.284606290534626,6.845880474672903,6.845880474672903,24.438725815861723,0.0,0.0,-24.438725815861723,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,0.39,1.082608154406634e-62,1.0,47.19153369844375,78.47622944196618,54.03743779954832,54.03743779954832,37129.65715619134,17316.87411313324,17316.87411313324,31.284695743522434,6.845904101104573,6.845904101104573,24.43879164241786,0.0,0.0,-24.43879164241786,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,0.5800000000000001,1.082608154406634e-62,1.0,47.19165575586128,78.47644095403476,54.03758348469014,54.03758348469014,37129.86093838003,17316.969969423277,17316.969969423277,31.28478519817348,6.845927728828862,6.845927728828862,24.43885746934462,0.0,0.0,-24.43885746934462,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,0.77,1.082608154406634e-62,1.0,47.1917778127194,78.47665246303025,54.037729167716186,54.037729167716186,37130.06471816715,17317.06582458649,17317.06582458649,31.284874650310847,6.845951354996785,6.845951354996785,24.438923295314062,0.0,0.0,-24.438923295314062,1.0,0.0,0.0
1,0.85,6.39,0.003,D60_hotspot,6.4406779661016955,0.96,1.082608154406634e-62,1.0,47.19189986898862,78.47686397247853,54.037874851054326,54.037874851054326,37130.268498949736,17317.161680220357,17317.161680220357,31.284964103489905,6.845974982065705,6.845974982065705,24.4389891214242,0.0,0.0,-24.4389891214242,1.0,0.0,0.0
