D,level,rho_max,z_max,dr,dz,Nr,Nz,E1,E2,DeltaE,M_LR,chi_LR,omega1,Gamma_ref,M_sym,norm1,norm2,overlap12,build_s,solve_s,grid_index
4.0,fine,3.0,8.0,0.06,0.03,50,533,2.066705423812488,2.5669612895002762,0.5002558656877882,0.2501279328438941,0.000526581814699491,1.7512011374518028,475.00298312929175,2.387347284381951e-06,1.0,0.9999999999999999,1.560166926206641e-16,0.017318010330200195,0.7662460803985596,0
4.4,fine,3.0,8.2,0.06,0.03,50,547,1.995421355194944,2.4712478798580273,0.4758265246630833,0.23791326233154164,0.0005700331111616898,1.7307285619631243,417.3674435274297,-5.888061942183254e-06,1.0,1.0,5.3722217646656745e-17,0.0032401084899902344,0.7518830299377441,1
4.8,fine,3.0,8.4,0.06,0.03,50,560,2.3885866704099348,2.9096817467488436,0.5210950763389088,0.2605475381694544,0.00031679964354841545,1.840811416308019,822.436336263225,-1.9519922468476116e-16,0.9999999999999999,0.9999999999999999,-3.230922474006803e-17,0.003222942352294922,0.7690420150756836,2
5.2,fine,3.0,8.6,0.06,0.03,50,573,2.3113175637339674,2.809210496144349,0.4978929324103816,0.2489464662051908,0.000343638160871746,1.8197026031013879,724.4435995515165,-1.2133555111495544e-05,0.9999999999999998,1.0,-1.5352302762394743e-16,0.0035130977630615234,0.8748800754547119,3
5.6,fine,3.0,8.8,0.06,0.03,50,587,2.23362438276503,2.708405079473438,0.47478069670840783,0.23739034835420392,0.00037339665030578905,1.7982281231159272,635.759180377745,9.207096947195551e-06,1.0,0.9999999999999998,1.2793585635328952e-17,0.004179239273071289,0.9555299282073975,4
6.0,fine,3.0,9.0,0.06,0.03,50,600,2.166109564691628,2.62105755975917,0.4549479950675419,0.22747399753377096,0.00040182697797238324,1.7793565029784302,566.0993661540684,-5.134421731038273e-17,1.0,1.0,2.8167572441173405e-16,0.009567975997924805,1.2142789363861084,5
6.4,fine,3.0,9.2,0.06,0.03,50,613,2.1027124583056285,2.539164786404355,0.43645232809872647,0.21822616404936324,0.00043085229084570935,1.7614518041393095,506.4987901561634,-1.7892753091172091e-06,1.0,0.9999999999999999,-2.200930410145574e-17,0.010522842407226562,0.7878961563110352,6
6.800000000000001,fine,3.0,9.4,0.06,0.03,50,627,2.4565194253701272,2.9279257878836153,0.4714063625134881,0.23570318125674405,0.00025695136763989644,1.8591717041118412,917.306583816551,1.4708809139833473e-05,1.0000000000000002,1.0000000000000002,-9.107298248878237e-17,0.01271200180053711,0.840979814529419,7
7.2,fine,3.0,9.6,0.06,0.03,50,640,2.3844868256416714,2.8369579675602785,0.45247114191860716,0.22623557095930358,0.0002769174580912805,1.8396974820990737,816.9783606952269,-1.5739551576716763e-17,0.9999999999999999,1.0,4.9439619065339e-17,0.008453130722045898,0.7983047962188721,8
7.6,fine,3.0,9.8,0.06,0.03,50,653,2.3165973869826706,2.7513986355253617,0.4348012485426911,0.21740062427134554,0.00029747511324938465,1.8211527632196784,730.8195361172629,-1.1770421225683347e-05,1.0000000000000002,1.0,-8.673617379884035e-19,0.004645824432373047,0.83467698097229,9
