ref_D,D,mean_delta_mu,std_delta_mu,rel_std_delta_mu,p95_abs_delta_mu,max_abs_delta_mu,eta_flat_offset_score
9.423728813559322,5.627118644067797,-7.460442062737687,1.885326975742753e-05,2.527098206632159e-06,7.460468835355279,7.460471640936184,2.805580905373972e-06
9.423728813559322,5.898305084745763,-53.068054951177956,0.0036327474924916603,6.845450612112596e-05,53.073323579933465,53.07390878167519,0.0005852017417282696
9.423728813559322,6.169491525423729,-42.87567006819977,0.007905352842007782,0.0001843785258500499,42.88713735509844,42.888411719178535,0.0012743640800962908
9.423728813559322,6.4406779661016955,-13.333095881599721,2.491306103279997e-05,1.8685128535812246e-06,13.33313201294257,13.333136026120286,4.013177715478378e-06
9.423728813559322,6.711864406779661,-9.293419966584215,5.977868598573595e-05,6.432366792922146e-06,9.293506678038062,9.293516313489782,9.635451720058086e-06
9.694915254237287,5.627118644067797,0.7435029185414809,0.0018649431063443025,0.0025083198193797743,0.7462097772046619,0.7465120744269242,0.0003022972222623821
9.694915254237287,5.898305084745763,-30.533017281220843,0.007666219270584598,0.0002510796492850925,30.5441365739224,30.545371906720547,0.001235332798145805
9.694915254237287,6.169491525423729,-14.860797462369662,0.012259633854394021,0.0008249647359394893,14.878580923981815,14.880557200255325,0.001976276273509825
9.694915254237287,6.4406779661016955,4.945590136757157,0.0002143917309831491,4.33500805879006e-05,4.945901113623762,4.945935673403682,3.455977991961845e-05
9.694915254237287,6.711864406779661,-2.6030485208268344,0.00010056044885821854,3.863179962019165e-05,2.603194387471895,2.6032105963583376,1.6208886442825587e-05
9.966101694915254,5.627118644067797,10.265692981320132,0.004289237028088299,0.00041782245347617223,10.271915904250342,10.272608773798765,0.0006928695484234026
9.966101694915254,5.898305084745763,-1.3506823027397776,0.013316799271978838,0.009859312767307688,1.3699978524761036,1.3721439395038004,0.002146087027696808
9.966101694915254,6.169491525423729,25.860196811173655,0.018865593755984674,0.0007295224353371217,25.887561191707903,25.890602779192406,0.0030415874845033386
9.966101694915254,6.4406779661016955,31.285500783138453,0.0005550061528411402,1.7740043756635813e-05,31.28630580743782,31.28639526077564,8.94533378215101e-05
9.966101694915254,6.711864406779661,7.4622145349179565,0.0001746006284998269,2.339796419451864e-05,7.462467784829659,7.462495924022775,2.813919311606128e-05
10.23728813559322,5.627118644067797,16.46850534755536,0.005922332615401343,0.00035961567187883716,16.47709685093715,16.47805283760475,0.0009559866675985518
10.23728813559322,5.898305084745763,28.47549185761993,0.020182722158672093,0.0007087751902438615,28.50476904353995,28.508024277072337,0.0032552335323856596
10.23728813559322,6.169491525423729,77.11941484661513,0.028520662794298345,0.000369824678403277,77.16078374113577,77.16538183972573,0.00459809858995186
10.23728813559322,6.4406779661016955,63.99543721166434,0.0010391778327209374,1.6238311323413043e-05,63.99694450979159,63.99711199343999,0.00016748364839713759
10.23728813559322,6.711864406779661,20.014116864818742,0.00028673608207700616,1.4326691705345101e-05,20.014532762517934,20.01457897358733,4.6211069395951654e-05
