focus_D,beta_d4p0,acceptance_mismatch,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,candidate_boundary_eta,full_boundary_eta,n_mismatches,first_mismatch_eta,last_mismatch_eta
4.0,1.309,0.0,0.06427128740894861,0.0688045636278487,2.4800000000000004,2.4800000000000004,0,,
