case,subset,count_points,p95_abs_delta_base,p95_abs_delta_runtime,p95_abs_delta_cf,max_abs_delta_base,max_abs_delta_runtime,max_abs_delta_cf,mean_abs_improvement_vs_base,mean_abs_improvement_vs_runtime,improved_fraction_vs_base,improved_fraction_vs_runtime,worsened_fraction_vs_runtime,acceptance_flip_fraction_vs_base,best_point_D,best_point_eta,best_point_improvement_vs_runtime,worst_point_D,worst_point_eta,worst_point_improvement_vs_runtime
D60E21_fullmap,all_points,1260,9.02385403940191,6.278141668421017,6.278141668421017,31.28639526077564,18.59026540670793,18.59026540670793,0.5780244707819687,0.011529461419818846,0.26666666666666666,0.08968253968253968,0.05634920634920635,0.1,8.067796610169491,0.39,0.7350771304482997,7.796610169491526,4.0,-0.043852135164855977
D60E21_fullmap,reviewer_targets,105,31.28593012120719,18.575780513798115,18.575780513798115,31.28639526077564,18.59026540670793,18.59026540670793,8.085907734362603,0.0,1.0,0.0,0.0,0.0,4.813559322033898,0.2,0.0,4.813559322033898,0.2,0.0
D60E21_fullmap,nonreviewer_complement,1155,2.920957855314017,2.920965152119379,2.920965152119379,6.145360294533631,6.14536029348217,6.14536029348217,-0.10451037136172531,0.012577594276166018,0.2,0.09783549783549783,0.06147186147186147,0.10909090909090909,8.067796610169491,0.39,0.7350771304482997,7.796610169491526,4.0,-0.043852135164855977
D21E41_fullmap,all_points,861,0.9136772062233662,1.4133093439138054,0.9136772062234826,2.102232425909044,1.776970067343577,1.4133094452907198,-0.018552397129941105,0.04278083027037918,0.047619047619047616,0.10220673635307782,0.010452961672473868,0.09523809523809523,8.0,0.2,0.8983974470147651,12.0,1.815,-1.0061396160665481e-16
D21E41_fullmap,reviewer_targets,123,2.102217055050133,1.776970060893698,0.8910235355256485,2.102232425909044,1.776970067343577,0.9244091557319001,0.4044710315479329,0.29946581189256094,0.3333333333333333,0.3333333333333333,0.0,0.0,8.0,0.2,0.8983974470147651,4.0,0.2,0.0
D21E41_fullmap,nonreviewer_complement,738,0.7569947064696276,1.4133075773937855,1.4133075773935053,0.7569954035549338,1.413309445291,1.4133094452907198,-0.08905630190958676,1.5567582397586105e-14,0.0,0.06368563685636856,0.012195121951219513,0.1111111111111111,7.2,0.2,2.802202914153895e-13,12.0,1.815,-1.0061396160665481e-16
