alpha_center,taper,taper_center_D,taper_sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.85,0.0,6.0,0.4,5.898305084745763,0.2,50.23873914694294,90.79702562735869,-40.55828648041575,-0.5918401024152231,0.0
0.85,0.01,5.9,0.4,5.898305084745763,0.2,50.24299176426075,90.79702562735869,-40.55403386309794,-0.5917554578279575,0.0
0.85,0.01,6.0,0.4,5.898305084745763,0.2,50.48638189176415,90.79702562735869,-40.310643735594546,-0.5869228932573564,0.0
0.85,0.02,5.9,0.4,5.898305084745763,0.2,50.24724474155488,90.79702562735869,-40.54978088580381,-0.5916708132406912,0.0
0.85,0.02,6.0,0.4,5.898305084745763,0.2,50.73524534654158,90.79702562735869,-40.06178028081711,-0.5820056840994886,0.0
0.8,0.0,5.9,0.4,5.898305084745763,0.6,47.28971690991734,90.80038672801365,-43.51066981809631,-0.6523706743361741,0.0
0.8,0.0,6.0,0.4,5.898305084745763,0.6,47.28971690991734,90.80038672801365,-43.51066981809631,-0.6523706743361741,0.0
0.8,0.01,5.9,0.4,5.898305084745763,0.6,47.293720084678256,90.80038672801365,-43.50666664333539,-0.6522860257995907,0.0
0.8,0.01,6.0,0.4,5.898305084745763,0.6,47.52283388789947,90.80038672801365,-43.277552840114176,-0.6474532357528978,0.0
0.8,0.02,5.9,0.4,5.898305084745763,0.6,47.2977235983164,90.80038672801365,-43.50266312969725,-0.6522013772630074,0.0
