alpha,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v21,delta_max_vs_v21
0.046,0.1791970838766872,0.17936062755029525,0.1777252504578846,0.17608993472542522,0.17936062755029525,-0.05731850498038679,-0.057318044898970244
0.047,0.07566390536667456,0.07582733814551545,0.07419306998018069,0.07255886315510907,0.07582733814551545,-0.16085168349039944,-0.16085133430375004
0.048,0.030582628440704696,0.030745932380455088,-0.02911283159704816,-0.030745932380455088,-0.027479669493075676,-0.2059329604163693,-0.2059327400688104
0.049,0.13366175280359016,0.13382494642698362,-0.1321929488267188,-0.13382494642698362,-0.1305608899255759,-0.10285383605348383,-0.10285372602228188
0.05,0.23651558885707402,0.23667867244926555,-0.23504777518084316,-0.23667867244926555,-0.23341681663126224,2.7755575615628914e-17,5.551115123125783e-17
