beta_d60_d80,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v22,delta_max_vs_v22
1.4,0.061729039422032006,0.06172906521142174,0.06172880705582503,0.06172854863115429,0.06172906521142174,-0.1688736157744914,-0.16887361179374186
1.5,0.018445459961091704,0.018445487684763062,-0.018445211904801993,-0.018445487684763062,-0.01844493636192146,-0.2121571952354317,-0.21215718932040054
1.6,0.09590551885353094,0.09590554811728147,-0.0959052565366367,-0.09590554811728147,-0.09590496516128821,-0.13469713634299246,-0.13469712888788213
1.7,0.1707434729613464,0.17074350361907076,-0.17074319770698526,-0.17074350361907076,-0.17074289196864445,-0.059859182235177,-0.05985917338609284
1.8,0.243048083300216,0.24304811521393166,-0.24304779635828513,-0.24304811521393166,-0.24304747764508328,0.01244542810369259,0.012445438208768062
