d4p0_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
2.0,106.57226942269449,107.51502749723593,0.6097560975609756,2.0729200611417813,2.097536388697754,0.6097560975609756,0.2227332035262685,0.33684336686648575,7.0643876660986855,8.66223193799701
