mode,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu
fullwidthrefamp_pointamp2_widthboost_base,30.538947721551175,30.545371906720547,0.0,0.7465120744269242,30.545371906720547,,4.945935673403682,2.6032105963583376
fullwidthrefamp_pointamp3_widthboost_candidate,30.54298528623606,30.54940848483986,0.0,0.7461299379789139,30.54940848483986,,17.52959497791008,0.8025603096153837
