pair,lhs_family,rhs_family,layer,D,eta,chi_eff_lhs,chi_eff_rhs,g_eff_lhs,g_eff_rhs,gamma_lhs,gamma_rhs,p_kin_lhs,p_kin_rhs,W_lhs,W_rhs,P_lhs,P_rhs,generation_ratio_lhs,generation_ratio_rhs,winner_lhs,winner_rhs,log_chi_eff_ratio,log_g_eff_ratio,log_gamma_ratio,log_p_kin_ratio,log_W_ratio,delta_P,delta_generation_ratio,winner_mismatch
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,0.6,0.0005265818146994,0.000526581814699491,49.20070244586661,49.20070244586661,0.0493097969247843,0.0493097969247843,0.587100903236751,0.587100903236751,4.624999076556912,4.624999076556912,0.7072220005834932,0.7072220005834932,0.9483926231522801,0.9483926231522801,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,0.6,0.0005265818146994,0.000526581814699491,11.397664004427238,11.397664004427238,0.09757613444233983,0.09757613444233983,0.2627937711613938,0.2627937711613938,1.0596034101992902,1.0596034101992902,0.16202702555869636,0.16202702555869636,0.9483926231522801,0.9483926231522801,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,0.6,0.06223098601910542,0.0005265818146994,40.83492356205414,49.080091101131785,0.005472753550116382,0.00547010348408943,0.06732209520542749,0.06640263998527512,0.43083188135710215,0.5175730715179406,0.07972490878429973,0.07914359701009059,0.9503511195682961,0.9483926231522801,2.0,2.0,4.77220160914994,-0.18391579108207162,0.0004843462855220923,0.013751677407155308,-0.18343276862125368,0.0005813117742091423,0.0019584964160159757,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,0.6,0.06223098601910542,0.0005265818146994,41.069477931161906,49.20070244586661,0.04933382529721094,0.0493097969247843,0.5971771021927781,0.587100903236751,3.8624772286864433,4.624999076556912,0.7147466519155391,0.7072220005834932,0.9503511195682961,0.9483926231522801,2.0,2.0,4.77220160914994,-0.1806426845471021,0.0004871753968606,0.01701702144818536,-0.18016742458022328,0.00752465133204594,0.0019584964160159757,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,0.6,0.06223098601910542,0.0005265818146994,9.056780318475928,11.397664004427238,0.09762373444687623,0.09757613444233983,0.25445489338361355,0.2627937711613938,0.8423701530234681,1.0596034101992902,0.15587955886845728,0.16202702555869636,0.9503511195682961,0.9483926231522801,2.0,2.0,4.77220160914994,-0.22989473885258924,0.00048770530175834835,-0.03224600043969803,-0.22943044646810687,-0.0061474666902390784,0.0019584964160159757,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,0.6,0.06223098601910542,0.000526581814699491,40.83492356205414,49.080091101131785,0.005472753550116382,0.00547010348408943,0.06732209520542749,0.06640263998527512,0.43083188135710215,0.5175730715179406,0.07972490878429973,0.07914359701009059,0.9503511195682961,0.9483926231522801,2.0,2.0,4.772201609149767,-0.18391579108207162,0.0004843462855220923,0.013751677407155308,-0.18343276862125368,0.0005813117742091423,0.0019584964160159757,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,0.6,0.06223098601910542,0.000526581814699491,41.069477931161906,49.20070244586661,0.04933382529721094,0.0493097969247843,0.5971771021927781,0.587100903236751,3.8624772286864433,4.624999076556912,0.7147466519155391,0.7072220005834932,0.9503511195682961,0.9483926231522801,2.0,2.0,4.772201609149767,-0.1806426845471021,0.0004871753968606,0.01701702144818536,-0.18016742458022328,0.00752465133204594,0.0019584964160159757,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,0.6,0.06223098601910542,0.000526581814699491,9.056780318475928,11.397664004427238,0.09762373444687623,0.09757613444233983,0.25445489338361355,0.2627937711613938,0.8423701530234681,1.0596034101992902,0.15587955886845728,0.16202702555869636,0.9503511195682961,0.9483926231522801,2.0,2.0,4.772201609149767,-0.22989473885258924,0.00048770530175834835,-0.03224600043969803,-0.22943044646810687,-0.0061474666902390784,0.0019584964160159757,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.0,1.0,0.0005265818146994,0.000526581814699491,49.080091101131785,49.080091101131785,0.00911683914014905,0.00911683914014905,0.0677359999135071,0.0677359999135071,0.8610522506190896,0.8610522506190896,0.08051923389884942,0.08051923389884942,0.949693574637929,0.949693574637929,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,1.0,0.0005265818146994,0.000526581814699491,49.20070244586661,49.20070244586661,0.08218299487464051,0.08218299487464051,0.5903067568080981,0.5903067568080981,7.584034319283134,7.584034319283134,0.709202760706101,0.709202760706101,0.949693574637929,0.949693574637929,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,1.0,0.0005265818146994,0.000526581814699491,11.397664004427238,11.397664004427238,0.16262689073723305,0.16262689073723305,0.2601481805385752,0.2601481805385752,1.710695474270482,1.710695474270482,0.15997158003297865,0.15997158003297865,0.949693574637929,0.949693574637929,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,1.0,0.06223098601910542,0.0005265818146994,40.83492356205414,49.080091101131785,0.009121255916860636,0.00911683914014905,0.06865962533887073,0.0677359999135071,0.7167460105542036,0.8610522506190896,0.08109845455891565,0.08051923389884942,0.9516109530434884,0.949693574637929,2.0,2.0,4.77220160914994,-0.18391579108207162,0.0004843462855220923,0.01354353619177314,-0.18343364982850952,0.0005792206600662292,0.001917378405559389,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,1.0,0.06223098601910542,0.0005265818146994,41.069477931161906,49.20070244586661,0.08222304216201824,0.08218299487464051,0.6003088399926648,0.5903067568080981,6.333607833391807,7.584034319283134,0.7166357391695218,0.709202760706101,0.9516109530434884,0.949693574637929,2.0,2.0,4.77220160914994,-0.1806426845471021,0.0004871753968606,0.016801927529452778,-0.18017525849082985,0.007432978463420836,0.001917378405559389,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,1.0,0.06223098601910542,0.0005265818146994,9.056780318475928,11.397664004427238,0.16270622407812707,0.16262689073723305,0.2518372270858735,0.2601481805385752,1.3599587557608677,1.710695474270482,0.153876759315051,0.15997158003297865,0.9516109530434884,0.949693574637929,2.0,2.0,4.77220160914994,-0.22989473885258924,0.00048770530175834835,-0.03246843926817046,-0.22944562528845347,-0.0060948207179276626,0.001917378405559389,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,1.0,0.06223098601910542,0.000526581814699491,40.83492356205414,49.080091101131785,0.009121255916860636,0.00911683914014905,0.06865962533887073,0.0677359999135071,0.7167460105542036,0.8610522506190896,0.08109845455891565,0.08051923389884942,0.9516109530434884,0.949693574637929,2.0,2.0,4.772201609149767,-0.18391579108207162,0.0004843462855220923,0.01354353619177314,-0.18343364982850952,0.0005792206600662292,0.001917378405559389,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,1.0,0.06223098601910542,0.000526581814699491,41.069477931161906,49.20070244586661,0.08222304216201824,0.08218299487464051,0.6003088399926648,0.5903067568080981,6.333607833391807,7.584034319283134,0.7166357391695218,0.709202760706101,0.9516109530434884,0.949693574637929,2.0,2.0,4.772201609149767,-0.1806426845471021,0.0004871753968606,0.016801927529452778,-0.18017525849082985,0.007432978463420836,0.001917378405559389,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,1.0,0.06223098601910542,0.000526581814699491,9.056780318475928,11.397664004427238,0.16270622407812707,0.16262689073723305,0.2518372270858735,0.2601481805385752,1.3599587557608677,1.710695474270482,0.153876759315051,0.15997158003297865,0.9516109530434884,0.949693574637929,2.0,2.0,4.772201609149767,-0.22989473885258924,0.00048770530175834835,-0.03246843926817046,-0.22944562528845347,-0.0060948207179276626,0.001917378405559389,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.0,2.0,0.0005265818146994,0.000526581814699491,49.080091101131785,49.080091101131785,0.0182336782802981,0.0182336782802981,0.07109099959502607,0.07109099959502607,1.7142901018148342,1.7142901018148342,0.08397581338099866,0.08397581338099866,0.9527062179703976,0.9527062179703976,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,2.0,0.0005265818146994,0.000526581814699491,49.20070244586661,49.20070244586661,0.16436598974928102,0.16436598974928102,0.5978176802920473,0.5978176802920473,14.569714010877686,14.569714010877686,0.7137085978019259,0.7137085978019259,0.9527062179703976,0.9527062179703976,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,2.0,0.0005265818146994,0.000526581814699491,11.397664004427238,11.397664004427238,0.3252537814744661,0.3252537814744661,0.25369461125317583,0.25369461125317583,3.1646296503910842,3.1646296503910842,0.15502180678747304,0.15502180678747304,0.9527062179703976,0.9527062179703976,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,2.0,0.06223098601910542,0.0005265818146994,40.83492356205414,49.080091101131785,0.018242511833721272,0.0182336782802981,0.07202451093225348,0.07109099959502607,1.4269841225428108,1.7142901018148342,0.08454980190321398,0.08397581338099866,0.9545271163295667,0.9527062179703976,2.0,2.0,4.77220160914994,-0.18391579108207162,0.0004843462855220923,0.01304574987572899,-0.18343584814773603,0.000573988522215324,0.0018208983591690986,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,2.0,0.06223098601910542,0.0005265818146994,41.069477931161906,49.20070244586661,0.16444608432403648,0.16436598974928102,0.6076341436535048,0.5978176802920473,12.167281827298075,14.569714010877686,0.7209199121048837,0.7137085978019259,0.9545271163295667,0.9527062179703976,2.0,2.0,4.77220160914994,-0.1806426845471021,0.0004871753968606,0.016287138427794747,-0.18019445959567015,0.00721131430295785,0.0018208983591690986,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,2.0,0.06223098601910542,0.0005265818146994,9.056780318475928,11.397664004427238,0.32541244815625414,0.3252537814744661,0.24545920220083034,0.25369461125317583,2.5157072124627486,3.1646296503910842,0.1490574023214689,0.15502180678747304,0.9545271163295667,0.9527062179703976,2.0,2.0,4.77220160914994,-0.22989473885258924,0.00048770530175834835,-0.03300047481022561,-0.2294820728336907,-0.005964404466004131,0.0018208983591690986,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,2.0,0.06223098601910542,0.000526581814699491,40.83492356205414,49.080091101131785,0.018242511833721272,0.0182336782802981,0.07202451093225348,0.07109099959502607,1.4269841225428108,1.7142901018148342,0.08454980190321398,0.08397581338099866,0.9545271163295667,0.9527062179703976,2.0,2.0,4.772201609149767,-0.18391579108207162,0.0004843462855220923,0.01304574987572899,-0.18343584814773603,0.000573988522215324,0.0018208983591690986,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,2.0,0.06223098601910542,0.000526581814699491,41.069477931161906,49.20070244586661,0.16444608432403648,0.16436598974928102,0.6076341436535048,0.5978176802920473,12.167281827298075,14.569714010877686,0.7209199121048837,0.7137085978019259,0.9545271163295667,0.9527062179703976,2.0,2.0,4.772201609149767,-0.1806426845471021,0.0004871753968606,0.016287138427794747,-0.18019445959567015,0.00721131430295785,0.0018208983591690986,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,2.0,0.06223098601910542,0.000526581814699491,9.056780318475928,11.397664004427238,0.32541244815625414,0.3252537814744661,0.24545920220083034,0.25369461125317583,2.5157072124627486,3.1646296503910842,0.1490574023214689,0.15502180678747304,0.9545271163295667,0.9527062179703976,2.0,2.0,4.772201609149767,-0.22989473885258924,0.00048770530175834835,-0.03300047481022561,-0.2294820728336907,-0.005964404466004131,0.0018208983591690986,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.0,4.0,0.0005265818146994,0.000526581814699491,49.080091101131785,49.080091101131785,0.0364673565605962,0.0364673565605962,0.07787974112500383,0.07787974112500383,3.3976056377325086,3.3976056377325086,0.09095514872836695,0.09095514872836695,0.9578250908945172,0.9578250908945172,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.0,4.0,0.0005265818146994,0.000526581814699491,49.20070244586661,49.20070244586661,0.32873197949856203,0.32873197949856203,0.6107919872790591,0.6107919872790591,26.931117563702617,26.931117563702617,0.7209558920624078,0.7209558920624078,0.9578250908945172,0.9578250908945172,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.0,4.0,0.0005265818146994,0.000526581814699491,11.397664004427238,11.397664004427238,0.6505075629489322,0.6505075629489322,0.2415195937668071,0.2415195937668071,5.450580931239162,5.450580931239162,0.14591405010374237,0.14591405010374237,0.9578250908945172,0.9578250908945172,2.0,2.0,-1.7275070263168928e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.0,4.0,0.06223098601910542,0.0005265818146994,40.83492356205414,49.080091101131785,0.036485023667442544,0.0364673565605962,0.07883115248180447,0.07787974112500383,2.8281724755348168,3.3976056377325086,0.09151892934129986,0.09095514872836695,0.9594778785186866,0.9578250908945172,2.0,2.0,4.77220160914994,-0.18391579108207162,0.0004843462855220923,0.012142398328246352,-0.1834402246487652,0.0005637806129329126,0.0016527876241694273,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.0,4.0,0.06223098601910542,0.0005265818146994,41.069477931161906,49.20070244586661,0.32889216864807297,0.32873197949856203,0.6202408408294711,0.6107919872790591,22.48955957272068,26.931117563702617,0.7277563271891901,0.7209558920624078,0.9594778785186866,0.9578250908945172,2.0,2.0,4.77220160914994,-0.1806426845471021,0.0004871753968606,0.015351400706788003,-0.1802312222702232,0.0068004351267823004,0.0016527876241694273,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.0,4.0,0.06223098601910542,0.0005265818146994,9.056780318475928,11.397664004427238,0.6508248963125083,0.6505075629489322,0.23345389655755916,0.2415195937668071,4.332624948289176,5.450580931239162,0.1402026219881966,0.14591405010374237,0.9594778785186866,0.9578250908945172,2.0,2.0,4.77220160914994,-0.22989473885258924,0.00048770530175834835,-0.03396599094698859,-0.22954861392399997,-0.005711428115545758,0.0016527876241694273,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.0,4.0,0.06223098601910542,0.000526581814699491,40.83492356205414,49.080091101131785,0.036485023667442544,0.0364673565605962,0.07883115248180447,0.07787974112500383,2.8281724755348168,3.3976056377325086,0.09151892934129986,0.09095514872836695,0.9594778785186866,0.9578250908945172,2.0,2.0,4.772201609149767,-0.18391579108207162,0.0004843462855220923,0.012142398328246352,-0.1834402246487652,0.0005637806129329126,0.0016527876241694273,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.0,4.0,0.06223098601910542,0.000526581814699491,41.069477931161906,49.20070244586661,0.32889216864807297,0.32873197949856203,0.6202408408294711,0.6107919872790591,22.48955957272068,26.931117563702617,0.7277563271891901,0.7209558920624078,0.9594778785186866,0.9578250908945172,2.0,2.0,4.772201609149767,-0.1806426845471021,0.0004871753968606,0.015351400706788003,-0.1802312222702232,0.0068004351267823004,0.0016527876241694273,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.0,4.0,0.06223098601910542,0.000526581814699491,9.056780318475928,11.397664004427238,0.6508248963125083,0.6505075629489322,0.23345389655755916,0.2415195937668071,4.332624948289176,5.450580931239162,0.1402026219881966,0.14591405010374237,0.9594778785186866,0.9578250908945172,2.0,2.0,4.772201609149767,-0.22989473885258924,0.00048770530175834835,-0.03396599094698859,-0.22954861392399997,-0.005711428115545758,0.0016527876241694273,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.271186440677966,0.2,0.0005545392792601,0.0005545392792601183,47.727525428730864,47.727525428730864,0.0011517140538255526,0.0011517140538255526,0.08842753937775145,0.08842753937775145,0.0823037954858178,0.0823037954858178,0.05573288036276956,0.05573288036276956,0.968676617226924,0.968676617226924,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.271186440677966,0.2,0.0005545392792601,0.0005545392792601183,47.62033940461821,47.62033940461821,0.007719981337505498,0.007719981337505498,0.5894642438666391,0.5894642438666391,1.242986617274656,1.242986617274656,0.841701455250982,0.841701455250982,0.968676617226924,0.968676617226924,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.271186440677966,0.2,0.0005545392792601,0.0005545392792601183,11.20032367904049,11.20032367904049,0.013832075468554689,0.013832075468554689,0.2476519844103502,0.2476519844103502,0.10520737736265472,0.10520737736265472,0.07124228161317249,0.07124228161317249,0.968676617226924,0.968676617226924,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601,39.86948716855387,47.727525428730864,0.0011519620901752805,0.0011517140538255526,0.08958730470567293,0.08842753937775145,0.06876778913698711,0.0823037954858178,0.05588760325607882,0.05573288036276956,0.9699710395922402,0.968676617226924,2.0,2.0,4.5328452115881115,-0.17989698575548405,0.00021533960086566093,0.013030168839068313,-0.17968177014895387,0.00015472289330925593,0.0012944223653161835,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601,39.86227703211915,47.62033940461821,0.007721651352301431,0.007719981337505498,0.5984314241920078,0.5894642438666391,1.0407098026079264,1.242986617274656,0.8457851747567778,0.841701455250982,0.9699710395922402,0.968676617226924,2.0,2.0,4.5328452115881115,-0.17782952949163744,0.00021630028844625172,0.015097875851912948,-0.17761406313610956,0.004083719505795891,0.0012944223653161835,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,3,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601,8.944791840131456,11.20032367904049,0.013835070157434735,0.013832075468554689,0.2398659353731568,0.2476519844103502,0.08403868079998547,0.10520737736265472,0.06829826157938355,0.07124228161317249,0.9699710395922402,0.968676617226924,2.0,2.0,4.5328452115881115,-0.22487123219435506,0.00021647978669161078,-0.031944307311818604,-0.22465624629984057,-0.0029440200337889355,0.0012944223653161835,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,1,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601183,39.86948716855387,47.727525428730864,0.0011519620901752805,0.0011517140538255526,0.08958730470567293,0.08842753937775145,0.06876778913698711,0.0823037954858178,0.05588760325607882,0.05573288036276956,0.9699710395922402,0.968676617226924,2.0,2.0,4.532845211588078,-0.17989698575548405,0.00021533960086566093,0.013030168839068313,-0.17968177014895387,0.00015472289330925593,0.0012944223653161835,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,2,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601183,39.86227703211915,47.62033940461821,0.007721651352301431,0.007719981337505498,0.5984314241920078,0.5894642438666391,1.0407098026079264,1.242986617274656,0.8457851747567778,0.841701455250982,0.9699710395922402,0.968676617226924,2.0,2.0,4.532845211588078,-0.17782952949163744,0.00021630028844625172,0.015097875851912948,-0.17761406313610956,0.004083719505795891,0.0012944223653161835,0.0
hybrid_vs_runtime,hybrid_profile,runtime_mainline,3,4.271186440677966,0.2,0.051584826756927125,0.0005545392792601183,8.944791840131456,11.20032367904049,0.013835070157434735,0.013832075468554689,0.2398659353731568,0.2476519844103502,0.08403868079998547,0.10520737736265472,0.06829826157938355,0.07124228161317249,0.9699710395922402,0.968676617226924,2.0,2.0,4.532845211588078,-0.22487123219435506,0.00021647978669161078,-0.031944307311818604,-0.22465624629984057,-0.0029440200337889355,0.0012944223653161835,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,1,4.271186440677966,0.6,0.0005545392792601,0.0005545392792601183,47.727525428730864,47.727525428730864,0.0034551421614766576,0.0034551421614766576,0.08916098977730307,0.08916098977730307,0.24662728788381819,0.24662728788381819,0.05612141503703456,0.05612141503703456,0.9689977135618739,0.9689977135618739,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,2,4.271186440677966,0.6,0.0005545392792601,0.0005545392792601183,47.62033940461821,47.62033940461821,0.023159944012516493,0.023159944012516493,0.590473865656869,0.590473865656869,3.7003566957757874,3.7003566957757874,0.8420368065942976,0.8420368065942976,0.9689977135618739,0.9689977135618739,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,uniform_profile,runtime_mainline,3,4.271186440677966,0.6,0.0005545392792601,0.0005545392792601183,11.20032367904049,11.20032367904049,0.04149622640566406,0.04149622640566406,0.2465753434852962,0.2465753434852962,0.3113063303619136,0.3113063303619136,0.07083949193054179,0.07083949193054179,0.9689977135618739,0.9689977135618739,2.0,2.0,-3.3084646133830214e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,1,4.271186440677966,0.6,0.051584826756927125,0.0005545392792601,39.86948716855387,47.727525428730864,0.0034558862705258418,0.0034551421614766576,0.09032332780022831,0.08916098977730307,0.20606594173502304,0.24662728788381819,0.05627546478211038,0.05612141503703456,0.9702799022753053,0.9689977135618739,2.0,2.0,4.5328452115881115,-0.17989698575548405,0.00021533960086566093,0.012952154125646839,-0.17968201799487724,0.0001540497450758238,0.0012821887134313315,0.0
hybrid_vs_uniform,hybrid_profile,uniform_profile,2,4.271186440677966,0.6,0.051584826756927125,0.0005545392792601,39.86227703211915,47.62033940461821,0.02316495405690429,0.023159944012516493,0.5994087928733843,0.590473865656869,3.0981758249082527,3.7003566957757874,0.8460946193020374,0.8420368065942976,0.9702799022753053,0.9689977135618739,2.0,2.0,4.5328452115881115,-0.17782952949163744,0.00021630028844625172,0.015018447565457385,-0.17761572455506663,0.004057812707739861,0.0012821887134313315,0.0
