D,eta,mu_full,chi2_full,mu_base,chi2_base,mu_runtime,chi2_runtime,mu_cf,chi2_cf,abs_delta_base,abs_delta_runtime,abs_delta_cf,abs_improvement_vs_base,abs_improvement_vs_runtime,improved_vs_base,improved_vs_runtime,worsened_vs_runtime,acceptance_flip_vs_base,case,is_reviewer_target
4.8,2.8600000000000003,13.91131862483585,978.3318358260276,13.796127669330634,960.3998824646532,13.79612766837171,960.3998823160664,13.79612766837171,960.3998823160664,0.11519095550521641,0.11519095646414002,0.11519095646414002,-9.589236071860796e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,2.955,13.917471488698077,979.2943279398075,13.802218934254704,961.3439655824116,13.802218933295356,961.343965433686,13.802218933295356,961.343965433686,0.1152525544433729,0.11525255540272106,0.11525255540272106,-9.593481564706963e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.0500000000000003,13.923624849850247,980.2573711236664,13.808313068405203,962.288957522221,13.808313067445432,962.2889573733564,13.808313067445432,962.2889573733564,0.11531178144504395,0.11531178240481488,0.11531178240481488,-9.597709293984735e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.145,13.92977870657576,981.2209652234956,13.814410075145176,963.2348594616626,13.81441007418498,963.2348593126594,13.81441007418498,963.2348593126594,0.1153686314305844,0.11536863239077988,0.11536863239077988,-9.601954786830902e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.24,13.935933057157367,982.185110084568,13.820509957843306,964.1816725805294,13.820509956882688,964.1816724313873,13.820509956882688,964.1816724313873,0.1154230993140608,0.11542310027467906,0.11542310027467906,-9.606182516108674e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.3350000000000004,13.942087899877452,983.1498055515772,13.826612719873992,965.129398060838,13.82661271891295,965.1293979115568,13.82661271891295,965.1293979115568,0.11547518000345924,0.11547518096450204,0.11547518096450204,-9.610428008954841e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.43,13.948243233018085,984.1150514686508,13.832718364617383,966.0780370868396,13.832718363655914,966.0780369374183,13.832718363655914,966.0780369374183,0.11552486840070131,0.11552486936217043,0.11552486936217043,-9.614691265369402e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.5250000000000004,13.954399054860785,985.080847679308,13.838826895459514,967.0275908450436,13.838826894497624,967.0275906954836,13.838826894497624,967.0275906954836,0.11557215940127108,0.1155721603631612,0.1155721603631612,-9.61890123107878e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.62,13.960555363686618,986.0471940264792,13.844938315791955,967.978060524167,13.84493831482964,967.9780603744674,13.84493831482964,967.9780603744674,0.11561704789466276,0.11561704885697743,0.11561704885697743,-9.623146723924947e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.715,13.966712157776252,987.014090352509,13.851052629012251,968.9294473152054,13.85105262804951,968.9294471653664,13.85105262804951,968.9294471653664,0.11565952876400054,0.11565952972674154,0.11565952972674154,-9.627409980339507e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.81,13.972869435409992,987.9815364991672,13.85716983852364,969.881752411394,13.857169837560471,969.8817522614148,13.857169837560471,969.8817522614148,0.11569959688635123,0.11569959784952033,0.11569959784952033,-9.631691000322462e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,3.905,13.979027194867587,988.9495323076144,13.863289947735254,970.8349770082413,13.86328994677166,970.834976858122,13.86328994677166,970.834976858122,0.11573724713233347,0.11573724809592711,0.11573724809592711,-9.635936493168629e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
4.8,4.0,13.985185434428528,989.9180776184496,13.8694129600619,971.7891223034976,13.86941295909788,971.7891221532384,13.86941295909788,971.7891221532384,0.11577247436662752,0.1157724753306475,0.1157724753306475,-9.64019974958319e-10,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.2,57.971396100373646,20002.017854658567,57.61929987988323,19753.81049365149,57.61424230650057,19750.25648808724,57.61424230650057,19750.25648808724,0.35209622049041656,0.3571537938730742,0.3571537938730742,-0.005057573382657665,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.295,57.97289469902871,20003.077591421184,57.62078953989492,19754.857353057236,57.61573183575634,19751.303161435433,57.61573183575634,19751.303161435433,0.35210515913378515,0.35716286327236446,0.35716286327236446,-0.005057704138579311,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.39,57.97439328206518,20004.137345211137,57.62227926330264,19755.90428475493,57.617221428402566,19752.349907062773,57.617221428402566,19752.349907062773,0.352114018762542,0.3571718536626136,0.3571718536626136,-0.005057834900071612,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.485,57.97589184950139,20005.197116040483,57.6237690501527,19756.95128878068,57.618711084485575,19753.396725005383,57.618711084485575,19753.396725005383,0.3521227993486846,0.3571807650158121,0.3571807650158121,-0.005057965667127462,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.5800000000000001,57.977390401291416,20006.25690387589,57.6252589004521,19757.99836514293,57.62020080401234,19754.443615271684,57.62020080401234,19754.443615271684,0.3521315008393131,0.3571895972790742,0.3571895972790742,-0.005058096439761073,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.675,57.978888937425296,20007.31670870941,57.62674855172399,19759.045329367476,57.62169032452908,19755.49039342029,57.62169032452908,19755.49039342029,0.3521403857013041,0.35719861289621946,0.35719861289621946,-0.005058227194915332,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
5.6,0.77,57.98038745793673,20008.376530564023,57.628238196442574,19760.09231672427,57.62317983849307,19756.537194697084,57.62317983849307,19756.537194697084,0.35214926149415504,0.3572076194436562,0.3572076194436562,-0.005058357949501158,0.0,0.0,0.0,0.0,0.0,D21E41_fullmap,False
