alpha_center,taper,D,slice_p95_abs_delta_mu,slice_max_abs_delta_mu,slice_acceptance_mismatch
0.8,0.04,6.4,7.223023444417717,7.223030045137008,0.0
0.8,0.04,7.2,0.7806173877057532,0.7806174633095777,0.0
0.8,0.04,8.0,0.3223942454322037,0.32239424557197394,1.0
0.8,0.04,8.8,0.29887690922367044,0.2988769093883985,0.0
0.8,0.04,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8,0.04,10.4,0.13306793877694745,0.1330679395024223,0.0
0.8,0.04,11.2,0.0394637207908891,0.039463721151636794,0.0
0.8,0.04,12.0,0.007341972264743477,0.007341973979238754,0.0
0.8,0.04,12.8,0.0018768965013919124,0.0018769028241595914,0.0
0.8,0.04,13.600000000000001,6.051671022879643e-05,6.0517202994375964e-05,0.0
0.8,0.04,14.4,1.8853153609836213e-05,1.8853317837491597e-05,0.0
0.8,0.04,15.200000000000001,3.6263038983391815e-06,3.6267850008717625e-06,0.0
0.8,0.04,16.0,3.425138648280404e-07,3.4270219535502257e-07,0.0
0.8,0.04,16.8,1.5878460402969446e-07,1.6250791684361496e-07,0.0
0.8,0.04,17.6,1.065939755194392e-08,1.065939755194392e-08,0.0
0.8,0.04,18.4,1.065939755194392e-08,1.065939755194392e-08,0.0
0.8,0.04,19.200000000000003,1.065939755194392e-08,1.065939755194392e-08,0.0
0.8,0.04,20.0,1.065939755194392e-08,1.065939755194392e-08,0.0
0.8125,0.0,4.0,0.9204640291784459,0.9453128806951954,0.8
0.8125,0.0,4.8,0.021913244508763797,0.02199160711081305,0.0
0.8125,0.0,5.6,23.812019751742483,23.814557551190973,0.0
0.8125,0.0,6.4,0.04691727006495512,0.04694605360445081,0.0
0.8125,0.0,7.2,0.7676354065111057,0.7676354843209316,0.0
0.8125,0.0,8.0,0.3225266850295555,0.3225266851708475,1.0
0.8125,0.0,8.8,0.29774763976466073,0.2977476399274155,0.0
0.8125,0.0,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8125,0.0,10.4,0.1329115147984141,0.13291151552286723,0.0
0.8125,0.0,11.2,0.03944093089695807,0.03944093125891669,0.0
0.8125,0.0,12.0,0.007342122279756246,0.007342123994380903,0.0
0.8125,0.0,12.8,0.001876896783197156,0.0018769031059651213,0.0
0.8125,0.0,13.600000000000001,6.0516707586374884e-05,6.051720035193799e-05,0.0
0.8125,0.0,14.4,1.8853153151075085e-05,1.8853317378744248e-05,0.0
0.8125,0.0,15.200000000000001,3.626303766026279e-06,3.626784868578489e-06,0.0
0.8125,0.0,16.0,3.425138564393538e-07,3.427021869617242e-07,0.0
0.8125,0.0,16.8,1.587846026003251e-07,1.6250791538073088e-07,0.0
0.8125,0.0,17.6,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.0,18.4,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.0,19.200000000000003,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.0,20.0,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.01,4.0,0.9204635312581764,0.9453123693443986,0.8
0.8125,0.01,4.8,0.02590943751633077,0.025995095903825316,0.0
0.8125,0.01,5.6,23.234673587038657,23.23715052159119,0.0
0.8125,0.01,6.4,1.4114524321320219,1.4114567840947103,0.0
0.8125,0.01,7.2,0.7681218288048342,0.7681219065315892,0.0
0.8125,0.01,8.0,0.32252668177503496,0.32252668191632683,1.0
0.8125,0.01,8.8,0.29774763976489965,0.2977476399276544,0.0
0.8125,0.01,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8125,0.01,10.4,0.1329115147984141,0.13291151552286723,0.0
0.8125,0.01,11.2,0.03944093089695807,0.03944093125891669,0.0
0.8125,0.01,12.0,0.007342122279756246,0.007342123994380903,0.0
0.8125,0.01,12.8,0.001876896783197156,0.0018769031059651213,0.0
0.8125,0.01,13.600000000000001,6.0516707586374884e-05,6.051720035193799e-05,0.0
0.8125,0.01,14.4,1.8853153151075085e-05,1.8853317378744248e-05,0.0
0.8125,0.01,15.200000000000001,3.626303766026279e-06,3.626784868578489e-06,0.0
0.8125,0.01,16.0,3.425138564393538e-07,3.427021869617242e-07,0.0
0.8125,0.01,16.8,1.587846026003251e-07,1.6250791538073088e-07,0.0
0.8125,0.01,17.6,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.01,18.4,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.01,19.200000000000003,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.01,20.0,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.02,4.0,0.9204630333377894,0.9453118579934805,0.8
0.8125,0.02,4.8,0.029904484714749557,0.02999743682746825,0.0
0.8125,0.02,5.6,22.6475846756312,22.649999764715517,0.0
0.8125,0.02,6.4,2.834102478734226,2.834105453343078,0.0
0.8125,0.02,7.2,0.7686081654882868,0.7686082431320176,0.0
0.8125,0.02,8.0,0.32252667852051464,0.3225266786618066,1.0
0.8125,0.02,8.8,0.29774763976513824,0.2977476399278929,0.0
0.8125,0.02,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8125,0.02,10.4,0.1329115147984141,0.13291151552286723,0.0
0.8125,0.02,11.2,0.03944093089695807,0.03944093125891669,0.0
0.8125,0.02,12.0,0.007342122279756246,0.007342123994380903,0.0
0.8125,0.02,12.8,0.001876896783197156,0.0018769031059651213,0.0
0.8125,0.02,13.600000000000001,6.0516707586374884e-05,6.051720035193799e-05,0.0
0.8125,0.02,14.4,1.8853153151075085e-05,1.8853317378744248e-05,0.0
0.8125,0.02,15.200000000000001,3.626303766026279e-06,3.626784868578489e-06,0.0
0.8125,0.02,16.0,3.425138564393538e-07,3.427021869617242e-07,0.0
0.8125,0.02,16.8,1.587846026003251e-07,1.6250791538073088e-07,0.0
0.8125,0.02,17.6,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.02,18.4,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.02,19.200000000000003,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.02,20.0,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.03,4.0,0.9204625354172924,0.9453113466424501,0.8
0.8125,0.03,4.8,0.03389838643254741,0.03399863021084926,0.0
0.8125,0.03,5.6,22.0505886081603,22.052940855442046,0.0
0.8125,0.03,6.4,4.2221351210746905,4.22213674479557,0.0
0.8125,0.03,7.2,0.7690944165765305,0.7690944941372839,0.0
0.8125,0.03,8.0,0.3225266752659941,0.32252667540728597,1.0
0.8125,0.03,8.8,0.29774763976537716,0.2977476399281318,0.0
0.8125,0.03,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8125,0.03,10.4,0.1329115147984141,0.13291151552286723,0.0
0.8125,0.03,11.2,0.03944093089695807,0.03944093125891669,0.0
0.8125,0.03,12.0,0.007342122279756246,0.007342123994380903,0.0
0.8125,0.03,12.8,0.001876896783197156,0.0018769031059651213,0.0
0.8125,0.03,13.600000000000001,6.0516707586374884e-05,6.051720035193799e-05,0.0
0.8125,0.03,14.4,1.8853153151075085e-05,1.8853317378744248e-05,0.0
0.8125,0.03,15.200000000000001,3.626303766026279e-06,3.626784868578489e-06,0.0
0.8125,0.03,16.0,3.425138564393538e-07,3.427021869617242e-07,0.0
0.8125,0.03,16.8,1.587846026003251e-07,1.6250791538073088e-07,0.0
0.8125,0.03,17.6,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.03,18.4,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.03,19.200000000000003,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.03,20.0,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.04,4.0,0.9204620374966787,0.9453108352912989,0.8
0.8125,0.04,4.8,0.037891142998172,0.03799867638299936,0.0
0.8125,0.04,5.6,21.443518200849603,21.44580659397964,0.0
0.8125,0.04,6.4,5.576392705927837,5.576393004754152,0.0
0.8125,0.04,7.2,0.7695805820846298,0.7695806595624526,0.0
0.8125,0.04,8.0,0.32252667201147356,0.3225266721527653,1.0
0.8125,0.04,8.8,0.29774763976561597,0.2977476399283707,0.0
0.8125,0.04,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.8125,0.04,10.4,0.1329115147984141,0.13291151552286723,0.0
0.8125,0.04,11.2,0.03944093089695807,0.03944093125891669,0.0
0.8125,0.04,12.0,0.007342122279756246,0.007342123994380903,0.0
0.8125,0.04,12.8,0.001876896783197156,0.0018769031059651213,0.0
0.8125,0.04,13.600000000000001,6.0516707586374884e-05,6.051720035193799e-05,0.0
0.8125,0.04,14.4,1.8853153151075085e-05,1.8853317378744248e-05,0.0
0.8125,0.04,15.200000000000001,3.626303766026279e-06,3.626784868578489e-06,0.0
0.8125,0.04,16.0,3.425138564393538e-07,3.427021869617242e-07,0.0
0.8125,0.04,16.8,1.587846026003251e-07,1.6250791538073088e-07,0.0
0.8125,0.04,17.6,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.04,18.4,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.04,19.200000000000003,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.8125,0.04,20.0,1.0659397287637666e-08,1.0659397287637666e-08,0.0
0.825,0.0,4.0,0.9001098350299727,0.9244096718580668,0.8
0.825,0.0,4.8,0.11254065573206554,0.11278448314670086,0.0
0.825,0.0,5.6,23.088821116952023,23.09128268267758,0.0
0.825,0.0,6.4,1.92090020350917,1.920937955983618,0.0
0.825,0.0,7.2,0.7565465140387274,0.7565465937510316,0.0
0.825,0.0,8.0,0.32265910284897636,0.32265910299178957,1.0
0.825,0.0,8.8,0.2966173777505777,0.2966173779113561,0.0
0.825,0.0,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.825,0.0,10.4,0.13275502322503324,0.13275502394846417,0.0
0.825,0.0,11.2,0.039418136387396774,0.039418136750566865,0.0
0.825,0.0,12.0,0.007342272294038802,0.007342274008792837,0.0
0.825,0.0,12.8,0.001876897065002236,0.0018769033877704872,0.0
0.825,0.0,13.600000000000001,6.051670494395329e-05,6.0517197709499966e-05,0.0
0.825,0.0,14.4,1.8853152692313943e-05,1.885331691999689e-05,0.0
0.825,0.0,15.200000000000001,3.6263036337133757e-06,3.626784736285214e-06,0.0
0.825,0.0,16.0,3.425138480506672e-07,3.427021785684258e-07,0.0
0.825,0.0,16.8,1.587846011709557e-07,1.6250791391784675e-07,0.0
0.825,0.0,17.6,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.0,18.4,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.0,19.200000000000003,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.0,20.0,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.01,4.0,0.9001093324589943,0.9244091557313165,0.8
0.825,0.01,4.8,0.11651086357906629,0.1167619400543014,0.0
0.825,0.01,5.6,22.49927093748907,22.501670410150318,0.0
0.825,0.01,6.4,0.4171118025930568,0.4171423626231032,0.0
0.825,0.01,7.2,0.7570348879764525,0.7570349676046169,0.0
0.825,0.01,8.0,0.3226590995946711,0.3226590997374843,1.0
0.825,0.01,8.8,0.29661737775081665,0.29661737791159504,0.0
0.825,0.01,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.825,0.01,10.4,0.13275502322503324,0.13275502394846417,0.0
0.825,0.01,11.2,0.039418136387396774,0.039418136750566865,0.0
0.825,0.01,12.0,0.007342272294038802,0.007342274008792837,0.0
0.825,0.01,12.8,0.001876897065002236,0.0018769033877704872,0.0
0.825,0.01,13.600000000000001,6.051670494395329e-05,6.0517197709499966e-05,0.0
0.825,0.01,14.4,1.8853152692313943e-05,1.885331691999689e-05,0.0
0.825,0.01,15.200000000000001,3.6263036337133757e-06,3.626784736285214e-06,0.0
0.825,0.01,16.0,3.425138480506672e-07,3.427021785684258e-07,0.0
0.825,0.01,16.8,1.587846011709557e-07,1.6250791391784675e-07,0.0
0.825,0.01,17.6,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.01,18.4,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.01,19.200000000000003,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.01,20.0,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.02,4.0,0.9001088298879015,0.9244086396044486,0.8
0.825,0.02,4.8,0.12047993306750619,0.12073825655630799,0.0
0.825,0.02,5.6,21.899772067935576,21.902108447218318,0.0
0.825,0.02,6.4,1.0502802457039053,1.0502849461964132,0.0
0.825,0.02,7.2,0.7575231759604124,0.7575232555044842,0.0
0.825,0.02,8.0,0.3226590963403659,0.32265909648317903,1.0
0.825,0.02,8.8,0.2966173777510558,0.2966173779118342,0.0
0.825,0.02,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.825,0.02,10.4,0.13275502322503324,0.13275502394846417,0.0
0.825,0.02,11.2,0.039418136387396774,0.039418136750566865,0.0
0.825,0.02,12.0,0.007342272294038802,0.007342274008792837,0.0
0.825,0.02,12.8,0.001876897065002236,0.0018769033877704872,0.0
0.825,0.02,13.600000000000001,6.051670494395329e-05,6.0517197709499966e-05,0.0
0.825,0.02,14.4,1.8853152692313943e-05,1.885331691999689e-05,0.0
0.825,0.02,15.200000000000001,3.6263036337133757e-06,3.626784736285214e-06,0.0
0.825,0.02,16.0,3.425138480506672e-07,3.427021785684258e-07,0.0
0.825,0.02,16.8,1.587846011709557e-07,1.6250791391784675e-07,0.0
0.825,0.02,17.6,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.02,18.4,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.02,19.200000000000003,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.02,20.0,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.03,4.0,0.9001083273166934,0.9244081234774626,0.8
0.825,0.03,4.8,0.12444786452381429,0.12471343297973547,0.0
0.825,0.03,5.6,21.290156623626327,21.292428893137753,0.0
0.825,0.03,6.4,2.481718710522891,2.4817220269704094,0.0
0.825,0.03,7.2,0.7580113780057344,0.7580114574657606,0.0
0.825,0.03,8.0,0.3226590930860606,0.32265909322887376,1.0
0.825,0.03,8.8,0.29661737775129493,0.2966173779120733,0.0
0.825,0.03,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.825,0.03,10.4,0.13275502322503324,0.13275502394846417,0.0
0.825,0.03,11.2,0.039418136387396774,0.039418136750566865,0.0
0.825,0.03,12.0,0.007342272294038802,0.007342274008792837,0.0
0.825,0.03,12.8,0.001876897065002236,0.0018769033877704872,0.0
0.825,0.03,13.600000000000001,6.051670494395329e-05,6.0517197709499966e-05,0.0
0.825,0.03,14.4,1.8853152692313943e-05,1.885331691999689e-05,0.0
0.825,0.03,15.200000000000001,3.6263036337133757e-06,3.626784736285214e-06,0.0
0.825,0.03,16.0,3.425138480506672e-07,3.427021785684258e-07,0.0
0.825,0.03,16.8,1.587846011709557e-07,1.6250791391784675e-07,0.0
0.825,0.03,17.6,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.03,18.4,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.03,19.200000000000003,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.03,20.0,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.04,4.0,0.9001078247453704,0.9244076073503589,0.8
0.825,0.04,4.8,0.1284146582742512,0.1286874696514122,0.0
0.825,0.04,5.6,20.670253886833574,20.67246101384447,0.0
0.825,0.04,6.4,3.878325922124856,3.8783278811125186,0.0
0.825,0.04,7.2,0.7584994941275436,0.7584995735035713,0.0
0.825,0.04,8.0,0.3226590898317558,0.32265908997456894,1.0
0.825,0.04,8.8,0.29661737775153385,0.29661737791231224,0.0
0.825,0.04,9.600000000000001,2.1316282072803005e-15,2.220446049250313e-15,0.0
0.825,0.04,10.4,0.13275502322503324,0.13275502394846417,0.0
0.825,0.04,11.2,0.039418136387396774,0.039418136750566865,0.0
0.825,0.04,12.0,0.007342272294038802,0.007342274008792837,0.0
0.825,0.04,12.8,0.001876897065002236,0.0018769033877704872,0.0
0.825,0.04,13.600000000000001,6.051670494395329e-05,6.0517197709499966e-05,0.0
0.825,0.04,14.4,1.8853152692313943e-05,1.885331691999689e-05,0.0
0.825,0.04,15.200000000000001,3.6263036337133757e-06,3.626784736285214e-06,0.0
0.825,0.04,16.0,3.425138480506672e-07,3.427021785684258e-07,0.0
0.825,0.04,16.8,1.587846011709557e-07,1.6250791391784675e-07,0.0
0.825,0.04,17.6,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.04,18.4,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.04,19.200000000000003,1.0659397023331404e-08,1.0659397023331404e-08,0.0
0.825,0.04,20.0,1.0659397023331404e-08,1.0659397023331404e-08,0.0
