d40_beta,worst_score,mean_score,worst_p95
1.3,1.2725966103255482,1.2725966103255482,0.0821204198493577
1.33,6.149097600633423,6.149097600633423,0.19671664825247115
1.27,7.453458765682726,7.453458765682726,0.31060162282558323
1.36,11.05671356023359,11.05671356023359,0.3424278459478767
1.24,13.655084414476061,13.655084414476061,0.5598463192379648
